Mes;Dia;Fecha;Hora;Temp externa (°C);Max temp (°C);Min Temp (°C);HR% Ext;Punto Rocio;Velocidad Viento (m/s);Direccion Viento;Wind Run;Hi Speed;Hi Dir;Wind Chill;Heat Index;THW Index;THSW Index;Presion Bar (milibar);LLUVIA (mm);tasa lluvia;Radiacion Solar (W/m2);Energía Solar (langleys);Hi Solar Rad;UV Index;UV Dose;Hi UV;Heat D-D;Cool D-D;Temp  interior;HR% int;Punto Rocio int;Heat index int;EMC;In Air Density;ET (mm);Wind Samp;Wind TX;ISS Recept;Arc Int
Octubre;21;21/10/2018;15:00:00;27,2;28,3;27,1;81;23,7;0;SE;0;1,8;SSE;27,2;30,4;30,4;32,4;1006,2;0,6;2;157;13,5;216;1,3;0,56;1,7;0;0,37;30,6;72;25;36,9;13,21;11.183;0,1;1402;1;100;60
Octubre;21;21/10/2018;16:00:00;26,1;27,2;26,1;83;23;0,4;NNE;1,61;2,7;WNW;26,1;28,5;28,5;29,5;1006,1;0;0;78;6,71;144;0,6;0,26;1,4;0;0,324;29,9;73;24,5;35,4;13,53;11.219;0,05;1402;1;100;60
Octubre;21;21/10/2018;17:00:00;25,8;26,2;25,8;84;22,9;0;NW;0;1,8;WNW;25,8;28,1;28,1;29,1;1006,8;0;0;58;4,99;88;0,1;0,04;0,6;0;0,31;29,3;74;24,2;34,3;13,86;11.257;0,05;1399;1;100;60
Octubre;21;21/10/2018;18:00:00;25,3;25,8;25,3;87;23;0;WNW;0;0,9;WNW;25,3;27,6;27,6;26,9;1007,6;0;0;6;0,52;19;0;0;0;0;0,292;28,7;74;23,6;33,1;13,88;11.298;0;1400;1;100;60
Octubre;21;21/10/2018;19:00:00;25,4;25,4;25,3;88;23,3;0;ENE;0;0,4;ENE;25,4;27,9;27,9;27,2;1008,7;0;0;0;0;0;0;0;0;0;0,296;28,3;75;23,4;32,1;14,29;11.331;0,03;1398;1;100;60
Octubre;21;21/10/2018;20:00:00;25,3;25,4;25,3;89;23,3;0;---;0;0;---;25,3;27,7;27,7;26,9;1009,6;0;0;0;0;0;0;0;0;0;0,289;27,9;75;23,1;31,3;14,3;11.361;0;1398;1;100;60
Octubre;21;21/10/2018;21:00:00;24,4;25,3;24,4;90;22,7;0,4;NE;1,61;1,8;NE;24,4;26,4;26,4;25,6;1010,4;11,8;54,4;0;0;0;0;0;0;0;0,255;27,7;76;23,1;30,9;14,61;11.378;0;1402;1;100;60
Octubre;21;21/10/2018;22:00:00;24,1;24,4;24,1;90;22,4;0;NE;0;0,9;NE;24,1;26;26;25,2;1010,6;5,4;41,8;0;0;0;0;0;0;0;0,241;27,4;76;22,8;30,2;14,62;11.400;0;1400;1;100;60
Octubre;21;21/10/2018;23:00:00;24;24,1;23,9;90;22,3;0;---;0;0;---;24;25,9;25,9;25,1;1010,9;0,6;2;0;0;0;0;0;0;0;0,236;27,2;77;22,8;29,8;14,93;11.411;0;1403;1;100;60
Octubre;22;22/10/2018;0:00:00;23,7;24;23,7;90;21,9;0;NNE;0;1,3;N;23,7;25,3;25,3;24,6;1010,3;0,6;3,6;0;0;0;0;0;0;0;0,222;26,9;77;22,6;29,4;14,94;11.417;0;1402;1;100;60
Octubre;22;22/10/2018;1:00:00;23,7;23,7;23,6;91;22,2;0;SE;0;0,9;SE;23,7;25,5;25,5;24,7;1009,7;0,6;0,8;0;0;0;0;0;0;0;0,225;26,7;77;22,4;28,9;14,95;11.423;0;1403;1;100;60
Octubre;22;22/10/2018;2:00:00;23,4;23,8;23,3;90;21,7;0,4;ESE;1,61;1,8;SSE;23,4;24,8;24,8;23,9;1009,2;2;13,8;0;0;0;0;0;0;0;0,211;26,6;77;22,2;28,8;14,95;11.423;0;1403;1;100;60
Octubre;22;22/10/2018;3:00:00;23,1;23,4;23,1;90;21,4;0;ENE;0;0,9;ENE;23,1;24,4;24,4;23,6;1008,6;2,4;13,4;0;0;0;0;0;0;0;0,199;26,4;77;22;28,4;14,95;11.429;0;1402;1;100;60
Octubre;22;22/10/2018;4:00:00;23,2;23,2;23,1;91;21,6;0;ENE;0;0,9;ENE;23,2;24,6;24,6;23,7;1008,4;0;0;0;0;0;0;0;0;0;0,201;26,2;78;22;28,1;15,25;11.435;0;1405;1;100;60
Octubre;22;22/10/2018;5:00:00;23,3;23,3;23,1;91;21,7;0;SE;0;0,4;SE;23,3;24,7;24,7;23,9;1009,1;0;0;0;0;0;0;0;0;0;0,206;26,1;78;22;28,1;15,25;11.446;0;1383;1;100;60
Octubre;22;22/10/2018;6:00:00;23,4;23,4;23,3;91;21,9;0;---;0;0;---;23,4;24,9;24,9;24,2;1009,9;0;0;1;0,09;11;0;0;0;0;0,213;26;78;21,9;27,9;15,25;11.462;0;1401;1;100;60
Octubre;22;22/10/2018;7:00:00;24;24;23,4;90;22,3;0;NNW;0;0,4;NNW;24;25,9;25,9;26,4;1011,1;0;0;36;3,1;81;0;0;0;0;0,236;25,9;78;21,8;27,7;15,25;11.482;0,03;1395;1;100;60
Octubre;22;22/10/2018;8:00:00;25,4;25,4;24;86;22,9;0;NNW;0;0,4;NNW;25,4;27,7;27,7;30;1011,7;0;0;139;11,96;190;0,8;0,34;1,4;0;0,296;26;79;22,1;28;15,57;11.478;0,08;1399;1;100;60
Octubre;22;22/10/2018;9:00:00;26,5;26,6;25,4;83;23,4;0,4;N;1,61;1,8;NNE;26,5;29,2;29,2;32,2;1012,3;0,2;0;216;18,58;253;2,1;0,9;2,8;0;0,34;26,4;79;22,5;28,6;15,56;11.464;0,15;1397;1;100;60
Octubre;22;22/10/2018;10:00:00;28,2;28,3;26,4;75;23,3;0;ENE;0;1,3;NE;28,2;31,8;31,8;36,4;1012,1;0;0;396;34,06;693;4,7;2,01;6,6;0;0,41;26,9;78;22,8;29,5;15,24;11.433;0,25;1393;1;100;60
Octubre;22;22/10/2018;11:00:00;30,3;30,3;28,2;70;24,2;0,4;NNE;1,61;2,2;W;30,3;35,9;35,9;42,8;1011,1;0;0;725;62,36;1144;8,8;3,77;11,2;0;0,5;28,1;76;23,4;31,7;14,6;11.368;0,48;1402;1;100;60
Octubre;22;22/10/2018;12:00:00;31,1;31,7;30,3;68;24,5;0,4;WNW;1,61;2,2;WNW;31,1;36,7;36,7;43,8;1010;0;0;842;72,42;1146;10;4,29;12;0;0,53;29,6;74;24,4;34,8;13,85;11.277;0,56;1370;1;100;60
Octubre;22;22/10/2018;13:00:00;30,4;31,2;29,9;71;24,5;0;NNE;0;1,8;NW;30,4;36,2;36,2;38,9;1009,1;0;0;230;19,78;468;3,9;1,67;10,9;0;0,502;30,1;73;24,7;36;13,53;11.240;0,2;1377;1;100;60
Octubre;22;22/10/2018;14:00:00;27,2;30,7;27,2;82;23,9;0,4;ENE;1,61;2,2;ENE;27,2;30,6;30,6;33,5;1008,5;3,2;42,6;248;21,33;457;3;1,29;5;0;0,37;30,2;73;24,8;36,3;13,52;11.227;0,18;1387;1;100;60
Octubre;22;22/10/2018;15:00:00;26,1;27,2;25,9;86;23,6;0;NNE;0;2,2;NNE;26,1;28,8;28,8;30,4;1008;4,8;59,6;133;11,44;144;1,2;0,51;1,5;0;0,324;29,7;74;24,5;35,1;13,84;11.249;0,08;1401;1;100;60
Octubre;22;22/10/2018;16:00:00;25,9;26,2;25,9;88;23,8;0,4;ENE;1,61;1,8;ENE;25,9;28,8;28,8;29,9;1007,7;0,8;1,8;83;7,14;120;0,3;0,13;0,9;0;0,317;29,1;75;24,2;34,1;14,26;11.275;0,05;1403;1;100;60
Octubre;22;22/10/2018;17:00:00;25,2;25,9;25,2;89;23,2;0;ENE;0;0,4;ENE;25,2;27,4;27,4;27,4;1007,9;0,4;1,8;18;1,55;42;0;0;0;0;0,285;28,5;76;23,9;32,9;14,58;11.305;0,03;1395;1;100;60
Octubre;22;22/10/2018;18:00:00;24,9;25,2;24,9;90;23,1;0;ENE;0;0,4;ENE;24,9;27,1;27,1;26,4;1008,8;0,4;0;0;0;5;0;0;0;0;0,273;27,9;76;23,3;31,4;14,6;11.347;0;1402;1;100;60
Octubre;22;22/10/2018;19:00:00;24,6;24,9;24,6;90;22,8;0;ENE;0;0,4;ENE;24,6;26,6;26,6;25,9;1009,7;0;0;0;0;0;0;0;0;0;0,259;27,5;77;23,1;30,5;14,92;11.378;0;1371;1;100;60
Octubre;22;22/10/2018;20:00:00;24,1;24,6;24,1;90;22,4;0;ENE;0;0,4;ENE;24,1;26;26;25,3;1010,1;0;0;0;0;0;0;0;0;0;0,241;27,2;77;22,8;29,8;14,93;11.402;0;1400;1;100;60
Octubre;22;22/10/2018;21:00:00;23,8;24,1;23,8;90;22;0;ENE;0;0,9;ENE;23,8;25,6;25,6;24,8;1010,7;0;0;0;0;0;0;0;0;0;0,227;26,8;78;22,7;29,3;15,24;11.424;0;1405;1;100;60
Octubre;22;22/10/2018;22:00:00;23,8;23,8;23,7;91;22,3;0;ENE;0;0,4;ENE;23,8;25,7;25,7;25;1011,1;0;0;0;0;0;0;0;0;0;0,229;26,6;78;22,5;28,9;15,25;11.441;0;1375;1;100;60
Octubre;22;22/10/2018;23:00:00;23,9;23,9;23,8;91;22,4;0;WNW;0;0,9;ENE;23,9;25,9;25,9;25,2;1010,9;0;0;0;0;0;0;0;0;0;0,234;26,4;78;22,2;28,5;15,25;11.451;0;1402;1;100;60
Octubre;23;23/10/2018;0:00:00;23,8;23,9;23,8;91;22,3;0;WNW;0;0,4;WNW;23,8;25,7;25,7;25;1010,2;0;0;0;0;0;0;0;0;0;0,229;26,2;79;22,2;28,2;15,57;11.452;0;1404;1;100;60
Octubre;23;23/10/2018;1:00:00;23,3;23,8;23,3;91;21,7;0;---;0;0;---;23,3;24,7;24,7;23,9;1009,6;0;0;0;0;0;0;0;0;0;0,206;26;79;22,1;28;15,57;11.454;0;1398;1;100;60
Octubre;23;23/10/2018;2:00:00;23,1;23,3;23,1;91;21,5;0;WNW;0;0,4;WNW;23,1;24,4;24,4;23,7;1009,3;0;0;0;0;0;0;0;0;0;0,197;25,8;79;21,9;27,7;15,58;11.464;0;1400;1;100;60
Octubre;23;23/10/2018;3:00:00;22,8;23,1;22,8;91;21,3;0;WNW;0;0,4;WNW;22,8;24,3;24,3;23,5;1008,7;0;0;0;0;0;0;0;0;0;0,187;25,6;79;21,6;27,3;15,59;11.469;0;1373;1;100;60
Octubre;23;23/10/2018;4:00:00;22,6;22,8;22,6;91;21;0;---;0;0;---;22,6;23,9;23,9;23,2;1008,9;0;0;0;0;0;0;0;0;0;0,176;25,4;79;21,5;27,2;15,59;11.478;0;1404;1;100;60
Octubre;23;23/10/2018;5:00:00;22,5;22,6;22,4;91;21;0;---;0;0;---;22,5;23,8;23,8;23,1;1009,1;0;0;0;0;0;0;0;0;0;0,174;25,3;79;21,4;27;15,6;11.489;0;1402;1;100;60
Octubre;23;23/10/2018;6:00:00;22,3;22,5;22,2;91;20,7;0;WNW;0;0,4;WNW;22,3;23,6;23,6;22,8;1009,9;0;0;0;0;5;0;0;0;0;0,164;25,1;79;21,2;26,7;15,61;11.511;0;1403;1;100;60
Octubre;23;23/10/2018;7:00:00;22,9;23;22,2;91;21,4;0;WSW;0;0,4;WNW;22,9;24,3;24,3;24,6;1010,7;0;0;29;2,49;67;0;0;0;0;0,192;24,9;80;21,3;26,6;16,01;11.523;0,03;1402;1;100;60
Octubre;23;23/10/2018;8:00:00;24,9;24,9;22,9;88;22,8;0;WSW;0;0,4;WSW;24,9;26,9;26,9;28,7;1011,9;0,2;0;110;9,46;149;0,6;0,26;1,1;0;0,273;25,2;80;21,5;26,9;16;11.524;0,08;1397;1;100;60
Octubre;23;23/10/2018;9:00:00;26,8;26,8;24,9;80;23,1;0;WSW;0;0,4;WSW;26,8;29,5;29,5;32,6;1012,2;0;0;225;19,35;638;2,2;0,94;4,7;0;0,354;25,4;79;21,5;27,2;15,59;11.516;0,15;1397;1;100;60
Octubre;23;23/10/2018;10:00:00;30;30;26,9;70;23,9;0;SSE;0;2,2;SSE;30;35,2;35,2;41,7;1011,9;0;0;641;55,13;816;6,1;2,61;8,6;0;0,486;26,3;78;22,1;28,3;15,25;11.470;0,41;1374;1;100;60
Octubre;23;23/10/2018;11:00:00;31,6;31,6;30,1;66;24,5;0,4;SSE;1,61;2,2;NW;31,6;37,7;37,7;44,6;1011,1;0;0;875;75,26;1049;10,1;4,33;11,5;0;0,553;27,7;76;23,1;30,9;14,61;11.387;0,58;1366;1;99,9;60
Octubre;23;23/10/2018;12:00:00;31,4;31,6;30,7;68;24,8;0,4;WNW;1,61;3,6;W;31,4;37,8;37,8;43,5;1010,1;0;0;519;44,64;1252;8,2;3,51;13;0;0,546;29,1;76;24,4;34,2;14,56;11.298;0,41;1384;1;100;60
Octubre;23;23/10/2018;13:00:00;32,1;32,4;31,4;65;24,7;1,3;WNW;4,83;4;WNW;32,1;39;39;44,9;1009,1;0;0;945;81,28;1164;10,8;4,63;11,9;0;0,574;30,4;74;25,3;37,1;13,81;11.216;0,66;1390;1;100;60
Octubre;23;23/10/2018;14:00:00;31,4;32,8;31,4;65;24,1;0,9;NW;3,22;3,6;W;31,4;36,9;36,9;43,6;1008,3;0;0;821;70,62;1130;7,7;3,3;10,5;0;0,546;30,4;63;22,6;34,7;11,21;11.261;0,58;1386;1;100;60
Octubre;23;23/10/2018;15:00:00;28,2;31,4;28,2;80;24,4;0;ESE;0;1,8;SE;28,2;32,8;32,8;34,9;1008,2;0;0;167;14,36;223;1,5;0,64;2,2;0;0,412;30,8;66;23,7;35,9;11,75;11.224;0,13;1383;1;100;60
Octubre;23;23/10/2018;16:00:00;26,9;28,2;26,7;85;24,2;0,4;ENE;1,61;1,8;ESE;26,9;30,4;30,4;32,4;1007,8;0;0;131;11,27;278;0,8;0,34;1,5;0;0,359;30,3;69;24;35,7;12,35;11.232;0,1;1400;1;100;60
Octubre;23;23/10/2018;17:00:00;26,7;27,3;26,7;83;23,6;0;E;0;0,9;E;26,7;29,7;29,7;31;1008,2;0;0;71;6,11;98;0;0;0,5;0;0,35;29,7;72;24,1;34,7;13,24;11.261;0,05;1395;1;100;60
Octubre;23;23/10/2018;18:00:00;25,8;26,8;25,8;87;23,4;0;SE;0;0,4;SE;25,8;28,4;28,4;27,8;1008,7;0;0;7;0,6;35;0;0;0;0;0,31;28,9;73;23,6;33,4;13,57;11.302;0;1398;1;100;60
Octubre;23;23/10/2018;19:00:00;25,3;25,8;25,3;89;23,3;0;SE;0;0,4;SE;25,3;27,7;27,7;26,9;1009,4;0,2;0;0;0;0;0;0;0;0;0,289;28,5;74;23,4;32,5;13,88;11.331;0,03;1386;1;100;60
Octubre;23;23/10/2018;20:00:00;24,9;25,3;24,9;89;22,9;0;SE;0;0,4;SE;24,9;27;27;26,3;1010,3;0,4;0;0;0;0;0;0;0;0;0,273;27,9;75;23,1;31,3;14,3;11.368;0;1396;1;100;60
Octubre;23;23/10/2018;21:00:00;24,7;24,9;24,7;89;22,8;0;NNE;0;0,9;NNE;24,7;26,8;26,8;26,1;1010,4;0;0;0;0;0;0;0;0;0;0,266;27,6;76;23;30,6;14,62;11.385;0;1389;1;100;60
Octubre;23;23/10/2018;22:00:00;24,4;24,7;24,4;90;22,6;0;NNE;0;0,9;NNE;24,4;26,3;26,3;25,6;1010,8;0;0;0;0;0;0;0;0;0;0,252;27,3;76;22,7;29,9;14,63;11.408;0;1378;1;100;60
Octubre;23;23/10/2018;23:00:00;24,3;24,4;24,3;90;22,5;0;NNE;0;0,4;NNE;24,3;26,2;26,2;25,4;1010,7;0;0;0;0;0;0;0;0;0;0,248;26,9;77;22,6;29,4;14,94;11.422;0;1376;1;100;60
Octubre;24;24/10/2018;0:00:00;23,9;24,3;23,9;91;22,3;0;NNE;0;0,4;NNE;23,9;25,8;25,8;25,1;1010,6;0;0;0;0;0;0;0;0;0;0,231;26,7;77;22,4;28,9;14,95;11.433;0;1375;1;100;60
Octubre;24;24/10/2018;1:00:00;23,6;23,9;23,6;90;21,8;0;NNE;0;0,4;NNE;23,6;25,1;25,1;24,3;1009,9;0;0;0;0;0;0;0;0;0;0,218;26,4;77;22;28,4;14,95;11.443;0;1373;1;100;60
Octubre;24;24/10/2018;2:00:00;23,4;23,6;23,4;91;21,9;0;NNE;0;0,9;NNE;23,4;24,9;24,9;24,2;1009,2;0;0;0;0;0;0;0;0;0;0,213;26,2;78;22;28,1;15,25;11.445;0;1371;1;100;60
Octubre;24;24/10/2018;3:00:00;23,3;23,6;23,3;90;21,6;0;NNE;0;0,4;NNE;23,3;24,7;24,7;23,8;1009,5;0;0;0;0;0;0;0;0;0;0,208;26;78;21,9;27,9;15,25;11.457;0;1380;1;100;60
Octubre;24;24/10/2018;4:00:00;23;23,3;22,9;90;21,3;0;ENE;0;0,9;E;23;24,4;24,4;23,6;1009,3;0;0;0;0;0;0;0;0;0;0,194;25,9;78;21,8;27,7;15,25;11.461;0;1374;1;100;60
Octubre;24;24/10/2018;5:00:00;23,6;23,8;23;90;21,9;0;E;0;1,8;SSE;23,6;25,2;25,2;24,4;1010;0;0;0;0;0;0;0;0;0;0,22;25,7;79;21,8;27,5;15,59;11.478;0;1382;1;100;60
Octubre;24;24/10/2018;6:00:00;22,7;23,7;22,7;90;20,9;0;E;0;0,9;SE;22,7;24;24;23,2;1010,8;0;0;1;0,09;11;0;0;0;0;0,181;25,6;79;21,6;27,3;15,59;11.493;0;1385;1;100;60
Octubre;24;24/10/2018;7:00:00;23,7;23,7;22,7;88;21,6;0;E;0;0,4;E;23,7;25,4;25,4;26;1011,1;0;0;43;3,7;74;0;0;0,5;0;0,225;25,4;79;21,5;27,2;15,59;11.503;0,03;1398;1;100;60
Octubre;24;24/10/2018;8:00:00;26,1;26,1;23,7;82;22,7;0;E;0;0,9;E;26,1;28,3;28,3;29,9;1011,3;0;0;104;8,95;197;1;0,43;1,6;0;0,322;25,7;79;21,8;27,5;15,59;11.493;0,08;1394;1;100;60
Octubre;24;24/10/2018;9:00:00;28;28;26,1;76;23,4;0;NNE;0;1,8;SE;28;31,6;31,6;34,5;1011,4;0,2;0;218;18,75;605;2,6;1,11;4,7;0;0,403;26,3;78;22,1;28,3;15,25;11.463;0,15;1362;1;99,6;60
Octubre;24;24/10/2018;10:00:00;29,9;30;27,7;67;23,1;0,4;NNE;1,61;1,3;NNE;29,9;34,4;34,4;40,7;1010,9;0;0;603;51,86;823;6,2;2,66;8,4;0;0,484;27,3;77;22,9;30,1;14,93;11.405;0,41;1398;1;100;60
Octubre;24;24/10/2018;11:00:00;31,3;31,7;29,9;68;24,7;0,4;S;1,61;2,2;SSE;31,3;37,3;37,3;44,2;1010,3;0;0;864;74,31;951;9,7;4,16;11;0;0,539;27,9;68;21,5;30,2;12,3;11.399;0,58;1398;1;100;60
Octubre;24;24/10/2018;12:00:00;33,2;33,2;31,3;60;24,4;0,4;NNE;1,61;1,8;NNE;33,2;40,2;40,2;47,3;1009,5;0;0;815;70,1;1071;10,2;4,37;11,9;0;0,62;26;51;15,1;26,1;9,35;11.562;0,53;1402;1;100;60
Octubre;24;24/10/2018;13:00:00;32,6;33,3;31,9;63;24,6;0,4;NW;1,61;2,7;NW;32,6;39,7;39,7;45,1;1008,5;0;0;478;41,11;1120;6,9;2,96;11,7;0;0,595;25,3;49;13,8;25,2;9;11.592;0,36;1382;1;100;60
Octubre;24;24/10/2018;14:00:00;30,8;32,7;30,8;72;25,1;0,4;NNE;1,61;4;N;30,8;37,2;37,2;40,3;1007,6;0;0;255;21,93;937;3,9;1,67;7,8;0;0,519;25,3;51;14,4;25,3;9,35;11.577;0,2;1383;1;100;60
Octubre;24;24/10/2018;15:00:00;29,2;30,8;29,2;75;24,3;0,4;NNE;1,61;3,1;N;29,2;34,3;34,3;35,7;1007,1;0;0;116;9,98;223;2;0,86;3,1;0;0,454;24,7;51;13,9;24,7;9,35;11.599;0,1;1386;1;100;60
Octubre;24;24/10/2018;16:00:00;30,7;30,7;29,2;71;24,8;0,4;NNE;1,61;3,6;N;30,7;36,8;36,8;39,3;1006,7;0;0;155;13,33;392;1,3;0,56;2,2;0;0,514;25,9;56;16,4;26,3;10,11;11.517;0,13;1385;1;100;60
Octubre;24;24/10/2018;17:00:00;28,7;30,9;28,7;77;24,2;0;WNW;0;2,2;S;28,7;33,5;33,5;35,6;1006,8;0;0;101;8,69;193;0,2;0,09;0,7;0;0,431;27,2;61;19;28,2;10,95;11.431;0,08;1380;1;100;60
Octubre;24;24/10/2018;18:00:00;27,2;28,7;27,2;85;24,5;0;SSE;0;0,4;SSE;27,2;31;31;30,4;1007,6;0;0;6;0,52;21;0;0;0;0;0,37;27,8;63;20,1;29,4;11,31;11.395;0;1375;1;100;60
Octubre;24;24/10/2018;19:00:00;27,1;27,2;27;85;24,4;0;WNW;0;0,9;WNW;27,1;30,8;30,8;30,1;1008,1;0;0;0;0;0;0;0;0;0;0,366;27,8;66;20,9;29,8;11,91;11.389;0,03;1375;1;100;60
Octubre;24;24/10/2018;20:00:00;26,4;27,1;26,4;86;23,9;0;WNW;0;0,4;WNW;26,4;29,4;29,4;28,6;1009,5;0;0;0;0;0;0;0;0;0;0,336;27,6;67;20,9;29,5;12,12;11.413;0,03;1365;1;99,8;60
Octubre;24;24/10/2018;21:00:00;25,9;26,4;25,9;87;23,6;0;WNW;0;0,4;WNW;25,9;28,7;28,7;27,9;1010,7;0;0;0;0;0;0;0;0;0;0,317;27,4;69;21,2;29,3;12,5;11.430;0,03;1372;1;100;60
Octubre;24;24/10/2018;22:00:00;25,6;25,9;25,6;88;23,5;0;WNW;0;0,4;WNW;25,6;28,2;28,2;27,4;1010,4;0;0;0;0;0;0;0;0;0;0,303;27,1;70;21,1;28,8;12,81;11.441;0,03;1380;1;100;60
Octubre;24;24/10/2018;23:00:00;25,1;25,7;25,1;89;23,2;0;WNW;0;0,4;WNW;25,1;27,4;27,4;26,6;1010;0;0;0;0;0;0;0;0;0;0,282;26,8;71;21,1;28,6;13,04;11.445;0;1391;1;100;60
Octubre;25;25/10/2018;0:00:00;25,3;25,3;25,1;90;23,6;0;WNW;0;0,4;WNW;25,3;27,8;27,8;27,1;1009,9;0;0;0;0;0;0;0;0;0;0,292;26,6;72;21,1;28,3;13,26;11.451;0;1398;1;100;60
Octubre;25;25/10/2018;1:00:00;25,1;25,4;25,1;90;23,3;0;---;0;0;---;25,1;27,3;27,3;26,6;1009,5;0;0;0;0;0;0;0;0;0;0,28;26,5;73;21,3;28,2;13,66;11.448;0;1386;1;100;60
Octubre;25;25/10/2018;2:00:00;25,1;25,1;24,8;89;23,1;0;WNW;0;0,4;WNW;25,1;27,3;27,3;26,5;1008,7;0;0;0;0;0;0;0;0;0;0,28;26,3;73;21,1;27,9;13,66;11.452;0;1392;1;100;60
Octubre;25;25/10/2018;3:00:00;24,7;25,1;24,7;90;23;0;---;0;0;---;24,7;26,8;26,8;26,1;1008,4;0;0;0;0;0;0;0;0;0;0,266;26,2;74;21,2;27,8;13,97;11.451;0;1390;1;100;60
Octubre;25;25/10/2018;4:00:00;24,7;24,8;24,7;90;23;0;---;0;0;---;24,7;26,8;26,8;26,1;1008,1;0;0;0;0;0;0;0;0;0;0,266;26,1;75;21,3;27,8;14,35;11.446;0;1396;1;100;60
Octubre;25;25/10/2018;5:00:00;24,3;24,8;24,3;91;22,7;0;WNW;0;0,4;WNW;24,3;26,3;26,3;25,4;1008,5;0;0;0;0;0;0;0;0;0;0,248;26;75;21,2;27,6;14,35;11.457;0;1373;1;100;60
Octubre;25;25/10/2018;6:00:00;24,3;24,3;24,1;91;22,7;0;WNW;0;0,4;WNW;24,3;26,3;26,3;25,4;1009,1;0;0;0;0;7;0;0;0;0;0,248;25,8;76;21,2;27,4;14,65;11.473;0;1394;1;100;60
Octubre;25;25/10/2018;7:00:00;24,8;24,8;24,2;91;23,2;0;WNW;0;0,4;WNW;24,8;26,9;26,9;27,1;1009,5;0;0;24;2,06;44;0;0;0;0;0,269;25,8;76;21,2;27,4;14,65;11.478;0,03;1380;1;100;60
Octubre;25;25/10/2018;8:00:00;26,4;26,4;24,8;84;23,5;0;NE;0;1,3;NE;26,4;29,1;29,1;30,2;1010,4;0;0;76;6,54;181;0,9;0,39;1,6;0;0,336;26;77;21,7;27,8;14,95;11.472;0,05;1373;1;100;60
Octubre;25;25/10/2018;9:00:00;28,8;28,8;26,4;75;23,9;0,4;NNE;1,61;1,8;NNE;28,8;33,4;33,4;36,4;1010,9;0;0;214;18,41;670;2,8;1,2;4,9;0;0,435;26,9;76;22,4;29,3;14,64;11.428;0,15;1363;1;99,6;60
Octubre;25;25/10/2018;10:00:00;31,1;31,6;28,8;70;24,9;0,4;SSE;1,61;1,8;N;31,1;37,2;37,2;44;1010,5;0;0;738;63,48;860;6,2;2,66;7,7;0;0,53;24,7;53;14,5;24,8;9,65;11.632;0,48;1390;1;100;60
Octubre;25;25/10/2018;11:00:00;31,6;31,8;31,1;71;25,7;0,4;NW;1,61;2,2;S;31,6;39,2;39,2;45,7;1010;0;0;623;53,58;796;6,8;2,91;8,2;0;0,553;24,6;52;14,1;24,7;9,52;11.634;0,41;1386;1;100;60
Octubre;25;25/10/2018;12:00:00;32,2;32,5;31,5;64;24,5;0,4;WNW;1,61;1,8;S;32,2;39;39;45,7;1008,7;0;0;659;56,68;810;7,7;3,3;9,5;0;0,579;29,7;77;25,2;35,7;14,83;11.242;0,43;1393;1;100;60
Octubre;25;25/10/2018;13:00:00;32,8;33,1;32,1;72;27,1;0,4;NNE;1,61;2,2;NNE;32,8;43,9;43,9;51,1;1007,6;0;0;747;64,25;1027;8,3;3,56;10,9;0;0,604;30,4;66;23,4;35,3;11,78;11.239;0,51;1398;1;100;60
Octubre;25;25/10/2018;14:00:00;29,1;32,9;29,1;76;24,4;0,4;N;1,61;3,6;NNE;29,1;34,2;34,2;36,7;1007,1;0;0;218;18,75;744;2,7;1,16;7,4;0;0,447;26,8;50;15,5;26,9;9,14;11.496;0,18;1400;1;100;60
Octubre;25;25/10/2018;15:00:00;27,9;29,1;26,6;86;25,3;0,9;NNE;3,22;3,1;NNW;27,9;32,9;32,9;35,6;1006,4;3,8;58,2;203;17,46;649;1,5;0,64;2,7;0;0,398;27,2;57;17,9;27,8;10,17;11.443;0,15;1390;1;100;60
Octubre;25;25/10/2018;16:00:00;30,1;30,7;27,9;77;25,6;0,4;NNE;1,61;3,1;NNE;30,1;36,8;36,8;43,1;1006,1;0;0;430;36,98;645;1,8;0,77;2,7;0;0,491;27,9;63;20,2;29,6;11,3;11.373;0,3;1378;1;100;60
Octubre;25;25/10/2018;17:00:00;29,1;30,1;29,1;78;24,9;0;WNW;0;1,8;W;29,1;34,7;34,7;36,4;1006,2;0;0;86;7,4;139;0,2;0,09;0,9;0;0,449;27,5;61;19,3;28,7;10,95;11.406;0,08;1381;1;100;60
Octubre;25;25/10/2018;18:00:00;27,2;29,1;27,2;87;24,9;0;NW;0;0,9;NW;27,2;31,3;31,3;30,8;1006,6;0;0;10;0,86;39;0;0;0;0;0,37;28,2;64;20,7;30,1;11,5;11.362;0;1390;1;100;60
Octubre;25;25/10/2018;19:00:00;26,9;27,2;26,8;89;24,9;0;---;0;0;---;26,9;30,8;30,8;30,2;1007,7;0;0;0;0;0;0;0;0;0;0,356;28,1;67;21,4;30,3;12,1;11.368;0;1398;1;100;60
Octubre;25;25/10/2018;20:00:00;26,8;26,9;26,7;89;24,8;0;---;0;0;---;26,8;30,6;30,6;29,9;1008,5;0;0;0;0;0;0;0;0;0;0,352;27,8;69;21,6;30,2;12,47;11.380;0;1387;1;100;60
