Mes;Dia;Fecha;Hora;Temp externa (°C);Max temp (°C);Min Temp (°C);HR% Ext;Punto Rocio;Velocidad Viento (m/s);Direccion Viento;Wind Run;Hi Speed;Hi Dir;Wind Chill;Heat Index;THW Index;THSW Index;Presion Bar (milibar);LLUVIA (mm);tasa lluvia;Radiacion Solar (W/m2);Energía Solar (langleys);Hi Solar Rad;UV Index;UV Dose;Hi UV;Heat D-D;Cool D-D;Temp  interior;HR% int;Punto Rocio int;Heat index int;EMC;In Air Density;ET (mm);Wind Samp;Wind TX;ISS Recept;Arc Int
Enero;1;1/01/2018;0:00:00;23,8;24,3;23,7;55;14,2;0;---;0;0;---;23,8;24;24;22,9;1011,1;0;0;0;0;0;0;0;0;0;0,227;26,8;74;21,8;28,9;13,94;11.445;0,05;1238;5;99,5;60
Enero;1;1/01/2018;1:00:00;24,1;24,2;23,7;59;15,5;0;---;0;0;---;24,1;24,5;24,5;23,4;1010,5;0;0;0;0;0;0;0;0;0;0,238;26,6;74;21,6;28,5;13,95;11.450;0,05;1204;5;96,8;60
Enero;1;1/01/2018;2:00:00;23,3;24,1;23,3;52;12,9;0;---;0;0;---;23,3;23,2;23,2;22,1;1010;0;0;0;0;0;0;0;0;0;0,206;26,4;74;21,4;28,1;13,96;11.457;0,05;1240;5;99,7;60
Enero;1;1/01/2018;3:00:00;23,4;23,4;23,2;49;12,1;0;---;0;0;---;23,4;23,2;23,2;22;1010,3;0;0;0;0;0;0;0;0;0;0,211;26,2;75;21,4;27,9;14,35;11.468;0,05;1244;5;100;60
Enero;1;1/01/2018;4:00:00;23,2;23,4;23,2;49;11,9;0;---;0;0;---;23,2;23;23;21,8;1010,3;0;0;0;0;0;0;0;0;0;0,204;26;75;21,2;27,6;14,35;11.479;0,05;1236;5;99,4;60
Enero;1;1/01/2018;5:00:00;22,8;23,2;22,8;49;11,5;0;---;0;0;---;22,8;22,4;22,4;21,2;1011,2;0;0;0;0;0;0;0;0;0;0,185;25,9;75;21,1;27,4;14,35;11.495;0,05;1250;5;100;60
Enero;1;1/01/2018;6:00:00;22,8;22,8;22,6;49;11,5;0;---;0;0;---;22,8;22,4;22,4;21,4;1011,7;0;0;14;1,2;65;0;0;0;0;0,185;25,6;76;21;27,1;14,65;11.516;0,03;1242;5;99,8;60
Enero;1;1/01/2018;7:00:00;25,2;25,2;22,8;64;17,9;0;---;0;0;---;25,2;25,8;25,8;26,5;1012,7;0;0;60;5,16;114;0,1;0,04;0,7;0;0,285;25,6;76;21;27,1;14,65;11.527;0,05;1260;5;100;60
Enero;1;1/01/2018;8:00:00;27,8;27,8;25,2;74;22,8;0;ENE;0;0,4;ENE;27,8;30,8;30,8;34;1012,9;0;0;213;18,32;434;1,8;0,77;2,9;0;0,396;26,1;75;21,3;27,8;14,35;11.502;0,15;1262;5;100;60
Enero;1;1/01/2018;9:00:00;29,9;30,1;27,8;70;23,8;0;WNW;0;2,7;NNW;29,9;34,9;34,9;41,2;1012,9;0;0;557;47,91;631;4,5;1,93;5,8;0;0,481;26,9;74;21,9;29,1;13,94;11.459;0,36;1271;5;100;60
Enero;1;1/01/2018;10:00:00;31,5;31,5;29,9;64;23,9;0,4;WSW;1,61;2,2;NNW;31,5;36,8;36,8;43,6;1012,3;0;0;681;58,57;795;6,9;2,96;8,2;0;0,549;28,2;73;22,9;31,5;13,6;11.388;0,46;1255;5;100;60
Enero;1;1/01/2018;11:00:00;31,4;31,7;30,6;66;24,3;0,4;WSW;1,61;2,7;NW;31,4;37,2;37,2;43,7;1011,2;0;0;620;53,33;921;7,1;3,04;9;0;0,546;29,3;71;23,5;33,7;12,86;11.322;0,41;1243;5;99,9;60
Enero;1;1/01/2018;12:00:00;32,2;32,7;30,9;65;24,8;0,4;W;1,61;2,7;NNW;32,2;39,2;39,2;44,9;1010,3;0;0;505;43,44;969;6,9;2,96;9,2;0;0,576;30,2;70;24,1;35,7;12,55;11.262;0,38;1271;5;100;60
Enero;1;1/01/2018;13:00:00;32,1;32,6;31,3;64;24,4;0,9;WSW;3,22;3,1;NNW;32,1;38,7;38,7;44,6;1009,2;0;0;496;42,66;1002;5,9;2,53;7,6;0;0,574;30,8;69;24,5;36,6;12,35;11.221;0,38;1248;5;100;60
Enero;1;1/01/2018;14:00:00;30,1;32,2;30,1;73;24,7;0;WNW;0;2,7;NNW;30,1;35,9;35,9;38,6;1008,5;0;0;183;15,74;332;2,1;0,9;4;0;0,488;30,9;69;24,6;36,7;12,35;11.205;0,13;1262;5;100;60
Enero;1;1/01/2018;15:00:00;30,1;30,1;29,6;72;24,5;0;WNW;0;0,9;WNW;30,1;35,8;35,8;39,3;1008;0;0;179;15,4;230;1,4;0,6;1,7;0;0,491;30,4;70;24,4;36,2;12,55;11.223;0,13;1272;5;100;60
Enero;1;1/01/2018;16:00:00;28,7;30,1;28,7;73;23,3;0;WNW;0;1,3;WSW;28,7;32,8;32,8;32,6;1008,1;0;0;50;4,3;88;0,1;0,04;0,9;0;0,431;29,9;71;24,1;35,1;12,85;11.252;0,05;1274;5;100;60
Enero;1;1/01/2018;17:00:00;27,3;28,7;27,3;68;20,9;0;---;0;0;---;27,3;29,1;29,1;28,3;1009,2;0;0;7;0,6;21;0;0;0;0;0,375;29,4;72;23,9;34,2;13,25;11.285;0;1250;5;100;60
Enero;1;1/01/2018;18:00:00;27,1;27,3;27,1;65;19,9;0;---;0;0;---;27,1;28,3;28,3;27,3;1009,5;0,2;0;0;0;0;0;0;0;0;0,363;28,9;72;23,4;33,2;13,25;11.316;0,03;1272;5;100;60
Enero;1;1/01/2018;19:00:00;25,8;27,1;25,8;58;16,9;0;---;0;0;---;25,8;26,3;26,3;25,2;1010,3;0,6;5,6;0;0;0;0;0;0;0;0,313;28,5;73;23,2;32,3;13,58;11.346;0,05;1205;5;96,9;60
Enero;1;1/01/2018;20:00:00;25,9;25,9;25,7;60;17,5;0;---;0;0;---;25,9;26,4;26,4;25,3;1011,3;0;0;0;0;0;0;0;0;0;0,315;28,1;74;23;31,4;13,9;11.379;0,05;1239;5;99,6;60
Enero;1;1/01/2018;21:00:00;24,8;25,8;24,8;51;14;0;N;0;1,8;N;24,8;24,8;24,8;23,5;1011,9;4,8;18,2;0;0;0;0;0;0;0;0,271;27,7;74;22,7;30,6;13,91;11.405;0,05;1253;5;100;60
Enero;1;1/01/2018;22:00:00;24,5;24,8;24,4;47;12,4;0;NNE;0;0,4;NNE;24,5;24,3;24,3;23;1010,9;4,6;50,4;0;0;0;0;0;0;0;0,257;27,4;75;22,6;30;14,32;11.407;0,05;1215;5;97,7;60
Enero;1;1/01/2018;23:00:00;24,2;24,5;24,2;48;12,5;0;NNE;0;0,9;NNE;24,2;24,2;24,2;22,8;1011;0;0;0;0;0;0;0;0;0;0,245;27,1;75;22,2;29,4;14,34;11.428;0,05;1220;5;98,1;60
Enero;2;2/01/2018;0:00:00;24;24,3;24;48;12,3;0;---;0;0;---;24;23,9;23,9;22,6;1010;0;0;0;0;0;0;0;0;0;0,236;26,8;76;22,2;29,1;14,64;11.424;0,05;1216;5;97,7;60
Enero;2;2/01/2018;1:00:00;23,8;24;23,8;49;12,5;0;---;0;0;---;23,8;23,8;23,8;22,5;1009,8;0;0;0;0;0;0;0;0;0;0,229;26,5;76;21,9;28,5;14,65;11.440;0,05;1220;5;98,1;60
Enero;2;2/01/2018;2:00:00;23,7;23,8;23,7;49;12,4;0;---;0;0;---;23,7;23,7;23,7;22,3;1009,2;0;0;0;0;0;0;0;0;0;0,225;26,3;76;21,7;28,1;14,65;11.446;0,05;1211;5;97,3;60
Enero;2;2/01/2018;3:00:00;23,6;23,8;23,5;50;12,5;0;---;0;0;---;23,6;23,5;23,5;22,2;1009,1;0,2;0;0;0;0;0;0;0;0;0,218;26,2;77;21,8;28,1;14,95;11.447;0,05;1228;5;98,7;60
Enero;2;2/01/2018;4:00:00;23,5;23,6;23,4;51;12,8;0;---;0;0;---;23,5;23,4;23,4;22,1;1009,7;0;0;0;0;0;0;0;0;0;0,215;26;77;21,7;27,8;14,95;11.463;0,05;1241;5;99,8;60
Enero;2;2/01/2018;5:00:00;23,6;23,6;23,4;51;12,8;0;---;0;0;---;23,6;23,6;23,6;22,2;1009,7;0;0;0;0;0;0;0;0;0;0,218;25,9;77;21,5;27,7;14,95;11.470;0,05;1248;5;100;60
Enero;2;2/01/2018;6:00:00;23,8;23,8;23,4;52;13,4;0;---;0;0;---;23,8;23,9;23,9;22,9;1010,7;0;0;21;1,81;76;0;0;0;0;0,229;25,8;77;21,4;27,5;14,95;11.487;0,03;1245;5;100;60
Enero;2;2/01/2018;7:00:00;24,7;24,7;23,8;49;13,2;0;---;0;0;---;24,7;24,6;24,6;25,4;1011,8;0;0;76;6,54;134;0,2;0,09;0,9;0;0,264;25,9;78;21,8;27,7;15,25;11.490;0,05;1225;5;98,5;60
Enero;2;2/01/2018;8:00:00;26,9;26,9;24,7;67;20,3;0;---;0;0;---;26,9;28,4;28,4;31,9;1012,4;0;0;246;21,16;450;1,9;0,81;3;0;0,359;23;46;10,8;22,6;8,58;11.763;0,15;1179;5;94,8;60
Enero;2;2/01/2018;9:00:00;27,8;27,8;26,9;73;22,5;0;---;0;0;---;27,8;30,6;30,6;34,5;1012,2;0;0;314;27,01;598;3,4;1,46;5,6;0;0,394;24,6;56;15,2;24,8;10,2;11.649;0,2;1214;5;97,6;60
Enero;2;2/01/2018;10:00:00;29,4;29,9;27,8;73;24;0;WSW;0;2,2;WSW;29,4;34,3;34,3;40,5;1011,8;0;0;575;49,46;884;6,5;2,79;8,6;0;0,461;25,1;42;11,2;24,7;7,91;11.670;0,38;1207;5;97;60
Enero;2;2/01/2018;11:00:00;30,7;30,8;29,4;65;23,4;0,4;WNW;1,61;1,8;WSW;30,7;35,6;35,6;41,1;1010,9;0;0;495;42,58;867;7,8;3,34;11,2;0;0,516;24,7;39;9,8;24,2;7,52;11.687;0,38;1233;5;99,1;60
Enero;2;2/01/2018;12:00:00;31,7;31,8;30,4;65;24,3;0,4;NNE;1,61;2,2;NNE;31,7;37,7;37,7;44;1009,6;0;0;586;50,4;1063;7,5;3,21;10,7;0;0,558;24,6;37;8,9;24;7,23;11.686;0,41;1244;5;100;60
Enero;2;2/01/2018;13:00:00;30,8;32;30,6;69;24,4;0,4;WNW;1,61;1,8;NW;30,8;36,5;36,5;40,9;1008,4;0;0;342;29,42;779;5;2,14;8,9;0;0,519;25,3;37;9,6;24,7;7,2;11.636;0,25;1206;5;96,9;60
Enero;2;2/01/2018;14:00:00;31,3;31,3;30,7;68;24,7;0,4;NW;1,61;3,1;NNW;31,3;37,4;37,4;43,6;1007,4;0;0;451;38,79;566;4,1;1,76;5,3;0;0,542;24,7;35;8,2;24,1;6,92;11.660;0,3;1237;5;99,4;60
Enero;2;2/01/2018;15:00:00;30,5;31,3;30,5;67;23,7;0,9;NW;3,22;3,1;NNW;30,5;35,6;35,6;39,6;1006,9;0;0;215;18,49;424;2,5;1,07;3,5;0;0,507;28,2;51;17,1;28,8;9,3;11.423;0,18;1221;5;98,2;60
Enero;2;2/01/2018;16:00:00;28,5;30,5;28,5;73;23,2;0,4;NW;1,61;2,7;NNW;28,5;32,3;32,3;32,3;1007,4;0;0;64;5,5;125;0,6;0,26;1,5;0;0,424;28,7;57;19,4;30,3;10,22;11.372;0,05;1247;5;100;60
Enero;2;2/01/2018;17:00:00;26,9;28,5;26,9;72;21,4;0;WSW;0;1,3;WSW;26,9;28,8;28,8;27,9;1008,2;0;0;9;0,77;23;0;0;0;0;0,356;28,3;60;19,8;29,8;10,75;11.392;0,03;1270;5;100;60
Enero;2;2/01/2018;18:00:00;26,2;26,9;26,1;60;17,8;0;---;0;0;---;26,2;26,8;26,8;25,7;1009,1;0;0;0;0;0;0;0;0;0;0,326;27,8;62;19,9;29,3;11,11;11.418;0,03;1273;5;100;60
Enero;2;2/01/2018;19:00:00;25,9;26,2;25,9;63;18,4;0;---;0;0;---;25,9;26,7;26,7;25,6;1009,6;0;0;0;0;0;0;0;0;0;0,317;27,4;64;20;28,8;11,52;11.438;0,05;1267;5;100;60
Enero;2;2/01/2018;20:00:00;25,7;26;25,7;54;15,7;0;---;0;0;---;25,7;25,9;25,9;24,7;1011;0;0;0;0;0;0;0;0;0;0,308;27,1;66;20,2;28,4;11,94;11.464;0,05;1272;5;100;60
Enero;2;2/01/2018;21:00:00;25,6;25,8;25,6;65;18,5;0;---;0;0;---;25,6;26,4;26,4;25,3;1011,8;0,2;0;0;0;0;0;0;0;0;0,303;26,7;67;20,1;28;12,15;11.487;0,05;1257;5;100;60
Enero;2;2/01/2018;22:00:00;24,7;25,6;24,7;50;13,6;0;---;0;0;---;24,7;24,7;24,7;23,3;1011,5;1,8;3;0;0;0;0;0;0;0;0,266;26,5;68;20,1;27,8;12,36;11.492;0,05;1263;5;100;60
Enero;2;2/01/2018;23:00:00;24,3;24,7;24,3;46;12;0;---;0;0;---;24,3;24,2;24,2;22,8;1010,6;1,2;2;0;0;0;0;0;0;0;0,25;26,2;69;20;27,4;12,59;11.496;0,05;1271;5;100;60
Enero;3;3/01/2018;0:00:00;24,1;24,3;24;46;11,7;0;---;0;0;---;24,1;23,9;23,9;22,6;1010,1;0;0;0;0;0;0;0;0;0;0,238;26;70;20,1;27,2;12,87;11.495;0,05;1264;5;100;60
Enero;3;3/01/2018;1:00:00;23,7;24,1;23,7;47;11,7;0;---;0;0;---;23,7;23,6;23,6;22,2;1008,9;0;0;0;0;0;0;0;0;0;0,225;25,8;71;20,1;27;13,11;11.490;0,05;1266;5;100;60
Enero;3;3/01/2018;2:00:00;23,6;23,7;23,6;49;12,3;0;---;0;0;---;23,6;23,5;23,5;22,1;1008,5;0;0;0;0;0;0;0;0;0;0,22;25,6;72;20,1;26,8;13,37;11.494;0,05;1251;5;100;60
Enero;3;3/01/2018;3:00:00;23,3;23,6;23,2;50;12,3;0;---;0;0;---;23,3;23,1;23,1;21,7;1009,1;0;0;0;0;0;0;0;0;0;0,206;25,3;73;20,1;26,6;13,7;11.508;0,05;1275;5;100;60
Enero;3;3/01/2018;4:00:00;23,1;23,3;23,1;51;12,4;0;---;0;0;---;23,1;22,9;22,9;21,6;1008,9;0;0;0;0;0;0;0;0;0;0,199;25,2;73;20;26,4;13,7;11.516;0,05;1269;5;100;60
Enero;3;3/01/2018;5:00:00;22,8;23,1;22,8;52;12,5;0;---;0;0;---;22,8;22,7;22,7;21,3;1009,1;0;0;0;0;0;0;0;0;0;0,187;25,1;74;20,1;26,4;14,01;11.521;0,05;1274;5;100;60
Enero;3;3/01/2018;6:00:00;23,1;23,1;22,7;53;13;0;---;0;0;---;23,1;23;23;21,9;1009,8;0;0;24;2,06;60;0;0;0;0;0,197;24,9;74;20;26,3;14,01;11.534;0,03;1270;5;100;60
Enero;3;3/01/2018;7:00:00;23,8;23,8;23,1;55;14,2;0;S;0;0,9;WNW;23,8;24,1;24,1;25,3;1010,2;0,2;0;89;7,65;139;0,3;0,13;0,8;0;0,229;25,2;75;20,4;26,6;14,35;11.524;0,08;1245;5;100;60
Enero;3;3/01/2018;8:00:00;27;27;23,9;74;22;0;---;0;0;---;27;29,2;29,2;32,2;1010,6;0;0;205;17,63;471;1,7;0,73;3,5;0;0,361;26,1;75;21,3;27,8;14,35;11.475;0,13;1227;5;98,6;60
Enero;3;3/01/2018;9:00:00;29,7;29,7;27;69;23,4;0;SE;0;1,3;SW;29,7;34,3;34,3;40,7;1010,5;0;0;581;49,97;661;5,1;2,19;6,5;0;0,475;24,6;48;12,8;24,4;8,93;11.658;0,38;1201;5;96,5;60
Enero;3;3/01/2018;10:00:00;30,2;30,4;29,8;67;23,4;0,4;WSW;1,61;2,2;W;30,2;35;35;41,6;1010,3;0;0;659;56,68;853;7,5;3,21;8,7;0;0,495;24,3;41;10,2;23,9;7,75;11.691;0,43;1220;5;98,1;60
Enero;3;3/01/2018;11:00:00;31;31,6;30,2;66;23,9;0,4;W;1,61;2,7;SW;31;36,1;36,1;42,8;1009,7;0;0;692;59,52;1035;8,5;3,64;10,5;0;0,528;24,7;40;10,2;24,2;7,62;11.669;0,48;1224;5;98,4;60
Enero;3;3/01/2018;12:00:00;31,1;31,8;30,8;68;24,5;0,9;WSW;3,22;4;WSW;31,1;36,7;36,7;42,6;1009,1;0;0;527;45,33;995;7,3;3,13;9,8;0;0,53;27,9;49;16,2;28,3;8,9;11.469;0,38;1268;5;100;60
Enero;3;3/01/2018;13:00:00;30,9;31,3;30,8;68;24,3;0,9;NW;3,22;3,1;SW;30,9;36,4;36,4;41,9;1008,5;0;0;445;38,27;633;5,6;2,4;7,4;0;0,523;26,8;39;11,7;26,2;7,44;11.558;0,33;1238;5;99,5;60
Enero;3;3/01/2018;14:00:00;30;31,3;30;71;24,2;0,4;NW;1,61;4;N;30;35,3;35,3;40,2;1008;0;0;325;27,95;647;3,7;1,59;6,1;0;0,486;25,9;37;10,1;25,3;7,18;11.605;0,23;1239;5;99,6;60
Enero;3;3/01/2018;15:00:00;28,4;30;28,4;70;22,4;0;NW;0;1,8;NW;28,4;31,4;31,4;32,9;1007,6;0,2;0;89;7,65;135;1;0,43;1,9;0;0,419;25,2;36;9;24,6;7;11.639;0,08;1249;5;100;60
Enero;3;3/01/2018;16:00:00;27,6;28,4;27,5;65;20,4;0;NW;0;0,4;NW;27,6;29,2;29,2;29,3;1007,6;0,2;0;80;6,88;91;0,3;0,13;0,6;0;0,384;25,9;42;12;25,6;7,88;11.581;0,05;1247;5;100;60
Enero;3;3/01/2018;17:00:00;26,5;27,6;26,5;60;18,1;0;NW;0;0,9;NW;26,5;27,2;27,2;26,4;1008,2;0;0;17;1,46;60;0;0;0;0;0,34;26,6;49;15;26,6;8,95;11.525;0,03;1233;5;99,1;60
Enero;3;3/01/2018;18:00:00;25,4;26,5;25,4;47;13,3;0;---;0;0;---;25,4;25,2;25,2;24,1;1008,8;0;0;0;0;0;0;0;0;0;0,294;26,5;55;16,7;26,9;9,86;11.513;0,05;1248;5;100;60
Enero;3;3/01/2018;19:00:00;25,5;25,5;25,3;44;12,3;0;---;0;0;---;25,5;25,2;25,2;24;1009,9;0;0;0;0;0;0;0;0;0;0,299;26,3;59;17,6;26,9;10,58;11.521;0,05;1244;5;100;60
Enero;3;3/01/2018;20:00:00;25,2;25,5;25,2;44;12;0;---;0;0;---;25,2;24,9;24,9;23,7;1010,6;0;0;0;0;0;0;0;0;0;0,285;26;63;18,4;26,8;11,37;11.529;0,05;1240;5;99,7;60
Enero;3;3/01/2018;21:00:00;24,6;25,2;24,6;44;11,5;0;---;0;0;---;24,6;24,3;24,3;23,1;1011,3;0;0;0;0;0;0;0;0;0;0,262;25,8;65;18,7;26,6;11,78;11.541;0,05;1224;5;98,4;60
Enero;3;3/01/2018;22:00:00;24,7;24,8;24,6;44;11,6;0;---;0;0;---;24,7;24,4;24,4;23,2;1011,7;0;0;0;0;0;0;0;0;0;0,266;25,6;67;19;26,4;12,19;11.550;0,05;1231;5;99;60
Enero;3;3/01/2018;23:00:00;24,4;24,7;24,4;46;12,1;0;---;0;0;---;24,4;24,3;24,3;23,1;1011,7;0;0;0;0;0;0;0;0;0;0,255;25,4;67;18,9;26,3;12,19;11.555;0,05;1226;5;98,6;60
Enero;4;4/01/2018;0:00:00;24,1;24,5;24,1;47;12,1;0;---;0;0;---;24,1;24;24;22,8;1011;0;0;0;0;0;0;0;0;0;0,241;25,3;68;19;26,3;12,45;11.549;0,05;1219;5;98;60
Enero;4;4/01/2018;1:00:00;23,9;24,1;23,9;47;11,9;0;---;0;0;---;23,9;23,8;23,8;22,6;1010,1;0;0;0;0;0;0;0;0;0;0,231;25,2;69;19,1;26,2;12,66;11.544;0,05;1219;5;98;60
Enero;4;4/01/2018;2:00:00;23,4;23,9;23,4;44;10,4;0;---;0;0;---;23,4;23,1;23,1;21,8;1009,6;0;0;0;0;0;0;0;0;0;0,211;25,1;70;19,2;26,1;12,91;11.541;0,05;1214;5;97,6;60
Enero;4;4/01/2018;3:00:00;23,2;23,4;23,2;44;10,3;0;---;0;0;---;23,2;22,8;22,8;21,6;1009,3;0;0;0;0;0;0;0;0;0;0,204;24,8;71;19,2;25,9;13,18;11.546;0,05;1197;5;96,2;60
Enero;4;4/01/2018;4:00:00;22,8;23,2;22,8;45;10,3;0;---;0;0;---;22,8;22,3;22,3;21,1;1009,8;0;0;0;0;0;0;0;0;0;0,187;24,6;72;19,2;25,8;13,47;11.560;0,05;1198;5;96,3;60
Enero;4;4/01/2018;5:00:00;22,4;22,8;22,4;45;9,9;0;---;0;0;---;22,4;21,7;21,7;20,4;1010,6;0;0;0;0;0;0;0;0;0;0,169;24,6;72;19,2;25,7;13,48;11.573;0,05;1207;5;97;60
Enero;4;4/01/2018;6:00:00;23,1;23,1;22,4;46;10,8;0;---;0;0;---;23,1;22,7;22,7;21,5;1011,8;0;0;9;0,77;42;0;0;0;0;0,197;24,3;73;19,2;25,5;13,73;11.595;0,03;1207;5;97;60
Enero;4;4/01/2018;7:00:00;24,2;24,2;23,1;44;11,1;0;NW;0;0,4;NW;24,2;23,9;23,9;24,7;1012,8;0;0;73;6,28;93;0;0;0;0;0,243;24,7;74;19,8;26;14,02;11.581;0,05;1239;5;99,6;60
Enero;4;4/01/2018;8:00:00;27,3;27,3;24,2;72;21,8;0;E;0;1,8;E;27,3;29,4;29,4;32,5;1012,7;0;0;210;18,06;450;1,5;0,64;3,2;0;0,373;25,3;73;20,1;26,6;13,7;11.551;0,15;1237;5;99,4;60
Enero;4;4/01/2018;9:00:00;29,6;29,6;27,3;72;24;0,4;ESE;1,61;2,2;ESE;29,6;34,5;34,5;40,5;1013;0;0;509;43,78;628;4,4;1,89;5,3;0;0,468;25,3;52;14,7;25,3;9,5;11.636;0,33;1242;5;99,8;60
Enero;4;4/01/2018;10:00:00;30,9;30,9;29,3;68;24,3;0;SW;0;1,3;WNW;30,9;36,5;36,5;41,7;1012,7;0;0;454;39,05;823;5,5;2,36;8,4;0;0,525;24;42;10,3;23,7;7,95;11.732;0,3;1247;5;100;60
Enero;4;4/01/2018;11:00:00;31,7;31,7;30,5;65;24,3;0,4;NW;1,61;2,2;WSW;31,7;37,7;37,7;44,2;1011,7;0;0;621;53,41;817;7,9;3,39;9,6;0;0,558;24,1;39;9,3;23,6;7,54;11.725;0,43;1233;5;99,1;60
Enero;4;4/01/2018;12:00:00;32,9;32,9;31,7;59;23,8;0,4;WSW;1,61;2,7;WSW;32,9;39,1;39,1;45,6;1010,5;0;0;773;66,49;823;9,2;3,94;9,7;0;0,606;24,2;36;8,2;23,6;7,04;11.716;0,53;1268;5;100;60
Enero;4;4/01/2018;13:00:00;33,8;34,1;32,6;58;24,4;0,4;WSW;1,61;3,6;WSW;33,8;41,1;41,1;48,7;1009,6;0;0;800;68,81;882;7,9;3,39;8,9;0;0,644;24,8;37;9,1;24,3;7,22;11.673;0,56;1208;5;97,1;60
Enero;4;4/01/2018;14:00:00;31,9;33,8;31,8;60;23,2;1,3;WSW;4,83;4;WNW;31,9;37;37;43,4;1009;0;0;537;46,19;840;4,8;2,06;7,1;0;0,567;25,6;40;11;25,1;7,59;11.622;0,38;1203;5;96,7;60
Enero;4;4/01/2018;15:00:00;30,1;31,9;30,1;68;23,6;1,3;WSW;4,83;4,5;SW;30,1;35;35;39;1009,6;0;0;214;18,41;397;2,2;0,94;3,7;0;0,491;26,1;56;16,6;26,5;10,09;11.538;0,18;1239;5;99,6;60
Enero;4;4/01/2018;16:00:00;28,7;30,1;28,7;72;23,1;0,4;N;1,61;1,8;NE;28,7;32,6;32,6;32,8;1010;0;0;92;7,91;146;0,3;0,13;1;0;0,431;28,2;59;19,4;29,5;10,55;11.423;0,08;1246;5;100;60
Enero;4;4/01/2018;17:00:00;26,2;28,7;26,2;71;20,5;0;W;0;0,9;W;26,2;27,6;27,6;26,7;1010,1;0,2;0;7;0,6;32;0;0;0;0;0,326;28,1;61;19,8;29,6;10,95;11.421;0;1267;5;100;60
Enero;4;4/01/2018;18:00:00;24,9;26,2;24,9;54;14,9;0;---;0;0;---;24,9;25;25;23,7;1010,9;0,2;0;0;0;0;0;0;0;0;0,273;27,5;63;19,8;28,9;11,32;11.452;0,05;1270;5;100;60
Enero;4;4/01/2018;19:00:00;24,6;24,9;24,6;46;12,2;0;---;0;0;---;24,6;24,4;24,4;22,9;1011,8;0;0;0;0;0;0;0;0;0;0,262;26,8;65;19,7;28,1;11,74;11.489;0,05;1267;5;100;60
Enero;4;4/01/2018;20:00:00;24,2;24,6;24,2;51;13,4;0;---;0;0;---;24,2;24,3;24,3;22,9;1012,3;0;0;0;0;0;0;0;0;0;0,245;26,4;66;19,5;27,5;11,96;11.515;0,05;1270;5;100;60
Enero;4;4/01/2018;21:00:00;23,9;24,2;23,9;46;11,6;0;---;0;0;---;23,9;23,8;23,8;22,3;1012,4;0;0;0;0;0;0;0;0;0;0,231;26;67;19,4;27,1;12,17;11.534;0,05;1271;5;100;60
Enero;4;4/01/2018;22:00:00;23,6;23,9;23,6;44;10,6;0;---;0;0;---;23,6;23,2;23,2;21,8;1012,2;0;0;0;0;0;0;0;0;0;0,218;25,7;68;19,3;26,7;12,42;11.546;0,05;1275;5;100;60
Enero;4;4/01/2018;23:00:00;23,1;23,6;23,1;46;10,9;0;---;0;0;---;23,1;22,7;22,7;21,3;1012,1;0;0;0;0;0;0;0;0;0;0,199;25,4;69;19,3;26,5;12,64;11.553;0,05;1267;5;100;60
Enero;5;5/01/2018;0:00:00;22,8;23,1;22,8;47;10,9;0;---;0;0;---;22,8;22,4;22,4;20,9;1011,3;0;0;0;0;0;0;0;0;0;0,185;25,2;70;19,3;26,2;12,9;11.555;0,05;1266;5;100;60
Enero;5;5/01/2018;1:00:00;22,6;22,8;22,6;44;9,7;0;---;0;0;---;22,6;22;22;20,5;1010,7;0;0;0;0;0;0;0;0;0;0,178;24,9;70;19,1;26;12,91;11.560;0,05;1251;5;100;60
Enero;5;5/01/2018;2:00:00;22,3;22,7;22,3;43;9,1;0;---;0;0;---;22,3;21,5;21,5;19,9;1010,6;0;0;0;0;0;0;0;0;0;0,167;24,7;71;19,1;25,8;13,19;11.567;0,05;1226;5;98,6;60
Enero;5;5/01/2018;3:00:00;22,3;22,3;22,2;44;9,4;0;---;0;0;---;22,3;21,5;21,5;19,9;1011,6;0;0;0;0;0;0;0;0;0;0,164;24,6;72;19,2;25,7;13,48;11.584;0,05;1213;5;97,5;60
Enero;5;5/01/2018;4:00:00;22,1;22,3;22,1;44;9,2;0;---;0;0;---;22,1;21,1;21,1;19,6;1012,4;0;0;0;0;0;0;0;0;0;0,155;24,3;72;19;25,4;13,5;11.606;0,05;1231;5;99;60
Enero;5;5/01/2018;5:00:00;22;22,1;21,9;45;9,5;0;---;0;0;---;22;21,1;21,1;19,6;1012,6;0;0;0;0;0;0;0;0;0;0,153;24,2;73;19,1;25,4;13,74;11.610;0,05;1254;5;100;60
Enero;5;5/01/2018;6:00:00;22,4;22,4;21,9;43;9,2;0;WNW;0;0,9;WNW;22,4;21,7;21,7;20,4;1013,2;0;0;19;1,63;58;0;0;0;0;0,171;24,1;73;19;25,2;13,74;11.624;0,03;1248;5;100;60
Enero;5;5/01/2018;7:00:00;23,7;23,7;22,4;51;13;0;---;0;0;---;23,7;23,8;23,8;24,5;1014;0;0;70;6,02;97;0,1;0,04;0,6;0;0,225;24,4;74;19,5;25,7;14,03;11.611;0,05;1227;5;98,6;60
Enero;5;5/01/2018;8:00:00;26,5;26,5;23,7;70;20,6;0;WNW;0;0,9;WNW;26,5;27,9;27,9;30,5;1014,3;0;0;184;15,83;441;1,4;0,6;2,9;0;0,34;25,2;74;20,2;26,5;14;11.575;0,13;1247;5;100;60
