Año;Dia;Mes;Fecha;Hora;Temp out;Hi Temp;Low Temp;Out Hum;Dew;Wind Speed;Wind Dir;Wind Run;Hi Speed;Hi Dir;Wind Chill;Heat Index;THW Index;THSW Index;Bar  ;Rain;Rain Rate;Solar Rad;Solar Energy;Hi Solar Rad;UV  Index;UV  Dose;Hi  UV;Heat D-D;Cool D-D;In Temp;In Hum;In Dew;In Heat;In EMC;In Air Density;ET ;Wind Samp;Wind Tx;ISS Recept;Arc. Int.
2020;13;1;13/01/2020;5:00:00;20,3;20,9;20,3;86;17,9;0;---;0;0;---;20,3;21,3;21,3;---;755,1;0;0;0;0;0;0;0;0;0;0,083;25,7;69;19,6;26,7;12,62;1,1478;0,03;1403;1;100;60
2020;13;1;13/01/2020;6:00:00;20,1;20,3;20,1;86;17,6;0;---;0;0;---;20,1;20,9;20,9;---;755,6;0;0;0;0;0;0;0;0;0;0,072;25,3;69;19,2;26,3;12,65;1,1503;0,03;1398;1;100;60
2020;13;1;13/01/2020;7:00:00;20,2;20,2;19,8;86;17,8;0;NNW;0;0,4;NNW;20,2;21,2;21,2;---;756,4;0;0;12;1,03;46;0;0;0;0;0,079;25,1;69;19;26,1;12,67;1,1531;0;1400;1;100;60
2020;13;1;13/01/2020;8:00:00;24,6;24,6;20,2;76;20,1;0;NNW;0;0,4;NNW;24,6;26;26;---;757,1;0;0;92;7,91;202;0,2;0,09;0,7;0;0,262;24,3;64;17,1;24,9;11,63;1,1599;0,05;1400;1;100;60
2020;13;1;13/01/2020;9:00:00;28;28;24,6;68;21,5;0;SSE;0;1,8;SSE;28;30,3;30,3;---;757,6;0;0;166;14,28;362;1,3;0,56;2,1;0;0,403;24;63;16,5;24,6;11,45;1,1627;0,1;1399;1;100;60
2020;13;1;13/01/2020;10:00:00;30,1;30,1;28;59;21,2;0,9;WNW;3,22;2,7;W;30,1;32,9;32,9;---;757,6;0;0;548;47,13;649;3,4;1,46;4,6;0;0,488;24;52;13,5;24,1;9,55;1,1666;0,38;1402;1;100;60
2020;13;1;13/01/2020;11:00:00;32,1;32,3;30,1;52;21;0,9;WNW;3,22;2,2;SSW;32,1;35,4;35,4;---;757;0;0;706;60,72;758;5,6;2,4;6,5;0;0,574;24,7;49;13,3;24,6;9,02;1,1632;0,51;1404;1;100;60
2020;13;1;13/01/2020;12:00:00;34,2;34,2;32,1;47;21,2;0,4;N;1,61;3,1;W;34,2;38,2;38,2;---;756,3;0;0;790;67,95;809;7,1;3,04;7,4;0;0,66;25,3;46;12,9;25,1;8,5;1,1601;0,56;1378;1;100;60
2020;13;1;13/01/2020;13:00:00;34,7;34,8;34,2;43;20,3;0,9;WNW;3,22;2,7;NNE;34,7;38,2;38,2;---;755,3;0;0;800;68,81;812;7,3;3,13;7,5;0;0,683;25,9;44;12,7;25,7;8,18;1,1567;0,58;1402;1;100;60
2020;13;1;13/01/2020;14:00:00;34,9;35,3;34,7;46;21,6;1,3;W;4,83;3,6;W;34,9;39,4;39,4;---;754,6;0;0;739;63,56;786;6,1;2,61;7;0;0,69;26,5;43;12,9;26,2;8,05;1,1529;0,56;1376;1;100;60
2020;13;1;13/01/2020;15:00:00;34,6;35,2;34,5;44;20,5;1,3;W;4,83;4;WSW;34,6;38,2;38,2;---;754,3;0;0;612;52,64;684;3,9;1,67;5,1;0;0,676;26,7;41;12,4;26,2;7,75;1,1521;0,48;1405;1;100;60
2020;13;1;13/01/2020;16:00:00;34,3;34,9;34,2;45;20,6;1,3;WNW;4,83;3,6;W;34,3;37,9;37,9;---;754;0;0;437;37,59;529;1,8;0,77;2,7;0;0,664;25,4;47;13,3;25,3;8,69;1,1557;0,36;1401;1;100;60
2020;13;1;13/01/2020;17:00:00;33,3;34,3;33,2;47;20,4;0,4;WNW;1,61;2,2;WNW;33,3;36,4;36,4;---;754;0;0;226;19,44;336;0,3;0,13;0,9;0;0,623;27,9;48;15,9;28,2;8,8;1,1428;0,18;1405;1;100;60
2020;13;1;13/01/2020;18:00:00;28,5;33,3;28,5;68;22;0;W;0;0,4;W;28,5;31,4;31,4;---;754,2;0;0;38;3,27;109;0;0;0;0;0,424;29,1;52;18,2;30,3;9,36;1,1357;0,03;1401;1;100;60
2020;13;1;13/01/2020;19:00:00;26,1;28,5;26,1;77;21,8;0;---;0;0;---;26,1;27,9;27,9;---;754,5;0;0;0;0;0;0;0;0;0;0,324;28,8;55;18,9;30,2;9,85;1,1359;0;1401;1;100;60
2020;13;1;13/01/2020;20:00:00;24,9;26,1;24,9;81;21,4;0;---;0;0;---;24,9;26,6;26,6;---;754,9;0;0;0;0;0;0;0;0;0;0,273;28,3;57;18,9;29,5;10,21;1,1386;0,03;1400;1;100;60
2020;13;1;13/01/2020;21:00:00;24,1;24,9;24,1;83;21;0;---;0;0;---;24,1;25,7;25,7;---;755,3;0;0;0;0;0;0;0;0;0;0,241;27,8;59;19,1;29;10,55;1,1407;0,03;1402;1;100;60
2020;13;1;13/01/2020;22:00:00;23,5;24,1;23,5;83;20,4;0;W;0;0,4;W;23,5;24,8;24,8;---;755,5;0;0;0;0;0;0;0;0;0;0,215;27,4;60;18,9;28,4;10,75;1,1428;0,03;1400;1;100;60
2020;13;1;13/01/2020;23:00:00;23,7;23,7;23,4;81;20,2;0;W;0;0,4;W;23,7;25;25;---;755,8;0;0;0;0;0;0;0;0;0;0,222;26,9;62;19;27,9;11,14;1,1448;0,03;1403;1;100;60
2020;14;1;14/01/2020;0:00:00;22,7;23,7;22,6;84;19,8;0;W;0;0,4;W;22,7;23,8;23,8;---;755,8;0;0;0;0;0;0;0;0;0;0,181;26,6;62;18,7;27,5;11,15;1,1466;0,03;1393;1;100;60
2020;14;1;14/01/2020;1:00:00;22,7;23,3;22,7;84;19,8;0;W;0;0,4;W;22,7;23,8;23,8;---;755,6;0;0;0;0;0;0;0;0;0;0,181;26,3;63;18,7;27,1;11,36;1,1476;0,03;1400;1;100;60
2020;14;1;14/01/2020;2:00:00;22;22,7;22;85;19,4;0;---;0;0;---;22;23;23;---;755,4;0;0;0;0;0;0;0;0;0;0,153;26;64;18,7;26,8;11,57;1,1484;0,03;1399;1;100;60
2020;14;1;14/01/2020;3:00:00;21,4;22;21,4;85;18,8;0;W;0;0,4;W;21,4;22,3;22,3;---;755,1;0;0;0;0;0;0;0;0;0;0,127;25,8;65;18,7;26,6;11,78;1,1488;0,03;1401;1;100;60
2020;14;1;14/01/2020;4:00:00;20,9;21,4;20,9;86;18,5;0;---;0;0;---;20,9;21,8;21,8;---;755,3;0;0;0;0;0;0;0;0;0;0,106;25,4;66;18,6;26,3;11,99;1,1505;0,03;1396;1;100;60
2020;14;1;14/01/2020;5:00:00;20,6;20,9;20,6;86;18,1;0;W;0;0,4;W;20,6;21,6;21,6;---;755,6;0;0;0;0;0;0;0;0;0;0,093;25,2;67;18,6;26,1;12,2;1,1521;0,03;1400;1;100;60
2020;14;1;14/01/2020;6:00:00;20,4;20,6;20,2;87;18,2;0;W;0;0,4;W;20,4;21,4;21,4;---;756,1;0;0;0;0;0;0;0;0;0;0,088;24,9;67;18,4;25,8;12,21;1,1539;0;1396;1;100;60
2020;14;1;14/01/2020;7:00:00;20,6;20,6;20,2;87;18,4;0;W;0;0,4;W;20,6;21,7;21,7;---;756,3;0;0;12;1,03;47;0;0;0;0;0,095;24,7;68;18,4;25,6;12,49;1,1552;0;1395;1;100;60
2020;14;1;14/01/2020;8:00:00;23,9;23,9;20,6;80;20,2;0;W;0;0,9;W;23,9;25,3;25,3;---;757,1;0;0;97;8,34;211;0,2;0,09;0,7;0;0,231;24,3;64;17,1;24,9;11,63;1,1599;0,05;1400;1;100;60
2020;14;1;14/01/2020;9:00:00;27,5;27,5;23,9;69;21,3;0;WNW;0;1,3;W;27,5;29,6;29,6;---;757,2;0;0;173;14,88;383;1,3;0,56;2,2;0;0,382;23,4;58;14,7;23,7;10,58;1,1668;0,13;1400;1;100;60
2020;14;1;14/01/2020;10:00:00;30,2;30,2;27,5;57;20,8;0,4;NNW;1,61;1,8;N;30,2;32,9;32,9;---;757,3;0;0;535;46,02;649;3,3;1,41;4,4;0;0,495;23,6;54;13,8;23,8;9,86;1,1673;0,36;1403;1;100;60
2020;14;1;14/01/2020;11:00:00;32,1;32,1;30,2;56;22,2;0,4;WNW;1,61;2,2;N;32,1;36,3;36,3;---;756,5;0;0;712;61,24;765;5,5;2,36;6,4;0;0,572;24,1;53;13,9;24,3;9,65;1,164;0,51;1404;1;100;60
2020;14;1;14/01/2020;12:00:00;33,5;33,5;31,9;53;22,6;0,4;WNW;1,61;2,7;NW;33,5;38,7;38,7;---;755,8;0;0;787;67,69;803;6,9;2,96;7,2;0;0,632;24,1;50;13;24,2;9,24;1,164;0,56;1381;1;100;60
2020;14;1;14/01/2020;13:00:00;34,2;34,3;33,4;51;22,6;0,9;W;3,22;3,1;W;34,2;39,4;39,4;---;754,8;0;0;796;68,46;805;7;3;7,2;0;0,66;24,8;47;12,8;24,7;8,72;1,1599;0,58;1399;1;100;60
2020;14;1;14/01/2020;14:00:00;34,4;34,7;34,2;48;21,8;1,3;W;4,83;3,6;W;34,4;39,1;39,1;---;754,2;0;0;736;63,3;772;5,9;2,53;6,6;0;0,671;25,3;45;12,5;25,1;8,4;1,1575;0,56;1402;1;100;60
2020;14;1;14/01/2020;15:00:00;33,8;34,5;33,8;47;20,9;1,3;W;4,83;3,6;WSW;33,8;37,4;37,4;---;753,8;0;0;608;52,29;687;3,7;1,59;4,9;0;0,644;25,3;44;12,1;25;8,2;1,1573;0,48;1402;1;100;60
2020;14;1;14/01/2020;16:00:00;34,1;34,2;33,7;46;20,8;0,9;W;3,22;3,6;WSW;34,1;37,8;37,8;---;753,7;0;0;431;37,07;520;1,7;0,73;2,4;0;0,657;25,3;43;11,8;24,9;8,05;1,1575;0,33;1403;1;100;60
2020;14;1;14/01/2020;17:00:00;33,2;34,2;33,2;51;21,7;0;WNW;0;2,2;W;33,2;37,4;37,4;---;753,6;0;0;216;18,58;323;0,2;0,09;0,8;0;0,62;27,8;49;16,1;28,1;8,91;1,1423;0,18;1403;1;100;60
2020;14;1;14/01/2020;18:00:00;28,3;33,2;28,3;69;22,1;0;WNW;0;0,4;WNW;28,3;31,2;31,2;---;753,6;0;0;37;3,18;104;0;0;0;0;0,417;28,9;52;18,1;30,1;9,37;1,1354;0,03;1405;1;100;60
2020;14;1;14/01/2020;19:00:00;26,1;28,3;26,1;77;21,7;0;---;0;0;---;26,1;27,9;27,9;---;753,6;0;0;0;0;0;0;0;0;0;0,322;28,6;55;18,7;29,9;9,85;1,1357;0;1404;1;100;60
2020;14;1;14/01/2020;20:00:00;25;26,1;25;82;21,7;0;---;0;0;---;25;26,8;26,8;---;754,2;0;0;0;0;0;0;0;0;0;0,278;28,2;58;19,1;29,4;10,35;1,1376;0,03;1404;1;100;60
2020;14;1;14/01/2020;21:00:00;24,7;25;24,7;81;21,2;0;---;0;0;---;24,7;26,3;26,3;---;754,4;0;0;0;0;0;0;0;0;0;0,264;27,7;59;19;28,8;10,55;1,1398;0,03;1378;1;100;60
2020;14;1;14/01/2020;22:00:00;23,7;24,7;23,7;83;20,7;0;---;0;0;---;23,7;25,2;25,2;---;754,4;0;0;0;0;0;0;0;0;0;0,225;27,2;60;18,7;28,1;10,75;1,1423;0,03;1401;1;100;60
2020;14;1;14/01/2020;23:00:00;24,5;24,5;23,4;79;20,6;0;WNW;0;0,9;WNW;24,5;26,1;26,1;---;754,7;0;0;0;0;0;0;0;0;0;0,257;26,8;61;18,7;27,7;10,95;1,144;0,03;1401;1;100;60
2020;15;1;15/01/2020;0:00:00;24,2;24,7;24,2;80;20,6;0;S;0;0,9;WNW;24,2;25,7;25,7;---;754,9;0;0;0;0;0;0;0;0;0;0,245;26,5;62;18,6;27,3;11,16;1,1457;0,03;1402;1;100;60
2020;15;1;15/01/2020;1:00:00;23,1;24,2;23,1;83;20;0;SSW;0;0,4;SSW;23,1;24,2;24,2;---;754,7;0;0;0;0;0;0;0;0;0;0,197;26,2;63;18,6;27;11,37;1,1468;0,03;1401;1;100;60
2020;15;1;15/01/2020;2:00:00;22,3;23,1;22,3;85;19,7;0;SSW;0;0,4;SSW;22,3;23,4;23,4;---;754,5;0;0;0;0;0;0;0;0;0;0,167;26;64;18,7;26,8;11,57;1,147;0,03;1402;1;100;60
2020;15;1;15/01/2020;3:00:00;21,8;22,3;21,8;86;19,3;0;---;0;0;---;21,8;22,8;22,8;---;754,5;0;0;0;0;0;0;0;0;0;0,144;25,7;65;18,6;26,5;11,79;1,1484;0,03;1403;1;100;60
2020;15;1;15/01/2020;4:00:00;21,3;21,8;21,3;86;18,8;0;---;0;0;---;21,3;22,2;22,2;---;754,7;0;0;0;0;0;0;0;0;0;0,123;25,4;66;18,6;26,3;11,99;1,1495;0,03;1399;1;100;60
2020;15;1;15/01/2020;5:00:00;21;21,3;21;86;18,6;0;---;0;0;---;21;21,9;21,9;---;754,9;0;0;0;0;0;0;0;0;0;0,111;25,3;66;18,5;26,1;12;1,1507;0,03;1401;1;100;60
2020;15;1;15/01/2020;6:00:00;20,9;21;20,8;87;18,6;0;---;0;0;---;20,9;21,9;21,9;---;755,3;0;0;0;0;0;0;0;0;0;0,106;24,9;67;18,4;25,8;12,21;1,1527;0,03;1403;1;100;60
2020;15;1;15/01/2020;7:00:00;21,2;21,2;20,7;87;19;0;SSW;0;0,4;SSW;21,2;22,2;22,2;---;755,8;0;0;16;1,38;49;0;0;0;0;0,12;24,7;67;18,2;25,6;12,22;1,1547;0;1399;1;100;60
2020;15;1;15/01/2020;8:00:00;24,7;24,7;21,2;81;21,2;0;SSW;0;0,4;SSW;24,7;26,4;26,4;---;756,4;0;0;110;9,46;211;0,2;0,09;0,7;0;0,266;24,9;69;18,9;25,9;12,67;1,1537;0,08;1401;1;100;60
2020;15;1;15/01/2020;9:00:00;26,6;26,6;24,7;77;22,2;0;SSW;0;1,3;ENE;26,6;28,8;28,8;---;756,6;0;0;164;14,11;392;1,3;0,56;2,1;0;0,345;25,3;71;19,7;26,5;13,15;1,1511;0,1;1402;1;100;60
2020;15;1;15/01/2020;10:00:00;30,1;30,1;26,6;66;23,1;0,4;N;1,61;2,2;NE;30,1;34,6;34,6;---;756,6;0;0;529;45,5;636;3,3;1,41;4,4;0;0,491;26,3;71;20,6;27,7;13,08;1,146;0,36;1401;1;100;60
2020;15;1;15/01/2020;11:00:00;32,1;32,1;30,1;59;23,1;0,9;N;3,22;2,7;NNE;32,1;37,1;37,1;---;756,1;0;0;705;60,64;780;5,4;2,31;6,4;0;0,574;25,4;55;15,7;25,7;9,94;1,1558;0,48;1401;1;100;60
2020;15;1;15/01/2020;12:00:00;32,9;33,4;32,1;57;23,3;0,9;WNW;3,22;3,6;WNW;32,9;38,6;38,6;---;755,3;0;0;806;69,33;909;7;3;7,5;0;0,609;24,7;48;13;24,6;8,92;1,1609;0,58;1403;1;100;60
2020;15;1;15/01/2020;13:00:00;34,3;34,3;32,9;52;23;0,9;W;3,22;3,6;W;34,3;40,1;40,1;---;754,8;0;0;794;68,29;814;7,2;3,09;7,5;0;0,664;24,7;44;11,6;24,4;8,22;1,1615;0,58;1404;1;100;60
2020;15;1;15/01/2020;14:00:00;34,2;34,4;33,9;52;22,9;1,3;WNW;4,83;4,5;W;34,2;39,8;39,8;---;754,1;0;0;732;62,96;830;5,6;2,4;6,8;0;0,66;25,4;47;13,3;25,3;8,69;1,1558;0,53;1403;1;100;60
2020;15;1;15/01/2020;15:00:00;34,3;34,7;34,2;44;20,3;0,9;WNW;3,22;3,1;WNW;34,3;37,6;37,6;---;753,8;0;0;599;51,52;670;3,7;1,59;4,8;0;0,664;25,9;45;13;25,7;8,38;1,1539;0,46;1400;1;100;60
2020;15;1;15/01/2020;16:00:00;34,6;34,7;34,2;48;21,9;0,9;WNW;3,22;3,6;W;34,6;39,3;39,3;---;753,8;0;0;464;39,91;527;1,7;0,73;2,7;0;0,676;25,7;43;12,1;25,3;8,05;1,1558;0,36;1405;1;100;60
2020;15;1;15/01/2020;17:00:00;32,9;34,6;32,8;57;23,2;0,4;WNW;1,61;2,2;W;32,9;38,4;38,4;---;753,7;0;0;178;15,31;373;0,3;0,13;0,9;0;0,606;28,2;51;17,1;28,8;9,3;1,14;0,15;1403;1;100;60
2020;15;1;15/01/2020;18:00:00;29,3;32,8;29,3;72;23,7;0;WNW;0;0,4;WNW;29,3;33,9;33,9;---;753,8;0;0;28;2,41;111;0;0;0;0;0,456;29,2;53;18,6;30,5;9,56;1,134;0,03;1403;1;100;60
2020;15;1;15/01/2020;19:00:00;27;29,3;26,9;79;23;0;---;0;0;---;27;29,7;29,7;---;754,3;0;0;0;0;0;0;0;0;0;0,361;28,9;56;19,3;30,6;10,05;1,1346;0;1402;1;100;60
2020;15;1;15/01/2020;20:00:00;26,3;27,1;26,3;80;22,6;0;---;0;0;---;26,3;28,6;28,6;---;755,1;0;0;0;0;0;0;0;0;0;0,333;28,6;58;19,5;30,2;10,35;1,1366;0,03;1402;1;100;60
2020;15;1;15/01/2020;21:00:00;25,8;26,3;25,8;80;22,1;0;---;0;0;---;25,8;27,8;27,8;---;755,5;0;0;0;0;0;0;0;0;0;0,31;28,2;59;19,4;29,5;10,55;1,1392;0,03;1404;1;100;60
2020;15;1;15/01/2020;22:00:00;25,1;25,8;25;82;21,8;0;---;0;0;---;25,1;26,9;26,9;---;755,9;0;0;0;0;0;0;0;0;0;0,28;27,7;60;19,2;28,9;10,75;1,1417;0,03;1404;1;100;60
2020;15;1;15/01/2020;23:00:00;25,5;25,5;25,1;81;22;0;WNW;0;0,4;WNW;25,5;27,4;27,4;---;756;0;0;0;0;0;0;0;0;0;0,299;27,4;61;19,2;28,5;10,95;1,1432;0,03;1404;1;100;60
2020;16;1;16/01/2020;0:00:00;24,6;25,5;24,6;83;21,5;0;---;0;0;---;24,6;26,3;26,3;---;756,1;0;0;0;0;0;0;0;0;0;0,259;27,1;62;19,1;28,1;11,14;1,1447;0,03;1367;1;99,9;60
2020;16;1;16/01/2020;1:00:00;23,6;24,6;23,6;85;20,9;0;---;0;0;---;23,6;25,1;25,1;---;755,8;0;0;0;0;0;0;0;0;0;0,22;26,7;64;19,3;27,8;11,55;1,1452;0,03;1403;1;100;60
2020;16;1;16/01/2020;2:00:00;23,2;23,6;23,2;85;20,5;0;---;0;0;---;23,2;24,4;24,4;---;755,7;0;0;0;0;0;0;0;0;0;0,201;26,5;65;19,4;27,6;11,76;1,1457;0,03;1401;1;100;60
2020;16;1;16/01/2020;3:00:00;22,9;23,2;22,8;86;20,4;0;---;0;0;---;22,9;24,1;24,1;---;755,5;0;0;0;0;0;0;0;0;0;0,19;26,2;66;19,3;27,2;11,97;1,1469;0,03;1399;1;100;60
2020;16;1;16/01/2020;4:00:00;22,6;22,9;22,6;86;20,1;0;---;0;0;---;22,6;23,7;23,7;---;755,5;0;0;0;0;0;0;0;0;0;0,176;26;66;19,2;27;11,97;1,1479;0,03;1405;1;100;60
2020;16;1;16/01/2020;5:00:00;22,1;22,6;22;87;19,8;0;WNW;0;0,4;WNW;22,1;23,2;23,2;---;755,9;0;0;0;0;0;0;0;0;0;0,155;25,8;67;19,2;26,8;12,18;1,1492;0,03;1399;1;100;60
2020;16;1;16/01/2020;6:00:00;21,6;22,1;21,6;86;19,2;0;---;0;0;---;21,6;22,7;22,7;---;756,3;0;0;0;0;0;0;0;0;0;0,137;25,4;68;19,1;26,4;12,44;1,1512;0,03;1397;1;100;60
2020;16;1;16/01/2020;7:00:00;21,8;21,8;21,4;87;19,6;0;---;0;0;---;21,8;22,9;22,9;---;756,9;0;0;11;0,95;39;0;0;0;0;0,146;25,3;68;18,9;26,2;12,45;1,1531;0;1404;1;100;60
2020;16;1;16/01/2020;8:00:00;25,3;25,3;21,8;81;21,8;0;WNW;0;0,9;WNW;25,3;27,1;27,1;---;757,5;0;0;89;7,65;169;0,2;0,09;0,6;0;0,289;24,9;63;17,4;25,6;11,41;1,1577;0,05;1373;1;100;60
2020;16;1;16/01/2020;9:00:00;29;29;25,3;68;22,5;0;W;0;1,8;S;29;32,6;32,6;---;757,9;0;0;235;20,21;415;1,3;0,56;2,1;0;0,444;23,4;49;12,1;23,3;9,05;1,1709;0,15;1399;1;100;60
2020;16;1;16/01/2020;10:00:00;30,3;30,5;29;65;23;0,4;W;1,61;2,7;WSW;30,3;34,7;34,7;---;757,7;0;0;500;43,01;613;3,2;1,37;4,3;0;0,498;23,7;47;11,7;23,6;8,75;1,1698;0,36;1378;1;100;60
2020;16;1;16/01/2020;11:00:00;31,8;31,8;30,3;61;23,4;0,4;WSW;1,61;2,7;WSW;31,8;37;37;---;757,2;0;0;685;58,92;738;5,4;2,31;6,4;0;0,563;24,6;48;12,9;24,5;8,92;1,1644;0,48;1400;1;100;60
2020;16;1;16/01/2020;12:00:00;33,1;33,1;31,8;57;23,4;0,4;WNW;1,61;2,7;WSW;33,1;39;39;---;756,6;0;0;767;65,97;786;6,9;2,96;7,3;0;0,616;25,3;45;12,5;25,1;8,4;1,161;0,53;1401;1;100;60
2020;16;1;16/01/2020;13:00:00;34,3;34,3;33,1;54;23,7;0,9;WNW;3,22;3,1;NNE;34,3;41,1;41,1;---;755,8;0;0;774;66,57;788;7,1;3,04;7,3;0;0,667;25,7;43;12,1;25,3;8,05;1,1588;0,56;1403;1;100;60
2020;16;1;16/01/2020;14:00:00;34,6;34,8;34,2;48;21,9;1,3;W;4,83;4;W;34,6;39,3;39,3;---;755;0;0;721;62,01;763;6;2,57;6,7;0;0,676;26,4;45;13,5;26,2;8,36;1,1533;0,56;1375;1;100;60
2020;16;1;16/01/2020;15:00:00;34,8;34,9;34,5;46;21,5;1,3;W;4,83;4,5;W;34,8;39,2;39,2;---;754,7;0;0;602;51,78;670;3,8;1,63;4,9;0;0,685;26,7;44;13,5;26,4;8,15;1,1516;0,48;1382;1;100;60
2020;16;1;16/01/2020;16:00:00;34,3;35,2;34,3;47;21,4;0,9;WNW;3,22;3,6;W;34,3;38,6;38,6;---;754,4;0;0;425;36,55;520;1,7;0,73;2,7;0;0,667;26,7;43;13,1;26,4;8,05;1,1516;0,33;1400;1;100;60
2020;16;1;16/01/2020;17:00:00;33,7;34,3;33,7;50;21,8;0,4;N;1,61;3,1;W;33,7;38;38;---;754,4;0;0;216;18,58;322;0,3;0,13;0,9;0;0,639;28,7;49;17;29,6;8,88;1,1391;0,18;1405;1;100;60
2020;16;1;16/01/2020;18:00:00;29,4;33,7;29,4;69;23,1;0;N;0;0,4;N;29,4;33,5;33,5;---;754,4;0;0;38;3,27;104;0;0;0;0;0,461;29,7;52;18,8;31,1;9,35;1,1329;0,03;1366;1;99,9;60
2020;16;1;16/01/2020;19:00:00;27,1;29,4;27,1;77;22,7;0;---;0;0;---;27,1;29,7;29,7;---;754,5;0;0;0;0;0;0;0;0;0;0,366;29,3;55;19,3;30,8;9,85;1,1335;0;1397;1;100;60
2020;16;1;16/01/2020;20:00:00;26,3;27,1;26,3;80;22,6;0;N;0;0,4;N;26,3;28,5;28,5;---;754,9;0;0;0;0;0;0;0;0;0;0,331;28,8;57;19,5;30,5;10,23;1,1356;0,03;1401;1;100;60
2020;16;1;16/01/2020;21:00:00;25,6;26,3;25,5;82;22,3;0;---;0;0;---;25,6;27,6;27,6;---;755,3;0;0;0;0;0;0;0;0;0;0,301;28,4;59;19,6;29,8;10,55;1,1376;0,03;1378;1;100;60
2020;16;1;16/01/2020;22:00:00;25,1;25,6;25;81;21,6;0;N;0;0,4;N;25,1;26,9;26,9;---;755,5;0;0;0;0;0;0;0;0;0;0,282;27,9;60;19,5;29,3;10,75;1,1399;0,03;1403;1;100;60
2020;16;1;16/01/2020;23:00:00;25,3;25,5;25,1;82;22;0;N;0;0,4;N;25,3;27,3;27,3;---;755,8;0;0;0;0;0;0;0;0;0;0,292;27,6;61;19,4;28,8;10,95;1,1417;0,03;1396;1;100;60
2020;17;1;17/01/2020;0:00:00;25,6;25,7;25,3;81;22,1;0;N;0;0,4;N;25,6;27,5;27,5;---;755,6;0;0;0;0;0;0;0;0;0;0,301;27,3;62;19,4;28,4;11,13;1,1428;0,03;1400;1;100;60
2020;17;1;17/01/2020;1:00:00;24,1;25,6;24,1;84;21,2;0;N;0;0,4;N;24,1;25,8;25,8;---;755,1;0;0;0;0;0;0;0;0;0;0,241;27,1;63;19,4;28,2;11,34;1,1427;0,03;1402;1;100;60
2020;17;1;17/01/2020;2:00:00;23,3;24,1;23,3;85;20,7;0;---;0;0;---;23,3;24,6;24,6;---;754,8;0;0;0;0;0;0;0;0;0;0,208;26,7;64;19,3;27,8;11,55;1,1437;0,03;1400;1;100;60
2020;17;1;17/01/2020;3:00:00;22,8;23,3;22,8;86;20,3;0;---;0;0;---;22,8;24;24;---;754,7;0;0;0;0;0;0;0;0;0;0,185;26,4;65;19,3;27,4;11,76;1,1449;0,03;1398;1;100;60
2020;17;1;17/01/2020;4:00:00;22,4;22,8;22,4;86;20;0;---;0;0;---;22,4;23,6;23,6;---;755;0;0;0;0;0;0;0;0;0;0,171;26,2;66;19,3;27,2;11,97;1,1461;0,03;1398;1;100;60
2020;17;1;17/01/2020;5:00:00;22,2;22,4;22,1;86;19,7;0;---;0;0;---;22,2;23,2;23,2;---;755,1;0;0;0;0;0;0;0;0;0;0,16;25,9;67;19,3;26,9;12,18;1,1474;0,03;1395;1;100;60
2020;17;1;17/01/2020;6:00:00;22,1;22,2;21,9;86;19,6;0;---;0;0;---;22,1;23,1;23,1;---;755,4;0;0;0;0;0;0;0;0;0;0,155;25,7;67;19,1;26,6;12,19;1,1491;0,03;1396;1;100;60
2020;17;1;17/01/2020;7:00:00;22,4;22,4;21,9;87;20,1;0;N;0;0,4;N;22,4;23,6;23,6;---;756,1;0;0;11;0,95;35;0;0;0;0;0,169;25,4;68;19,1;26,4;12,44;1,151;0;1396;1;100;60
2020;17;1;17/01/2020;8:00:00;25,2;25,2;22,4;83;22,1;0;N;0;0,4;N;25,2;27,2;27,2;---;756,7;0;0;99;8,52;192;0,2;0,09;0,7;0;0,287;25,6;68;19,2;26,6;12,43;1,1513;0,05;1398;1;100;60
2020;17;1;17/01/2020;9:00:00;27,9;27,9;25,2;75;23,1;0;N;0;1,8;W;27,9;31,3;31,3;---;757,1;0;0;210;18,06;380;1,3;0,56;2;0;0,4;25,8;66;18,9;26,7;11,98;1,1515;0,13;1399;1;100;60
2020;17;1;17/01/2020;10:00:00;30,3;30,3;28;67;23,5;0,4;W;1,61;1,8;W;30,3;35,2;35,2;---;757;0;0;502;43,18;622;3,2;1,37;4,3;0;0,498;26,8;65;19,7;28,1;11,74;1,1461;0,33;1399;1;100;60
2020;17;1;17/01/2020;11:00:00;32,4;32,4;30,3;58;23,1;0,9;WNW;3,22;2,7;W;32,4;37,6;37,6;---;756,6;0;0;689;59,26;744;5,4;2,31;6,4;0;0,586;24,3;47;12,3;24,2;8,73;1,1651;0,48;1404;1;100;60
2020;17;1;17/01/2020;12:00:00;33,8;33,9;32,4;58;24,4;0,9;WNW;3,22;3,6;WSW;33,8;41,2;41,2;---;755,8;0;0;771;66,31;793;6,9;2,96;7,4;0;0,646;24,7;46;12,3;24,5;8,52;1,1623;0,56;1374;1;100;60
2020;17;1;17/01/2020;13:00:00;34,6;34,6;33,8;53;23,6;0,9;WNW;3,22;3,6;N;34,6;41,2;41,2;---;755;0;0;784;67,43;796;7,3;3,13;7,4;0;0,676;24,9;43;11,5;24,6;8,05;1,1612;0,58;1402;1;100;60
