Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38
;;Temp;Hi;Low;Out;Dew;Wind;Wind;Wind;Hi;Hi;Wind;Heat;THW;THSW;;;Rain;Solar;Solar;Hi Solar;UV ;UV ;Hi ;Heat;Cool;In ;In;In ;In ;In ;In Air;;Wind;Wind;ISS ;Arc.
Date;Time;Out;Temp;Temp;Hum;Pt.;Speed;Dir;Run;Speed;Dir;Chill;Index;Index;Index;Bar  ;Rain;Rate;Rad.;Energy;Rad. ;Index;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat;EMC;Density;ET ;Samp;Tx ;Recept;Int.
11/11/19;8:00 a;27.7;27.7;26.1;77;23.3;0.4;WNW;1.61;1.8;S;27.7;31.0;31.0;---;758.0;0.00;0.0;137;11.78;492;2.2;0.94;3.7;0.000;0.391;26.9;76;22.4;29.3;14.64;1.1425;0.10;1400;1;100.0;60
11/11/19;9:00 a;29.9;29.9;27.7;71;24.1;0.4;W;1.61;1.3;WSW;29.9;35.2;35.2;---;757.9;0.00;0.0;597;51.35;719;5.4;2.31;6.8;0.000;0.484;28.1;74;23.0;31.4;13.90;1.1368;0.41;1380;1;100.0;60
11/11/19;10:00 a;31.1;31.1;29.9;68;24.5;0.4;SSE;1.61;2.2;SSE;31.1;36.7;36.7;---;757.1;0.00;0.0;773;66.49;817;8.1;3.47;9.0;0.000;0.532;29.3;73;23.9;34.1;13.56;1.1291;0.53;1402;1;100.0;60
11/11/19;11:00 a;32.1;32.2;31.1;66;24.9;0.4;SSE;1.61;2.7;WSW;32.1;39.1;39.1;---;756.4;0.00;0.0;852;73.28;933;9.2;3.94;9.6;0.000;0.572;30.6;72;25.0;36.9;13.21;1.1209;0.58;1400;1;100.0;60
11/11/19;12:00 p;33.4;33.4;31.8;61;24.8;0.4;WNW;1.61;2.7;WNW;33.4;41.1;41.1;---;755.7;0.00;0.0;872;75.00;1002;8.4;3.60;9.5;0.000;0.627;31.7;70;25.5;39.1;12.55;1.1147;0.58;1400;1;100.0;60
11/11/19;1:00 p;31.3;33.7;31.3;70;25.2;0.9;N;3.22;2.7;NNW;31.3;37.9;37.9;---;755.1;0.00;0.0;499;42.92;974;4.7;2.01;7.9;0.000;0.542;32.3;69;25.9;40.8;12.35;1.1109;0.36;1399;1;100.0;60
11/11/19;2:00 p;32.3;32.3;31.3;68;25.7;0.9;WNW;3.22;3.1;NNE;32.3;40.7;40.7;---;754.7;0.00;0.0;615;52.90;724;3.9;1.67;5.0;0.000;0.583;32.4;68;25.7;40.8;12.05;1.1102;0.43;1399;1;100.0;60
11/11/19;3:00 p;32.2;32.7;32.2;67;25.3;0.9;WNW;3.22;2.7;NNW;32.2;39.8;39.8;---;754.4;0.00;0.0;456;39.22;633;1.7;0.73;3.0;0.000;0.576;32.6;67;25.6;41.0;11.85;1.1094;0.33;1398;1;100.0;60
11/11/19;4:00 p;30.7;32.2;30.7;70;24.6;0.4;N;1.61;2.2;NNE;30.7;36.7;36.7;---;754.9;0.00;0.0;163;14.02;320;0.1;0.04;0.6;0.000;0.516;32.3;67;25.4;40.2;11.85;1.1117;0.13;1398;1;100.0;60
11/11/19;5:00 p;28.5;30.7;28.5;78;24.3;0.0;N;0.00;0.4;N;28.5;33.3;33.3;---;755.1;0.00;0.0;3;0.26;18;0.0;0.00;0.0;0.000;0.424;31.6;68;24.9;38.1;12.10;1.1155;0.00;1388;1;100.0;60
11/11/19;6:00 p;27.7;28.4;27.7;80;24.0;0.0;---;0.00;0.0;---;27.7;31.5;31.5;---;755.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.391;30.8;70;24.7;36.8;12.55;1.1195;0.03;1396;1;100.0;60
11/11/19;7:00 p;27.3;27.7;27.3;84;24.3;0.0;---;0.00;0.0;---;27.3;31.0;31.0;---;756.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.373;30.2;70;24.1;35.7;12.55;1.1243;0.03;1398;1;100.0;60
11/11/19;8:00 p;26.5;27.3;26.5;86;24.0;0.0;---;0.00;0.0;---;26.5;29.6;29.6;---;756.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.340;29.9;71;24.1;35.1;12.85;1.1262;0.03;1399;1;100.0;60
11/11/19;9:00 p;26.5;26.6;26.4;86;24.0;0.0;SSE;0.00;0.9;SSE;26.5;29.6;29.6;---;757.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.340;29.4;72;23.9;34.2;13.25;1.1285;0.03;1402;1;100.0;60
11/11/19;10:00 p;26.3;26.6;26.3;87;23.9;0.0;SSE;0.00;0.4;SSE;26.3;29.3;29.3;---;756.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.331;29.1;72;23.5;33.4;13.25;1.1302;0.03;1401;1;100.0;60
11/11/19;11:00 p;26.1;26.3;26.1;87;23.8;0.0;---;0.00;0.0;---;26.1;28.9;28.9;---;756.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.324;28.7;73;23.4;32.9;13.58;1.1314;0.03;1403;1;100.0;60
12/11/19;12:00 a;25.6;26.1;25.6;86;23.0;0.0;---;0.00;0.0;---;25.6;27.9;27.9;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.301;28.5;74;23.4;32.5;13.88;1.1312;0.03;1401;1;100.0;60
12/11/19;1:00 a;25.2;25.6;25.1;87;22.8;0.0;---;0.00;0.0;---;25.2;27.3;27.3;---;755.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.285;28.3;74;23.2;31.9;13.89;1.1318;0.03;1398;1;100.0;60
12/11/19;2:00 a;24.6;25.1;24.6;88;22.5;0.0;---;0.00;0.0;---;24.6;26.6;26.6;---;755.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.262;27.9;74;22.9;31.1;13.90;1.1330;0.00;1404;1;100.0;60
12/11/19;3:00 a;24.2;24.7;24.2;88;22.1;0.0;---;0.00;0.0;---;24.2;26.0;26.0;---;755.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.243;27.6;75;22.8;30.5;14.32;1.1346;0.00;1398;1;100.0;60
12/11/19;4:00 a;23.8;24.2;23.8;88;21.7;0.0;---;0.00;0.0;---;23.8;25.5;25.5;---;755.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.227;27.4;75;22.6;30.0;14.32;1.1362;0.00;1401;1;100.0;60
12/11/19;5:00 a;23.7;23.8;23.7;88;21.6;0.0;---;0.00;0.0;---;23.7;25.4;25.4;---;755.8;0.00;0.0;0;0.00;7;0.0;0.00;0.0;0.000;0.225;27.2;75;22.3;29.6;14.33;1.1383;0.00;1395;1;100.0;60
12/11/19;6:00 a;24.2;24.2;23.7;88;22.1;0.0;---;0.00;0.0;---;24.2;26.0;26.0;---;756.5;0.00;0.0;30;2.58;56;0.0;0.00;0.0;0.000;0.243;26.9;76;22.4;29.3;14.64;1.1401;0.03;1399;1;100.0;60
12/11/19;7:00 a;25.8;25.8;24.2;86;23.3;0.0;NNW;0.00;1.3;NNW;25.8;28.3;28.3;---;757.0;0.00;0.0;110;9.46;174;0.7;0.30;1.2;0.000;0.310;25.8;56;16.3;26.1;10.11;1.1552;0.08;1396;1;100.0;60
12/11/19;8:00 a;27.8;27.8;25.8;80;24.0;0.0;NW;0.00;1.8;NW;27.8;31.6;31.6;---;757.5;0.00;0.0;163;14.02;413;2.1;0.90;3.7;0.000;0.394;24.8;47;12.8;24.7;8.72;1.1641;0.10;1400;1;100.0;60
12/11/19;9:00 a;30.3;30.3;27.8;71;24.4;0.4;NNW;1.61;1.8;NW;30.3;36.0;36.0;---;757.4;0.00;0.0;612;52.64;714;5.1;2.19;6.4;0.000;0.498;25.3;46;12.9;25.1;8.50;1.1618;0.41;1402;1;100.0;60
12/11/19;10:00 a;31.1;31.3;30.3;68;24.5;0.4;W;1.61;1.8;ESE;31.1;36.7;36.7;---;757.0;0.00;0.0;704;60.55;854;7.1;3.04;8.2;0.000;0.532;26.0;50;14.8;26.1;9.17;1.1563;0.48;1401;1;100.0;60
12/11/19;11:00 a;31.4;31.7;31.1;69;25.0;0.4;WNW;1.61;2.2;SE;31.4;37.9;37.9;---;756.2;0.00;0.0;567;48.77;851;6.2;2.66;8.4;0.000;0.544;26.5;46;13.9;26.3;8.46;1.1543;0.38;1381;1;100.0;60
12/11/19;12:00 p;30.9;31.7;30.9;71;25.1;0.9;NNE;3.22;2.7;NW;30.9;37.2;37.2;---;755.4;0.00;0.0;417;35.87;740;5.1;2.19;7.5;0.000;0.525;26.4;45;13.5;26.2;8.36;1.1540;0.30;1400;1;100.0;60
12/11/19;1:00 p;31.2;31.7;30.9;72;25.6;0.4;N;1.61;2.2;NNE;31.2;38.2;38.2;---;754.6;0.00;0.0;400;34.40;949;4.1;1.76;7.4;0.000;0.537;26.5;42;12.5;26.1;7.86;1.1534;0.30;1375;1;100.0;60
12/11/19;2:00 p;31.9;31.9;31.1;68;25.2;0.9;N;3.22;3.1;N;31.9;39.2;39.2;---;754.4;0.00;0.0;438;37.67;619;3.0;1.29;3.2;0.000;0.565;26.5;43;12.9;26.2;8.05;1.1526;0.30;1395;1;100.0;60
12/11/19;3:00 p;30.6;32.2;30.6;70;24.5;0.4;WNW;1.61;3.1;NNW;30.6;36.4;36.4;---;754.4;0.00;0.0;291;25.03;571;1.3;0.56;2.6;0.000;0.509;27.4;45;14.4;27.2;8.32;1.1475;0.20;1400;1;100.0;60
12/11/19;4:00 p;29.1;30.6;29.1;75;24.2;0.0;N;0.00;0.9;N;29.1;34.2;34.2;---;754.7;0.00;0.0;69;5.93;107;0.0;0.00;0.5;0.000;0.449;26.0;42;12.1;25.7;7.87;1.1560;0.05;1402;1;100.0;60
12/11/19;5:00 p;27.5;29.1;27.5;82;24.2;0.0;N;0.00;0.4;N;27.5;31.3;31.3;---;755.2;0.00;0.0;6;0.52;30;0.0;0.00;0.0;0.000;0.382;25.2;42;11.3;24.8;7.90;1.1607;0.00;1403;1;100.0;60
12/11/19;6:00 p;26.3;27.5;26.3;85;23.6;0.0;---;0.00;0.0;---;26.3;29.2;29.2;---;755.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.333;24.4;43;11.0;24.1;8.05;1.1647;0.03;1400;1;100.0;60
12/11/19;7:00 p;25.8;26.3;25.8;87;23.4;0.0;---;0.00;0.0;---;25.8;28.4;28.4;---;756.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.310;23.9;44;10.9;23.7;8.25;1.1683;0.03;1404;1;100.0;60
12/11/19;8:00 p;25.7;25.8;25.6;87;23.3;0.0;---;0.00;0.0;---;25.7;28.2;28.2;---;757.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.306;23.6;47;11.6;23.4;8.75;1.1694;0.03;1401;1;100.0;60
12/11/19;9:00 p;25.5;25.9;25.5;87;23.2;0.0;---;0.00;0.0;---;25.5;27.9;27.9;---;757.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.299;23.4;49;12.1;23.3;9.05;1.1696;0.03;1403;1;100.0;60
12/11/19;10:00 p;25.4;25.7;25.4;86;22.9;0.0;---;0.00;0.0;---;25.4;27.7;27.7;---;757.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.294;23.3;53;13.2;23.3;9.69;1.1689;0.03;1400;1;100.0;60
12/11/19;11:00 p;25.3;25.4;25.3;85;22.6;0.0;---;0.00;0.0;---;25.3;27.4;27.4;---;756.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.289;23.2;56;14.0;23.4;10.27;1.1681;0.03;1403;1;100.0;60
13/11/19;12:00 a;24.9;25.3;24.8;87;22.6;0.0;---;0.00;0.0;---;24.9;26.9;26.9;---;756.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.273;23.2;59;14.8;23.5;10.80;1.1663;0.03;1403;1;100.0;60
13/11/19;1:00 a;24.4;24.8;24.4;88;22.3;0.0;---;0.00;0.0;---;24.4;26.3;26.3;---;756.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.255;23.0;59;14.6;23.2;10.81;1.1673;0.00;1399;1;100.0;60
13/11/19;2:00 a;24.3;24.6;24.3;88;22.2;0.0;---;0.00;0.0;---;24.3;26.2;26.2;---;756.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.250;22.9;59;14.5;23.2;10.82;1.1673;0.00;1402;1;100.0;60
13/11/19;3:00 a;24.2;24.3;24.2;88;22.1;0.0;---;0.00;0.0;---;24.2;26.1;26.1;---;756.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.245;22.7;60;14.6;22.9;10.99;1.1681;0.00;1372;1;100.0;60
13/11/19;4:00 a;24.3;24.4;24.2;88;22.2;0.0;---;0.00;0.0;---;24.3;26.2;26.2;---;756.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.250;22.6;64;15.5;22.9;11.65;1.1680;0.00;1401;1;100.0;60
13/11/19;5:00 a;24.4;24.5;24.3;88;22.3;0.0;N;0.00;0.9;N;24.4;26.3;26.3;---;757.3;0.00;0.0;0;0.00;5;0.0;0.00;0.0;0.000;0.255;22.7;63;15.3;23.0;11.49;1.1689;0.00;1400;1;100.0;60
13/11/19;6:00 a;25.1;25.2;24.4;86;22.6;0.0;N;0.00;0.9;N;25.1;27.2;27.2;---;758.0;0.00;0.0;37;3.18;69;0.0;0.00;0.0;0.000;0.282;23.0;66;16.3;23.6;12.08;1.1676;0.03;1401;1;100.0;60
13/11/19;7:00 a;26.5;26.5;25.1;83;23.4;0.0;N;0.00;0.4;N;26.5;29.2;29.2;---;758.4;0.00;0.0;106;9.12;153;0.6;0.26;1.2;0.000;0.340;23.6;66;16.9;24.3;12.06;1.1651;0.08;1403;1;100.0;60
13/11/19;8:00 a;28.5;28.5;26.5;78;24.3;0.0;N;0.00;0.9;N;28.5;33.3;33.3;---;758.7;0.00;0.0;229;19.70;527;1.9;0.81;3.4;0.000;0.424;25.1;67;18.5;25.9;12.21;1.1574;0.15;1404;1;100.0;60
13/11/19;9:00 a;30.8;30.8;28.5;68;24.2;0.4;W;1.61;2.2;WSW;30.8;36.3;36.3;---;758.6;0.00;0.0;584;50.23;747;4.9;2.10;6.6;0.000;0.519;24.7;64;17.5;25.4;11.62;1.1602;0.38;1372;1;100.0;60
13/11/19;10:00 a;30.5;31.1;30.4;72;24.9;0.0;W;0.00;1.8;SSE;30.5;36.7;36.7;---;758.2;0.00;0.0;268;23.05;916;3.6;1.54;6.6;0.000;0.507;24.9;55;15.3;25.1;9.97;1.1617;0.20;1376;1;100.0;60
13/11/19;11:00 a;25.4;30.5;25.4;85;22.7;1.3;SE;4.83;5.4;ESE;25.4;27.6;27.6;---;757.6;6.40;39.0;116;9.98;176;2.0;0.86;2.9;0.000;0.294;26.2;58;17.3;26.7;10.39;1.1534;0.10;1398;1;100.0;60
13/11/19;12:00 p;26.1;26.9;25.4;85;23.3;0.4;W;1.61;3.1;WNW;26.1;28.6;28.6;---;757.1;0.00;0.0;155;13.33;199;2.6;1.11;3.4;0.000;0.322;26.6;63;19.0;27.6;11.35;1.1483;0.10;1400;1;100.0;60
13/11/19;1:00 p;25.7;26.1;25.4;85;23.0;0.4;WNW;1.61;2.2;SE;25.7;28.1;28.1;---;756.5;0.00;0.0;105;9.03;116;1.3;0.56;1.6;0.000;0.308;26.6;69;20.5;28.0;12.55;1.1449;0.08;1402;1;100.0;60
13/11/19;2:00 p;26.5;26.5;25.7;84;23.6;0.0;WNW;0.00;0.4;WNW;26.5;29.3;29.3;---;756.1;0.00;0.0;124;10.67;134;1.2;0.51;1.3;0.000;0.340;26.5;71;20.8;28.0;13.06;1.1440;0.08;1401;1;100.0;60
13/11/19;3:00 p;27.1;27.1;26.6;85;24.3;0.0;WNW;0.00;0.9;WNW;27.1;30.6;30.6;---;756.3;0.00;0.0;98;8.43;134;0.7;0.30;1.1;0.000;0.363;26.7;77;22.4;28.9;14.95;1.1407;0.08;1399;1;100.0;60
13/11/19;4:00 p;26.8;27.1;26.8;86;24.3;0.0;WNW;0.00;0.9;WNW;26.8;30.3;30.3;---;756.6;0.00;0.0;39;3.35;70;0.0;0.00;0.0;0.000;0.354;26.7;78;22.6;29.1;15.25;1.1407;0.03;1403;1;100.0;60
13/11/19;5:00 p;25.9;26.8;25.9;87;23.6;0.0;WNW;0.00;0.4;WNW;25.9;28.7;28.7;---;756.5;0.00;0.0;3;0.26;12;0.0;0.00;0.0;0.000;0.317;26.6;77;22.2;28.8;14.95;1.1416;0.00;1403;1;100.0;60
13/11/19;6:00 p;25.5;25.9;25.4;88;23.4;0.0;---;0.00;0.0;---;25.5;28.0;28.0;---;757.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.299;26.4;76;21.8;28.3;14.65;1.1443;0.03;1379;1;100.0;60
13/11/19;7:00 p;25.3;25.5;25.3;88;23.2;0.0;---;0.00;0.0;---;25.3;27.7;27.7;---;758.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.292;26.2;75;21.4;27.9;14.35;1.1472;0.00;1402;1;100.0;60
13/11/19;8:00 p;25.2;25.3;25.2;88;23.1;0.0;---;0.00;0.0;---;25.2;27.5;27.5;---;758.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.287;26.1;75;21.3;27.8;14.35;1.1485;0.00;1403;1;100.0;60
13/11/19;9:00 p;25.4;25.4;25.2;88;23.3;0.0;---;0.00;0.0;---;25.4;27.8;27.8;---;758.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.294;26.0;75;21.2;27.6;14.35;1.1494;0.00;1372;1;100.0;60
13/11/19;10:00 p;25.2;25.4;25.2;88;23.1;0.0;---;0.00;0.0;---;25.2;27.5;27.5;---;758.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.287;25.9;75;21.1;27.4;14.35;1.1499;0.00;1397;1;100.0;60
13/11/19;11:00 p;25.1;25.3;25.1;88;23.0;0.0;---;0.00;0.0;---;25.1;27.3;27.3;---;758.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.282;25.9;75;21.1;27.4;14.35;1.1497;0.00;1400;1;100.0;60
14/11/19;12:00 a;24.1;25.2;24.1;88;22.0;0.9;ESE;3.22;3.6;ESE;24.1;25.9;25.9;---;758.9;13.20;101.0;0;0.00;0;0.0;0.00;0.0;0.000;0.241;25.8;76;21.2;27.4;14.65;1.1504;0.03;1401;1;100.0;60
14/11/19;1:00 a;23.8;24.1;23.7;88;21.7;0.4;E;1.61;2.2;E;23.8;25.5;25.5;---;758.1;14.80;93.0;0;0.00;0;0.0;0.00;0.0;0.000;0.227;25.7;76;21.1;27.2;14.65;1.1498;0.03;1404;1;100.0;60
14/11/19;2:00 a;23.7;23.8;23.7;88;21.6;0.0;---;0.00;0.0;---;23.7;25.4;25.4;---;757.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.225;25.6;76;21.0;27.1;14.65;1.1496;0.00;1377;1;100.0;60
14/11/19;3:00 a;23.3;23.7;23.3;88;21.2;0.0;---;0.00;0.0;---;23.3;24.6;24.6;---;757.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.206;25.4;76;20.9;26.9;14.65;1.1498;0.00;1403;1;100.0;60
14/11/19;4:00 a;23.2;23.3;23.2;89;21.3;0.0;---;0.00;0.0;---;23.2;24.6;24.6;---;757.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.204;25.3;76;20.7;26.8;14.65;1.1516;0.00;1403;1;100.0;60
14/11/19;5:00 a;22.9;23.2;22.9;89;21.0;0.0;---;0.00;0.0;---;22.9;24.3;24.3;---;758.6;0.00;0.0;0;0.00;5;0.0;0.00;0.0;0.000;0.192;25.2;77;20.8;26.7;14.95;1.1530;0.00;1396;1;100.0;60
14/11/19;6:00 a;23.7;23.7;22.9;89;21.7;0.0;---;0.00;0.0;---;23.7;25.3;25.3;---;759.4;0.00;0.0;27;2.32;51;0.0;0.00;0.0;0.000;0.222;25.1;77;20.7;26.6;14.95;1.1548;0.03;1404;1;100.0;60
14/11/19;7:00 a;24.8;24.8;23.7;88;22.7;0.0;---;0.00;0.0;---;24.8;26.8;26.8;---;759.8;0.00;0.0;52;4.47;100;0.4;0.17;1.3;0.000;0.269;25.3;78;21.2;26.9;15.25;1.1539;0.03;1374;1;100.0;60
14/11/19;8:00 a;26.7;26.7;24.8;82;23.4;0.0;---;0.00;0.0;---;26.7;29.5;29.5;---;759.9;0.00;0.0;112;9.63;371;2.0;0.86;2.8;0.000;0.350;24.3;60;16.1;24.7;10.92;1.1657;0.08;1397;1;100.0;60
14/11/19;9:00 a;29.0;29.0;26.7;78;24.8;0.0;WNW;0.00;1.8;W;29.0;34.6;34.6;---;759.9;0.00;0.0;660;56.77;772;5.4;2.31;7.1;0.000;0.444;23.9;51;13.1;24.0;9.35;1.1711;0.43;1400;1;100.0;60
14/11/19;10:00 a;30.3;30.3;29.0;73;24.9;0.4;SSE;1.61;2.2;SSE;30.3;36.4;36.4;---;759.4;0.00;0.0;838;72.08;951;8.4;3.60;9.6;0.000;0.498;24.7;51;13.9;24.7;9.35;1.1661;0.53;1402;1;100.0;60
14/11/19;11:00 a;30.9;30.9;29.9;72;25.3;0.4;WNW;1.61;2.7;S;30.9;37.4;37.4;---;758.4;0.00;0.0;767;65.97;1030;8.5;3.64;10.3;0.000;0.523;25.3;50;14.1;25.2;9.20;1.1622;0.48;1401;1;100.0;60
14/11/19;12:00 p;31.5;31.7;30.7;69;25.1;0.4;WNW;1.61;2.2;NNE;31.5;38.2;38.2;---;757.7;0.00;0.0;695;59.78;1013;7.8;3.34;9.6;0.000;0.549;27.9;51;16.9;28.4;9.30;1.1472;0.48;1398;1;100.0;60
14/11/19;1:00 p;31.9;31.9;30.7;63;24.0;0.9;WNW;3.22;2.7;WSW;31.9;37.7;37.7;---;757.0;0.00;0.0;321;27.61;909;4.7;2.01;8.4;0.000;0.565;26.2;45;13.3;26.0;8.37;1.1576;0.25;1401;1;100.0;60
14/11/19;2:00 p;28.5;32.4;28.5;79;24.5;0.9;NNW;3.22;3.1;N;28.5;33.4;33.4;---;756.9;0.80;6.2;301;25.89;870;2.0;0.86;5.6;0.000;0.424;26.5;50;15.2;26.6;9.16;1.1536;0.23;1397;1;100.0;60
14/11/19;3:00 p;29.4;29.5;28.5;74;24.3;0.9;NE;3.22;2.7;ESE;29.4;34.5;34.5;---;756.7;0.20;1.2;432;37.16;664;1.4;0.60;2.2;0.000;0.461;27.3;51;16.3;27.5;9.33;1.1490;0.30;1392;1;100.0;60
14/11/19;4:00 p;27.4;29.4;27.4;82;24.0;0.4;SE;1.61;2.2;SE;27.4;31.0;31.0;---;756.8;0.00;0.0;110;9.46;348;0.1;0.04;0.6;0.000;0.377;27.9;62;20.0;29.5;11.10;1.1411;0.08;1403;1;100.0;60
14/11/19;5:00 p;26.1;27.4;26.1;85;23.3;0.0;W;0.00;2.2;NNW;26.1;28.6;28.6;---;757.3;0.00;0.0;3;0.26;12;0.0;0.00;0.0;0.000;0.322;27.7;64;20.3;29.3;11.51;1.1422;0.00;1401;1;100.0;60
14/11/19;6:00 p;25.2;26.1;25.2;86;22.7;0.4;W;1.61;2.2;SSE;25.2;27.4;27.4;---;757.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.287;27.4;65;20.2;28.9;11.72;1.1439;0.03;1400;1;100.0;60
14/11/19;7:00 p;25.1;25.3;25.1;87;22.8;0.0;SSE;0.00;0.9;SSE;25.1;27.3;27.3;---;758.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.282;27.1;67;20.4;28.6;12.14;1.1456;0.03;1388;1;100.0;60
14/11/19;8:00 p;25.1;25.1;25.0;87;22.8;0.0;---;0.00;0.0;---;25.1;27.3;27.3;---;758.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.282;26.6;67;20.0;27.8;12.15;1.1493;0.03;1390;1;100.0;60
14/11/19;9:00 p;25.1;25.1;25.0;87;22.7;0.0;---;0.00;0.0;---;25.1;27.2;27.2;---;758.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.280;26.4;68;20.0;27.6;12.37;1.1497;0.03;1384;1;100.0;60
14/11/19;10:00 p;25.1;25.1;24.9;87;22.7;0.0;---;0.00;0.0;---;25.1;27.2;27.2;---;758.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.280;26.2;69;20.0;27.4;12.59;1.1508;0.03;1381;1;100.0;60
14/11/19;11:00 p;24.9;25.1;24.9;88;22.8;0.0;---;0.00;0.0;---;24.9;27.1;27.1;---;758.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.275;26.1;70;20.2;27.4;12.87;1.1505;0.00;1366;1;99.9;60
15/11/19;12:00 a;25.3;25.4;24.9;87;23.0;0.0;---;0.00;0.0;---;25.3;27.6;27.6;---;758.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.289;26.0;70;20.1;27.2;12.87;1.1508;0.03;1400;1;100.0;60
15/11/19;1:00 a;24.9;25.3;24.9;87;22.6;0.0;---;0.00;0.0;---;24.9;27.0;27.0;---;758.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.275;26.0;71;20.3;27.3;13.10;1.1497;0.03;1403;1;100.0;60
15/11/19;2:00 a;24.7;24.9;24.7;87;22.4;0.0;---;0.00;0.0;---;24.7;26.7;26.7;---;757.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.266;25.9;71;20.2;27.2;13.11;1.1497;0.03;1401;1;100.0;60
15/11/19;3:00 a;24.2;24.7;24.1;88;22.1;0.0;---;0.00;0.0;---;24.2;26.0;26.0;---;757.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.243;25.7;72;20.2;26.9;13.36;1.1508;0.03;1400;1;100.0;60
15/11/19;4:00 a;24.2;24.2;24.0;88;22.1;0.0;---;0.00;0.0;---;24.2;26.0;26.0;---;758.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.243;25.6;73;20.4;26.9;13.69;1.1514;0.00;1402;1;100.0;60
15/11/19;5:00 a;23.7;24.2;23.7;88;21.6;0.0;---;0.00;0.0;---;23.7;25.4;25.4;---;758.3;0.00;0.0;1;0.09;11;0.0;0.00;0.0;0.000;0.225;25.4;74;20.5;26.8;13.99;1.1522;0.00;1401;1;100.0;60
15/11/19;6:00 a;24.4;24.4;23.7;88;22.3;0.0;---;0.00;0.0;---;24.4;26.3;26.3;---;758.7;0.00;0.0;36;3.10;60;0.0;0.00;0.0;0.000;0.255;25.3;74;20.4;26.7;14.00;1.1533;0.03;1403;1;100.0;60
15/11/19;7:00 a;26.5;26.5;24.4;83;23.4;0.0;S;0.00;2.2;S;26.5;29.2;29.2;---;759.2;0.00;0.0;73;6.28;135;0.8;0.34;1.5;0.000;0.340;25.7;75;20.9;27.2;14.35;1.1519;0.05;1401;1;100.0;60
15/11/19;8:00 a;27.8;27.8;26.4;81;24.2;0.4;S;1.61;2.7;WNW;27.8;31.8;31.8;---;759.1;0.00;0.0;165;14.19;417;2.1;0.90;3.1;0.000;0.394;25.7;69;19.6;26.7;12.62;1.1541;0.10;1399;1;100.0;60
