Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38
;;Temp;Hi;Low;Out;Dew;Wind;Wind;Wind;Hi;Hi;Wind;Heat;THW;THSW;;;Rain;Solar;Solar;Hi Solar;UV ;UV ;Hi ;Heat;Cool;In ;In;In ;In ;In ;In Air;;Wind;Wind;ISS ;Arc.
Date;Time;Out;Temp;Temp;Hum;Pt.;Speed;Dir;Run;Speed;Dir;Chill;Index;Index;Index;Bar  ;Rain;Rate;Rad.;Energy;Rad. ;Index;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat;EMC;Density;ET ;Samp;Tx ;Recept;Int.
27/10/19;7:00 p;24.4;24.7;24.4;88;22.3;0.4;W;1.61;2.2;WNW;24.4;26.3;26.3;---;755.8;0.20;3.8;0;0.00;0;0.0;0.00;0.0;0.000;0.255;29.2;71;23.4;33.5;12.87;1.1287;0.03;1399;1;100.0;60
27/10/19;8:00 p;24.2;24.4;24.2;88;22.1;0.0;W;0.00;0.9;W;24.2;26.1;26.1;---;756.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.245;28.6;72;23.1;32.4;13.25;1.1324;0.00;1399;1;100.0;60
27/10/19;9:00 p;24.2;24.2;24.2;88;22.1;0.0;W;0.00;0.9;W;24.2;26.0;26.0;---;756.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.243;28.1;73;22.8;31.2;13.60;1.1356;0.00;1403;1;100.0;60
27/10/19;10:00 p;24.1;24.2;24.0;88;21.9;0.0;W;0.00;0.4;W;24.1;25.9;25.9;---;757.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.238;27.6;73;22.3;30.2;13.62;1.1384;0.00;1401;1;100.0;60
27/10/19;11:00 p;24.0;24.1;24.0;89;22.1;0.0;W;0.00;0.4;W;24.0;25.8;25.8;---;757.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.236;27.3;74;22.2;29.7;13.93;1.1400;0.00;1399;1;100.0;60
28/10/19;12:00 a;23.9;24.1;23.9;89;22.0;0.0;---;0.00;0.0;---;23.9;25.8;25.8;---;756.7;0.20;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.234;27.1;74;22.0;29.3;13.94;1.1407;0.00;1400;1;100.0;60
28/10/19;1:00 a;23.8;24.0;23.8;89;21.9;0.0;---;0.00;0.0;---;23.8;25.5;25.5;---;756.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.227;26.8;75;22.0;28.9;14.34;1.1407;0.00;1405;1;100.0;60
28/10/19;2:00 a;23.6;23.8;23.6;89;21.6;0.0;---;0.00;0.0;---;23.6;25.1;25.1;---;756.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.218;26.5;75;21.7;28.4;14.35;1.1422;0.00;1378;1;100.0;60
28/10/19;3:00 a;23.3;23.6;23.3;89;21.4;0.0;W;0.00;0.9;W;23.3;24.6;24.6;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.206;26.3;75;21.5;28.1;14.35;1.1434;0.00;1401;1;100.0;60
28/10/19;4:00 a;23.1;23.3;23.1;89;21.2;0.0;W;0.00;0.4;W;23.1;24.4;24.4;---;756.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.199;26.1;76;21.5;27.9;14.65;1.1442;0.00;1402;1;100.0;60
28/10/19;5:00 a;22.8;23.1;22.8;89;20.9;0.0;W;0.00;0.4;W;22.8;24.1;24.1;---;756.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.185;25.9;76;21.3;27.6;14.65;1.1456;0.00;1402;1;100.0;60
28/10/19;6:00 a;22.7;22.8;22.6;89;20.8;0.0;---;0.00;0.0;---;22.7;24.0;24.0;---;757.0;0.00;0.0;1;0.09;9;0.0;0.00;0.0;0.000;0.181;25.7;76;21.1;27.2;14.65;1.1480;0.00;1402;1;100.0;60
28/10/19;7:00 a;23.6;23.6;22.7;89;21.6;0.0;---;0.00;0.0;---;23.6;25.1;25.1;---;757.4;0.00;0.0;28;2.41;77;0.0;0.00;0.0;0.000;0.218;25.6;77;21.2;27.2;14.95;1.1490;0.03;1402;1;100.0;60
28/10/19;8:00 a;25.6;25.6;23.6;88;23.4;0.0;ENE;0.00;1.8;N;25.6;28.1;28.1;---;757.5;0.20;0.0;57;4.90;114;0.5;0.21;1.4;0.000;0.301;25.9;78;21.8;27.7;15.25;1.1469;0.03;1403;1;100.0;60
28/10/19;9:00 a;28.5;28.5;25.6;81;24.9;0.4;NNE;1.61;2.2;W;28.5;33.8;33.8;---;757.8;0.00;0.0;137;11.78;563;2.3;0.99;4.2;0.000;0.424;26.6;79;22.7;29.0;15.55;1.1428;0.10;1402;1;100.0;60
28/10/19;10:00 a;29.9;29.9;28.5;77;25.4;0.4;NNE;1.61;2.7;NNE;29.9;36.2;36.2;---;757.6;0.00;0.0;602;51.78;914;5.1;2.19;7.3;0.000;0.481;27.7;78;23.5;31.2;15.21;1.1365;0.41;1401;1;100.0;60
28/10/19;11:00 a;30.9;30.9;29.9;73;25.5;0.4;WNW;1.61;2.2;WNW;30.9;37.7;37.7;---;757.2;0.00;0.0;484;41.63;988;5.9;2.53;9.5;0.000;0.523;27.1;52;16.4;27.3;9.44;1.1505;0.36;1399;1;100.0;60
28/10/19;12:00 p;32.1;32.1;30.8;70;25.9;0.4;WNW;1.61;2.2;W;32.1;40.6;40.6;---;756.8;0.00;0.0;608;52.29;1021;7.4;3.17;9.8;0.000;0.574;25.8;43;12.2;25.4;8.05;1.1598;0.43;1398;1;100.0;60
28/10/19;1:00 p;32.7;32.8;31.9;66;25.5;1.3;N;4.83;3.6;NE;32.7;41.1;41.1;---;756.0;0.00;0.0;885;76.12;969;8.8;3.77;9.8;0.000;0.600;26.0;42;12.1;25.7;7.87;1.1579;0.58;1399;1;100.0;60
28/10/19;2:00 p;33.2;33.3;32.5;64;25.5;0.9;NNE;3.22;3.1;W;33.2;41.8;41.8;---;755.2;0.00;0.0;788;67.78;905;7.1;3.04;8.3;0.000;0.620;26.6;41;12.3;26.1;7.75;1.1542;0.56;1404;1;100.0;60
28/10/19;3:00 p;33.2;33.4;32.9;62;25.0;0.9;WNW;3.22;3.1;W;33.2;41.0;41.0;---;754.6;0.00;0.0;626;53.84;854;4.1;1.76;5.7;0.000;0.620;26.9;41;12.6;26.4;7.74;1.1516;0.43;1377;1;100.0;60
28/10/19;4:00 p;28.7;33.2;28.7;72;23.2;1.3;ENE;4.83;4.9;E;28.7;32.7;32.7;---;755.2;0.00;0.0;455;39.14;621;1.7;0.73;2.9;0.000;0.433;28.8;50;17.4;29.8;9.07;1.1392;0.33;1400;1;100.0;60
28/10/19;5:00 p;28.3;28.7;28.1;75;23.4;0.9;ENE;3.22;2.7;ENE;28.3;32.1;32.1;---;754.8;0.00;0.0;245;21.07;461;0.2;0.09;0.9;0.000;0.414;30.0;58;20.8;32.7;10.33;1.1288;0.18;1398;1;100.0;60
28/10/19;6:00 p;26.7;28.2;26.7;79;22.8;0.0;ENE;0.00;0.9;ENE;26.7;29.2;29.2;---;755.0;0.00;0.0;9;0.77;39;0.0;0.00;0.0;0.000;0.350;29.7;61;21.3;32.6;10.93;1.1294;0.00;1376;1;100.0;60
28/10/19;7:00 p;25.4;26.7;25.4;84;22.5;0.0;ENE;0.00;0.9;ENE;25.4;27.5;27.5;---;755.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.294;29.1;63;21.3;31.7;11.26;1.1322;0.03;1397;1;100.0;60
28/10/19;8:00 p;24.6;25.4;24.6;86;22.1;0.0;---;0.00;0.0;---;24.6;26.4;26.4;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.259;28.4;65;21.2;30.6;11.69;1.1358;0.03;1401;1;100.0;60
28/10/19;9:00 p;24.1;24.7;24.1;86;21.6;0.0;---;0.00;0.0;---;24.1;25.8;25.8;---;756.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.238;27.9;66;21.0;30.0;11.90;1.1388;0.03;1400;1;100.0;60
28/10/19;10:00 p;23.9;24.1;23.8;86;21.4;0.0;---;0.00;0.0;---;23.9;25.6;25.6;---;756.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.231;27.4;67;20.7;29.1;12.12;1.1416;0.03;1403;1;100.0;60
28/10/19;11:00 p;23.9;24.1;23.6;85;21.3;0.0;---;0.00;0.0;---;23.9;25.6;25.6;---;756.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.234;27.1;68;20.6;28.7;12.34;1.1425;0.03;1401;1;100.0;60
29/10/19;12:00 a;23.6;23.9;23.4;85;20.9;0.0;---;0.00;0.0;---;23.6;25.1;25.1;---;755.9;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.220;26.7;69;20.6;28.2;12.55;1.1432;0.03;1401;1;100.0;60
29/10/19;1:00 a;23.7;23.7;23.4;85;21.0;0.0;---;0.00;0.0;---;23.7;25.2;25.2;---;755.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.222;26.4;69;20.2;27.7;12.57;1.1447;0.03;1400;1;100.0;60
29/10/19;2:00 a;23.2;23.7;23.2;87;20.9;0.0;---;0.00;0.0;---;23.2;24.5;24.5;---;755.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.204;26.2;70;20.3;27.4;12.87;1.1452;0.03;1400;1;100.0;60
29/10/19;3:00 a;22.8;23.2;22.8;88;20.7;0.0;---;0.00;0.0;---;22.8;24.1;24.1;---;755.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.185;26.0;71;20.3;27.3;13.10;1.1452;0.00;1403;1;100.0;60
29/10/19;4:00 a;22.6;22.8;22.6;88;20.5;0.0;---;0.00;0.0;---;22.6;23.8;23.8;---;755.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.178;25.8;71;20.1;27.0;13.11;1.1472;0.00;1401;1;100.0;60
29/10/19;5:00 a;22.4;22.6;22.3;88;20.4;0.0;---;0.00;0.0;---;22.4;23.7;23.7;---;756.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.171;25.6;72;20.1;26.8;13.37;1.1490;0.00;1401;1;100.0;60
29/10/19;6:00 a;22.4;22.5;22.4;88;20.3;0.0;ENE;0.00;0.9;ENE;22.4;23.6;23.6;---;756.6;0.00;0.0;1;0.09;9;0.0;0.00;0.0;0.000;0.169;25.4;72;20.0;26.7;13.38;1.1502;0.00;1402;1;100.0;60
29/10/19;7:00 a;23.4;23.4;22.4;88;21.3;0.0;ENE;0.00;0.9;ENE;23.4;24.8;24.8;---;756.9;0.00;0.0;46;3.96;79;0.0;0.00;0.0;0.000;0.213;25.3;73;20.1;26.6;13.70;1.1509;0.03;1403;1;100.0;60
29/10/19;8:00 a;25.5;25.5;23.4;82;22.2;0.0;ENE;0.00;1.3;ENE;25.5;27.5;27.5;---;757.2;0.00;0.0;101;8.69;130;0.9;0.39;1.5;0.000;0.299;25.3;64;18.0;26.0;11.60;1.1551;0.08;1400;1;100.0;60
29/10/19;9:00 a;28.2;28.2;25.5;71;22.5;0.4;NNE;1.61;1.3;NNE;28.2;31.3;31.3;---;757.3;0.00;0.0;174;14.97;464;2.2;0.94;3.5;0.000;0.412;23.4;46;11.2;23.2;8.57;1.1709;0.13;1399;1;100.0;60
29/10/19;10:00 a;30.3;30.3;28.2;64;22.8;0.0;E;0.00;1.3;S;30.3;34.6;34.6;---;757.0;0.00;0.0;492;42.32;728;4.7;2.01;6.4;0.000;0.500;23.4;45;10.8;23.2;8.45;1.1709;0.33;1395;1;100.0;60
29/10/19;11:00 a;31.7;31.7;30.4;63;23.8;0.4;SW;1.61;2.2;NNW;31.7;37.2;37.2;---;756.7;0.00;0.0;755;64.94;944;7.9;3.39;9.8;0.000;0.558;26.3;60;17.9;26.9;10.78;1.1505;0.51;1404;1;100.0;60
29/10/19;12:00 p;32.3;32.9;31.7;60;23.5;0.4;WNW;1.61;2.2;WSW;32.3;37.8;37.8;---;756.0;0.00;0.0;705;60.64;979;8.0;3.43;10.3;0.000;0.581;27.4;46;14.7;27.3;8.45;1.1496;0.51;1402;1;100.0;60
29/10/19;1:00 p;32.9;33.3;32.2;62;24.7;0.4;W;1.61;2.2;W;32.9;40.2;40.2;---;755.5;0.00;0.0;609;52.38;904;6.8;2.91;9.4;0.000;0.609;29.1;52;18.2;30.3;9.36;1.1377;0.43;1403;1;100.0;60
29/10/19;2:00 p;32.2;33.0;32.2;65;24.8;0.4;S;1.61;1.8;SSE;32.2;39.2;39.2;---;755.0;0.00;0.0;368;31.65;635;3.6;1.54;5.9;0.000;0.576;30.2;58;21.0;33.1;10.32;1.1279;0.28;1404;1;100.0;60
29/10/19;3:00 p;32.1;32.6;32.0;68;25.5;0.4;W;1.61;2.7;WNW;32.1;39.9;39.9;---;754.6;0.00;0.0;368;31.65;693;2.6;1.11;4.2;0.000;0.574;30.7;61;22.3;34.7;10.86;1.1231;0.25;1402;1;100.0;60
29/10/19;4:00 p;31.6;32.2;31.4;69;25.2;0.4;W;1.61;1.8;WNW;31.6;38.4;38.4;---;754.5;0.00;0.0;196;16.86;374;0.9;0.39;1.8;0.000;0.551;30.7;63;22.9;35.1;11.20;1.1219;0.15;1402;1;100.0;60
29/10/19;5:00 p;30.8;31.6;30.8;75;25.8;0.0;W;0.00;1.8;W;30.8;37.9;37.9;---;754.5;0.00;0.0;111;9.55;176;0.0;0.00;0.6;0.000;0.519;30.4;64;22.9;34.9;11.38;1.1229;0.08;1394;1;100.0;60
29/10/19;6:00 p;28.7;30.8;28.7;81;25.1;0.0;W;0.00;0.4;W;28.7;34.4;34.4;---;754.8;0.00;0.0;12;1.03;54;0.0;0.00;0.0;0.000;0.433;30.1;65;22.8;34.3;11.60;1.1247;0.03;1394;1;100.0;60
29/10/19;7:00 p;27.2;28.7;27.2;86;24.7;0.0;---;0.00;0.0;---;27.2;31.2;31.2;---;755.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.370;29.6;67;22.8;33.5;12.04;1.1274;0.03;1397;1;100.0;60
29/10/19;8:00 p;26.6;27.2;26.6;87;24.2;0.0;---;0.00;0.0;---;26.6;29.8;29.8;---;755.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.343;29.1;68;22.5;32.7;12.26;1.1305;0.03;1402;1;100.0;60
29/10/19;9:00 p;26.2;26.6;26.1;87;23.8;0.0;---;0.00;0.0;---;26.2;29.1;29.1;---;756.1;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.326;28.5;69;22.3;31.6;12.42;1.1339;0.03;1403;1;100.0;60
29/10/19;10:00 p;25.8;26.2;25.8;87;23.4;0.0;---;0.00;0.0;---;25.8;28.4;28.4;---;756.4;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.310;28.2;69;21.9;30.8;12.44;1.1361;0.03;1374;1;100.0;60
29/10/19;11:00 p;25.3;25.8;25.3;88;23.2;0.0;---;0.00;0.0;---;25.3;27.7;27.7;---;756.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.292;27.7;70;21.8;30.1;12.74;1.1381;0.03;1401;1;100.0;60
30/10/19;12:00 a;25.3;25.4;25.2;87;23.0;0.0;---;0.00;0.0;---;25.3;27.6;27.6;---;756.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.289;27.5;71;21.8;29.8;12.99;1.1387;0.03;1398;1;100.0;60
30/10/19;1:00 a;25.0;25.3;25.0;88;22.9;0.0;---;0.00;0.0;---;25.0;27.1;27.1;---;756.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.278;27.2;72;21.7;29.2;13.25;1.1397;0.03;1403;1;100.0;60
30/10/19;2:00 a;24.4;25.0;24.4;87;22.1;0.0;---;0.00;0.0;---;24.4;26.2;26.2;---;755.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.252;26.9;72;21.5;28.8;13.25;1.1403;0.03;1399;1;100.0;60
30/10/19;3:00 a;23.9;24.4;23.9;88;21.8;0.0;---;0.00;0.0;---;23.9;25.7;25.7;---;755.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.231;26.6;73;21.4;28.4;13.65;1.1418;0.00;1399;1;100.0;60
30/10/19;4:00 a;23.4;23.9;23.4;89;21.5;0.0;---;0.00;0.0;---;23.4;24.8;24.8;---;755.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.211;26.4;73;21.2;28.1;13.66;1.1433;0.00;1403;1;100.0;60
30/10/19;5:00 a;23.1;23.4;23.1;89;21.2;0.0;---;0.00;0.0;---;23.1;24.4;24.4;---;756.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.199;26.2;74;21.2;27.8;13.97;1.1454;0.00;1404;1;100.0;60
30/10/19;6:00 a;23.1;23.2;23.0;89;21.2;0.0;---;0.00;0.0;---;23.1;24.4;24.4;---;757.1;0.00;0.0;1;0.09;11;0.0;0.00;0.0;0.000;0.199;26.0;74;21.0;27.6;13.97;1.1472;0.00;1379;1;100.0;60
30/10/19;7:00 a;24.5;24.5;23.1;89;22.6;0.0;W;0.00;0.4;W;24.5;26.4;26.4;---;757.6;0.00;0.0;43;3.70;74;0.0;0.00;0.0;0.000;0.257;25.9;74;20.9;27.4;13.98;1.1486;0.03;1399;1;100.0;60
30/10/19;8:00 a;27.0;27.0;24.5;80;23.3;0.0;W;0.00;0.9;W;27.0;29.8;29.8;---;757.9;0.00;0.0;64;5.50;83;0.8;0.34;1.3;0.000;0.361;26.2;75;21.4;27.9;14.35;1.1470;0.05;1398;1;100.0;60
30/10/19;9:00 a;29.2;29.2;27.0;73;23.9;0.4;W;1.61;1.8;W;29.2;33.9;33.9;---;758.6;0.00;0.0;146;12.56;306;2.2;0.94;3.7;0.000;0.454;24.6;48;12.9;24.5;8.92;1.1665;0.10;1371;1;100.0;60
30/10/19;10:00 a;30.8;30.8;29.2;71;25.0;0.0;W;0.00;1.8;WNW;30.8;37.1;37.1;---;758.6;0.00;0.0;465;40.00;817;4.6;1.97;6.5;0.000;0.521;24.3;44;11.3;24.1;8.23;1.1693;0.33;1401;1;100.0;60
30/10/19;11:00 a;31.6;31.8;30.8;68;25.0;0.4;N;1.61;2.2;N;31.6;38.3;38.3;---;757.8;0.00;0.0;690;59.35;861;7.2;3.09;9.0;0.000;0.553;24.6;41;10.5;24.2;7.75;1.1678;0.46;1401;1;100.0;60
30/10/19;12:00 p;32.9;33.0;31.6;62;24.7;0.4;NW;1.61;2.2;WSW;32.9;40.2;40.2;---;757.0;0.00;0.0;836;71.91;1028;8.9;3.81;10.5;0.000;0.609;25.3;44;12.2;25.1;8.20;1.1619;0.56;1400;1;100.0;60
30/10/19;1:00 p;33.1;33.4;32.8;62;24.9;0.4;NW;1.61;2.2;N;33.1;40.7;40.7;---;755.9;0.00;0.0;561;48.25;1028;6.5;2.79;9.5;0.000;0.616;25.7;42;11.8;25.3;7.89;1.1594;0.43;1404;1;100.0;60
30/10/19;2:00 p;33.3;33.3;32.5;65;25.9;0.9;NNW;3.22;3.6;NW;33.3;42.6;42.6;---;755.2;0.00;0.0;573;49.28;896;5.4;2.31;7.4;0.000;0.625;25.9;39;10.9;25.4;7.48;1.1584;0.43;1399;1;100.0;60
30/10/19;3:00 p;33.1;33.4;32.2;61;24.6;0.9;WNW;3.22;4.9;WSW;33.1;40.3;40.3;---;754.9;0.00;0.0;535;46.02;749;3.6;1.54;5.3;0.000;0.616;25.8;37;10.0;25.2;7.18;1.1593;0.38;1377;1;100.0;60
30/10/19;4:00 p;32.3;33.2;32.2;63;24.4;0.9;W;3.22;2.2;NNE;32.3;38.9;38.9;---;755.0;0.00;0.0;329;28.30;598;1.3;0.56;2.6;0.000;0.583;25.8;40;11.2;25.3;7.58;1.1582;0.25;1399;1;100.0;60
30/10/19;5:00 p;29.6;32.3;29.6;75;24.7;0.4;W;1.61;1.8;W;29.6;35.2;35.2;---;755.2;0.00;0.0;46;3.96;102;0.0;0.00;0.0;0.000;0.470;27.8;54;17.7;28.6;9.75;1.1426;0.05;1369;1;100.0;60
30/10/19;6:00 p;28.0;29.6;28.0;82;24.6;0.0;W;0.00;0.4;W;28.0;32.6;32.6;---;755.5;0.00;0.0;4;0.34;19;0.0;0.00;0.0;0.000;0.403;28.5;59;19.7;30.1;10.55;1.1375;0.00;1402;1;100.0;60
30/10/19;7:00 p;27.2;28.0;27.2;84;24.2;0.0;---;0.00;0.0;---;27.2;30.7;30.7;---;755.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.368;28.3;62;20.3;30.0;11.09;1.1373;0.03;1394;1;100.0;60
30/10/19;8:00 p;26.6;27.2;26.6;86;24.1;0.0;---;0.00;0.0;---;26.6;29.8;29.8;---;756.3;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.345;28.1;64;20.6;29.9;11.50;1.1388;0.03;1362;1;99.6;60
30/10/19;9:00 p;26.4;26.6;26.4;86;23.9;0.0;---;0.00;0.0;---;26.4;29.5;29.5;---;756.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.338;27.7;65;20.5;29.4;11.71;1.1408;0.03;1378;1;100.0;60
30/10/19;10:00 p;25.8;26.4;25.8;87;23.5;0.0;---;0.00;0.0;---;25.8;28.4;28.4;---;756.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.313;27.5;65;20.3;29.1;11.72;1.1421;0.03;1377;1;100.0;60
30/10/19;11:00 p;25.3;25.9;25.3;87;23.0;0.0;---;0.00;0.0;---;25.3;27.6;27.6;---;756.7;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.292;27.2;66;20.3;28.6;11.93;1.1433;0.03;1381;1;100.0;60
31/10/19;12:00 a;24.7;25.3;24.7;88;22.6;0.0;---;0.00;0.0;---;24.7;26.7;26.7;---;756.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.266;26.8;67;20.2;28.2;12.14;1.1446;0.00;1384;1;100.0;60
31/10/19;1:00 a;24.2;24.7;24.2;88;22.1;0.0;---;0.00;0.0;---;24.2;26.1;26.1;---;756.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.245;26.6;68;20.2;27.9;12.35;1.1453;0.00;1399;1;100.0;60
31/10/19;2:00 a;23.9;24.3;23.8;88;21.8;0.0;---;0.00;0.0;---;23.9;25.7;25.7;---;756.5;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.231;26.4;69;20.2;27.7;12.57;1.1460;0.00;1389;1;100.0;60
31/10/19;3:00 a;23.6;23.9;23.5;88;21.5;0.0;---;0.00;0.0;---;23.6;25.1;25.1;---;756.0;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.218;26.2;70;20.3;27.4;12.87;1.1461;0.00;1376;1;100.0;60
31/10/19;4:00 a;23.2;23.6;23.2;88;21.1;0.0;---;0.00;0.0;---;23.2;24.5;24.5;---;756.2;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.204;26.0;70;20.1;27.2;12.87;1.1473;0.00;1337;1;97.7;60
31/10/19;5:00 a;23.1;23.3;23.1;88;21.0;0.0;---;0.00;0.0;---;23.1;24.3;24.3;---;756.8;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.197;25.8;71;20.1;27.0;13.11;1.1491;0.00;1375;1;100.0;60
31/10/19;6:00 a;22.9;23.1;22.9;88;20.8;0.0;---;0.00;0.0;---;22.9;24.2;24.2;---;757.4;0.00;0.0;1;0.09;9;0.0;0.00;0.0;0.000;0.190;25.6;72;20.1;26.8;13.37;1.1508;0.00;1357;1;99.2;60
31/10/19;7:00 a;24.0;24.0;22.9;88;21.9;0.0;---;0.00;0.0;---;24.0;25.8;25.8;---;757.6;0.00;0.0;34;2.92;70;0.0;0.00;0.0;0.000;0.236;25.4;72;20.0;26.7;13.38;1.1518;0.03;1392;1;100.0;60
31/10/19;8:00 a;26.3;26.3;24.0;83;23.2;0.0;NW;0.00;1.8;NW;26.3;28.9;28.9;---;757.7;0.00;0.0;51;4.39;79;0.2;0.09;1.3;0.000;0.333;25.3;60;17.0;25.8;10.85;1.1574;0.03;1399;1;100.0;60
31/10/19;9:00 a;28.3;28.3;26.3;79;24.3;0.4;NW;1.61;1.8;NNW;28.3;32.8;32.8;---;758.2;0.00;0.0;114;9.81;536;2.2;0.94;3.9;0.000;0.414;23.8;47;11.8;23.7;8.75;1.1701;0.10;1402;1;100.0;60
31/10/19;10:00 a;31.1;31.1;28.3;70;25.0;0.4;NW;1.61;1.8;WNW;31.1;37.2;37.2;---;758.2;0.00;0.0;619;53.24;867;5.2;2.23;6.9;0.000;0.532;24.2;49;12.8;24.2;9.04;1.1675;0.41;1400;1;100.0;60
31/10/19;11:00 a;32.0;32.0;31.1;65;24.6;0.4;W;1.61;1.8;WNW;32.0;38.6;38.6;---;757.8;0.00;0.0;763;65.63;949;7.1;3.04;9.3;0.000;0.569;24.9;42;11.1;24.6;7.91;1.1658;0.51;1399;1;100.0;60
31/10/19;12:00 p;32.1;32.4;31.6;65;24.6;0.4;N;1.61;1.8;N;32.1;38.8;38.8;---;757.1;0.00;0.0;469;40.34;1013;6.4;2.74;9.6;0.000;0.572;25.3;42;11.4;24.9;7.90;1.1631;0.36;1362;1;99.6;60
31/10/19;1:00 p;33.4;33.5;31.6;63;25.4;0.9;W;3.22;3.1;W;33.4;41.9;41.9;---;756.4;0.00;0.0;655;56.34;1011;7.2;3.09;9.5;0.000;0.627;25.2;41;11.0;24.7;7.75;1.1629;0.46;1396;1;100.0;60
31/10/19;2:00 p;34.1;34.1;32.9;56;24.1;0.9;W;3.22;2.7;NNE;34.1;41.3;41.3;---;755.5;0.00;0.0;761;65.45;921;6.5;2.79;8.4;0.000;0.657;26.1;42;12.2;25.8;7.87;1.1567;0.53;1376;1;100.0;60
31/10/19;3:00 p;34.2;34.4;34.0;56;24.1;0.9;W;3.22;2.7;W;34.2;41.4;41.4;---;755.2;0.00;0.0;642;55.22;772;4.2;1.80;5.6;0.000;0.660;26.5;42;12.5;26.1;7.86;1.1543;0.48;1401;1;100.0;60
31/10/19;4:00 p;32.4;34.2;32.4;62;24.2;0.4;N;1.61;3.1;NE;32.4;38.8;38.8;---;755.3;0.00;0.0;360;30.96;566;1.4;0.60;2.6;0.000;0.586;26.4;41;12.1;25.9;7.75;1.1554;0.28;1400;1;100.0;60
31/10/19;5:00 p;29.1;32.4;29.1;71;23.3;0.4;E;1.61;2.2;E;29.1;33.4;33.4;---;755.5;0.00;0.0;104;8.95;137;0.0;0.00;0.0;0.000;0.449;28.2;53;17.7;29.0;9.60;1.1418;0.08;1397;1;100.0;60
31/10/19;6:00 p;27.9;29.1;27.9;76;23.3;0.0;E;0.00;0.9;E;27.9;31.4;31.4;---;755.9;0.00;0.0;10;0.86;44;0.0;0.00;0.0;0.000;0.400;28.8;57;19.5;30.5;10.23;1.1372;0.03;1388;1;100.0;60
31/10/19;7:00 p;27.0;27.9;27.0;78;22.8;0.0;E;0.00;0.4;E;27.0;29.6;29.6;---;756.6;0.00;0.0;0;0.00;0;0.0;0.00;0.0;0.000;0.361;28.6;59;19.8;30.3;10.55;1.1385;0.03;1384;1;100.0;60
