EstacionRegistroId;EstacionId;Timestamp;TiempoSys;Barometro;Temperatura;VelocidadViento;DireccionViento;HumedadRelativa;UV;RadiacionSolar;Lluvia;TensionPanelSolar;EstacionAnomaliaId;DescripcionAnomalia;InsertedBy;InsertDate;UpdatedBy;UpdateDate
3233941;2;1581624000;13/02/2020 20:00;1002,1;26,7;0;309;79;0;0;0;NULL;NULL;NULL;servicioWeatherlink;13/02/2020 20:15;servicioWeatherlink;13/02/2020 20:15
3233962;2;1581627600;13/02/2020 21:00;1002,3;25,3;0;309;82;0;0;0;NULL;NULL;NULL;servicioWeatherlink;13/02/2020 21:15;servicioWeatherlink;13/02/2020 21:15
3233976;2;1581631200;13/02/2020 22:00;1002,9;25,4;0;308;86;0;0;0;NULL;NULL;NULL;servicioWeatherlink;13/02/2020 22:15;servicioWeatherlink;13/02/2020 22:15
3233989;2;1581634800;13/02/2020 23:00;1003,2;26,3;0;198;82;0;0;0;NULL;NULL;NULL;servicioWeatherlink;13/02/2020 23:15;servicioWeatherlink;13/02/2020 23:15
3234006;2;1581638400;14/02/2020 0:00;1003,4;24,9;0;204;84;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 0:15;servicioWeatherlink;14/02/2020 0:15
3234023;2;1581642000;14/02/2020 1:00;1003,6;23,9;0;204;87;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 1:15;servicioWeatherlink;14/02/2020 1:15
3234039;2;1581645600;14/02/2020 2:00;1003,4;22,7;0;204;90;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 2:15;servicioWeatherlink;14/02/2020 2:15
3234057;2;1581649200;14/02/2020 3:00;1003,2;21,9;0;204;92;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 3:15;servicioWeatherlink;14/02/2020 3:15
3234071;2;1581652800;14/02/2020 4:00;1003,6;21,7;0;204;94;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 4:15;servicioWeatherlink;14/02/2020 4:15
3234084;2;1581656400;14/02/2020 5:00;1004,1;21,4;0;204;95;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 5:15;servicioWeatherlink;14/02/2020 5:15
3234101;2;1581660000;14/02/2020 6:00;1004,6;20,9;0;204;95;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 6:15;servicioWeatherlink;14/02/2020 6:15
3234115;2;1581663600;14/02/2020 7:00;1005,6;21,1;0;204;96;0;16;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 7:15;servicioWeatherlink;14/02/2020 7:15
3234132;2;1581667200;14/02/2020 8:00;1006,2;25,1;0;204;90;0,4;163;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 8:15;servicioWeatherlink;14/02/2020 8:15
3234151;2;1581670800;14/02/2020 9:00;1006,3;27,9;0;84;78;1,7;389;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 9:15;servicioWeatherlink;14/02/2020 9:15
3234170;2;1581674400;14/02/2020 10:00;1006;30,1;0;340;68;3,7;596;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 10:15;servicioWeatherlink;14/02/2020 10:15
3234185;2;1581678000;14/02/2020 11:00;1005,5;31,7;1,60934;303;66;5,9;747;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 11:15;servicioWeatherlink;14/02/2020 11:15
3234202;2;1581681600;14/02/2020 12:00;1004,5;33,4;3,21868;316;61;7,5;837;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 12:15;servicioWeatherlink;14/02/2020 12:15
3234217;2;1581685200;14/02/2020 13:00;1003,6;34,1;3,21868;315;56;7,9;853;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 13:15;servicioWeatherlink;14/02/2020 13:15
3234236;2;1581688800;14/02/2020 14:00;1002,6;34,8;3,21868;325;48;6,7;793;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 14:15;servicioWeatherlink;14/02/2020 14:15
3234255;2;1581692400;14/02/2020 15:00;1001,6;35,4;1,60934;321;48;4,6;668;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 15:15;servicioWeatherlink;14/02/2020 15:15
3234268;2;1581696000;14/02/2020 16:00;1001,5;35,2;1,60934;302;49;2,4;478;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 16:15;servicioWeatherlink;14/02/2020 16:15
3234289;2;1581699600;14/02/2020 17:00;1001,5;33,7;0;309;53;0,8;183;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 17:15;servicioWeatherlink;14/02/2020 17:15
3234304;2;1581703200;14/02/2020 18:00;1001,5;31,6;0;309;65;0;54;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 18:15;servicioWeatherlink;14/02/2020 18:15
3234323;2;1581706800;14/02/2020 19:00;1001,8;28,7;0;309;74;0;1;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 19:15;servicioWeatherlink;14/02/2020 19:15
3234340;2;1581710400;14/02/2020 20:00;1002,6;26,8;0;309;82;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 20:15;servicioWeatherlink;14/02/2020 20:15
3234358;2;1581714000;14/02/2020 21:00;1002,9;25,3;0;309;87;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 21:15;servicioWeatherlink;14/02/2020 21:15
3234374;2;1581717600;14/02/2020 22:00;1003,6;25,2;0;215;88;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 22:15;servicioWeatherlink;14/02/2020 22:15
3234391;2;1581721200;14/02/2020 23:00;1003,9;26,2;0;166;85;0;0;0;NULL;NULL;NULL;servicioWeatherlink;14/02/2020 23:15;servicioWeatherlink;14/02/2020 23:15
3234410;2;1581724800;15/02/2020 0:00;1004,1;24,3;0;166;89;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 0:15;servicioWeatherlink;15/02/2020 0:15
3234426;2;1581728400;15/02/2020 1:00;1003,5;23,1;0;166;90;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 1:15;servicioWeatherlink;15/02/2020 1:15
3234444;2;1581732000;15/02/2020 2:00;1003,2;22,4;0;166;92;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 2:15;servicioWeatherlink;15/02/2020 2:15
3234461;2;1581735600;15/02/2020 3:00;1003,5;21,9;0;166;93;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 3:15;servicioWeatherlink;15/02/2020 3:15
3234475;2;1581739200;15/02/2020 4:00;1003,4;21,7;0;166;95;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 4:15;servicioWeatherlink;15/02/2020 4:15
3234491;2;1581742800;15/02/2020 5:00;1003,9;21,2;0;166;95;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 5:15;servicioWeatherlink;15/02/2020 5:15
3234506;2;1581746400;15/02/2020 6:00;1004,3;20,8;0;166;95;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 6:15;servicioWeatherlink;15/02/2020 6:15
3234522;2;1581750000;15/02/2020 7:00;1005;20,9;0;166;96;0;16;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 7:15;servicioWeatherlink;15/02/2020 7:15
3234537;2;1581753600;15/02/2020 8:00;1005;25,5;0;166;85;0,4;173;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 8:15;servicioWeatherlink;15/02/2020 8:15
3234555;2;1581757200;15/02/2020 9:00;1005,8;30;0;212;71;1,8;411;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 9:15;servicioWeatherlink;15/02/2020 9:15
3234572;2;1581760800;15/02/2020 10:00;1005,6;31,3;1,60934;319;65;4;611;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 10:15;servicioWeatherlink;15/02/2020 10:15
3234586;2;1581764400;15/02/2020 11:00;1005,3;32,3;3,21868;344;62;6,3;763;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 11:15;servicioWeatherlink;15/02/2020 11:15
3234606;2;1581768000;15/02/2020 12:00;1004;34,1;1,60934;325;57;7,9;854;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 12:15;servicioWeatherlink;15/02/2020 12:15
3234621;2;1581771600;15/02/2020 13:00;1003,2;35,2;1,60934;343;49;8,2;871;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 13:15;servicioWeatherlink;15/02/2020 13:15
3234637;2;1581775200;15/02/2020 14:00;1002;35,7;1,60934;288;50;7;812;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 14:15;servicioWeatherlink;15/02/2020 14:15
3234654;2;1581778800;15/02/2020 15:00;1001,6;34,9;4,82802;335;53;4,8;674;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 15:15;servicioWeatherlink;15/02/2020 15:15
3234670;2;1581782400;15/02/2020 16:00;1001,3;34,4;3,21868;327;51;2,4;485;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 16:15;servicioWeatherlink;15/02/2020 16:15
3234688;2;1581786000;15/02/2020 17:00;1001,4;33,6;1,60934;333;53;0,8;180;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 17:15;servicioWeatherlink;15/02/2020 17:15
3234702;2;1581789600;15/02/2020 18:00;1001,4;31,6;0;332;63;0;49;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 18:15;servicioWeatherlink;15/02/2020 18:15
3234719;2;1581793200;15/02/2020 19:00;1001,6;28,9;0;332;70;0;1;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 19:15;servicioWeatherlink;15/02/2020 19:15
3234734;2;1581796800;15/02/2020 20:00;1002;26,9;0;332;78;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 20:15;servicioWeatherlink;15/02/2020 20:15
3234749;2;1581800400;15/02/2020 21:00;1002,3;25,9;0;332;82;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 21:15;servicioWeatherlink;15/02/2020 21:15
3234761;2;1581804000;15/02/2020 22:00;1003;25,2;0;332;84;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 22:15;servicioWeatherlink;15/02/2020 22:15
3234778;2;1581807600;15/02/2020 23:00;1003,2;27,7;0;220;79;0;0;0;NULL;NULL;NULL;servicioWeatherlink;15/02/2020 23:15;servicioWeatherlink;15/02/2020 23:15
3234793;2;1581811200;16/02/2020 0:00;1002,9;27,2;0;188;81;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 0:15;servicioWeatherlink;16/02/2020 0:15
3234808;2;1581814800;16/02/2020 1:00;1002,6;25,5;0;188;86;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 1:15;servicioWeatherlink;16/02/2020 1:15
3234826;2;1581818400;16/02/2020 2:00;1002,2;24,4;0;188;87;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 2:15;servicioWeatherlink;16/02/2020 2:15
3234838;2;1581822000;16/02/2020 3:00;1002;23,7;0;188;91;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 3:15;servicioWeatherlink;16/02/2020 3:15
3234852;2;1581825600;16/02/2020 4:00;1002,1;23;0;188;93;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 4:15;servicioWeatherlink;16/02/2020 4:15
3234866;2;1581829200;16/02/2020 5:00;1002,4;22,9;0;188;94;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 5:15;servicioWeatherlink;16/02/2020 5:15
3234878;2;1581832800;16/02/2020 6:00;1002,9;22,2;0;188;95;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 6:15;servicioWeatherlink;16/02/2020 6:15
3234896;2;1581836400;16/02/2020 7:00;1003,9;22,6;0;188;96;0;18;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 7:15;servicioWeatherlink;16/02/2020 7:15
3234910;2;1581840000;16/02/2020 8:00;1004,4;25,7;0;188;89;0,4;164;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 8:15;servicioWeatherlink;16/02/2020 8:15
3234923;2;1581843600;16/02/2020 9:00;1004,9;28,4;0;270;78;1,8;392;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 9:15;servicioWeatherlink;16/02/2020 9:15
3234942;2;1581847200;16/02/2020 10:00;1004,7;30,3;0;313;71;3,9;597;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 10:15;servicioWeatherlink;16/02/2020 10:15
3234955;2;1581850800;16/02/2020 11:00;1004;31,8;1,60934;299;63;6,2;753;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 11:15;servicioWeatherlink;16/02/2020 11:15
3234970;2;1581854400;16/02/2020 12:00;1003,2;33;3,21868;335;59;8;845;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 12:15;servicioWeatherlink;16/02/2020 12:15
3234987;2;1581858000;16/02/2020 13:00;1002,1;34,1;1,60934;311;58;8,5;865;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 13:15;servicioWeatherlink;16/02/2020 13:15
3234999;2;1581861600;16/02/2020 14:00;1001,3;34,7;3,21868;325;53;7,3;808;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 14:15;servicioWeatherlink;16/02/2020 14:15
3235016;2;1581865200;16/02/2020 15:00;1000,2;35,3;3,21868;312;51;5;685;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 15:15;servicioWeatherlink;16/02/2020 15:15
3235031;2;1581868800;16/02/2020 16:00;999,9;34,6;3,21868;313;52;2,6;516;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 16:15;servicioWeatherlink;16/02/2020 16:15
3235046;2;1581872400;16/02/2020 17:00;1000;33,4;0;316;55;0,9;159;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 17:15;servicioWeatherlink;16/02/2020 17:15
3235062;2;1581876000;16/02/2020 18:00;1000;31,6;0;315;64;0;52;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 18:15;servicioWeatherlink;16/02/2020 18:15
3235075;2;1581879600;16/02/2020 19:00;1000;28,9;0;315;72;0;1;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 19:15;servicioWeatherlink;16/02/2020 19:15
3235091;2;1581883200;16/02/2020 20:00;1000,6;27,1;0;315;78;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 20:15;servicioWeatherlink;16/02/2020 20:15
3235103;2;1581886800;16/02/2020 21:00;1001,1;26,1;0;315;86;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 21:15;servicioWeatherlink;16/02/2020 21:15
3235118;2;1581890400;16/02/2020 22:00;1001,4;25,3;0;315;85;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 22:15;servicioWeatherlink;16/02/2020 22:15
3235133;2;1581894000;16/02/2020 23:00;1001,7;25,2;0;312;88;0;0;0;NULL;NULL;NULL;servicioWeatherlink;16/02/2020 23:15;servicioWeatherlink;16/02/2020 23:15
3235145;2;1581897600;17/02/2020 0:00;1001,5;27,1;0;205;82;0;0;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 0:15;servicioWeatherlink;17/02/2020 0:15
3235160;2;1581901200;17/02/2020 1:00;1001,3;25,3;0;216;85;0;0;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 1:15;servicioWeatherlink;17/02/2020 1:15
3235172;2;1581904800;17/02/2020 2:00;1001,2;23,9;0;216;89;0;0;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 2:14;servicioWeatherlink;17/02/2020 2:14
3235188;2;1581908400;17/02/2020 3:00;1000,5;23,2;0;216;92;0;0;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 3:15;servicioWeatherlink;17/02/2020 3:15
3235200;2;1581912000;17/02/2020 4:00;1000,7;22,7;0;216;93;0;0;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 4:15;servicioWeatherlink;17/02/2020 4:15
3235213;2;1581915600;17/02/2020 5:00;1001,4;22,6;0;216;94;0;0;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 5:15;servicioWeatherlink;17/02/2020 5:15
3235229;2;1581919200;17/02/2020 6:00;1002;22,2;0;216;94;0;0;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 6:15;servicioWeatherlink;17/02/2020 6:15
3235244;2;1581922800;17/02/2020 7:00;1002,6;22,7;0;216;96;0;17;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 7:15;servicioWeatherlink;17/02/2020 7:15
3235257;2;1581926400;17/02/2020 8:00;1003,3;25,9;0;216;87;0,4;166;0;NULL;NULL;NULL;servicioWeatherlink;17/02/2020 8:15;servicioWeatherlink;17/02/2020 8:15
3241174;2;1581930000;17/02/2020 9:00;1003,4;29,9;0;225;72;1,8;401;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241175;2;1581933600;17/02/2020 10:00;1003,4;32,1;0;292,5;63;4;608;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241176;2;1581937200;17/02/2020 11:00;1003;33;3,2;337,5;61;6,4;763;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241177;2;1581940800;17/02/2020 12:00;1002;34,1;3,2;315;56;8,1;857;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241178;2;1581944400;17/02/2020 13:00;1000,8;34,7;3,2;315;54;8,4;870;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241179;2;1581948000;17/02/2020 14:00;1000,1;35,1;4,8;315;53;7,3;819;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241180;2;1581951600;17/02/2020 15:00;999,4;34,8;4,8;315;53;4,9;678;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241181;2;1581955200;17/02/2020 16:00;998,8;34,9;1,6;337,5;51;1,9;407;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241182;2;1581958800;17/02/2020 17:00;999,3;33,7;0;315;52;0,9;181;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241183;2;1581962400;17/02/2020 18:00;999,4;32,4;0;315;61;0;52;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241184;2;1581966000;17/02/2020 19:00;999,5;29,4;0;NULL;71;0;1;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241185;2;1581969600;17/02/2020 20:00;1000;27,4;0;NULL;77;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241186;2;1581973200;17/02/2020 21:00;1000,3;26,6;0;NULL;79;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241187;2;1581976800;17/02/2020 22:00;1000,8;25,7;0;NULL;85;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241188;2;1581980400;17/02/2020 23:00;1001,2;26,7;0;NULL;84;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241189;2;1581984000;18/02/2020 0:00;1001,5;25,1;0;NULL;86;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241190;2;1581987600;18/02/2020 1:00;1000,9;24,1;0;NULL;88;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241191;2;1581991200;18/02/2020 2:00;1000,4;23,3;0;NULL;90;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241192;2;1581994800;18/02/2020 3:00;1000,2;22,8;0;NULL;92;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241193;2;1581998400;18/02/2020 4:00;1000,6;22,4;0;NULL;93;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241194;2;1582002000;18/02/2020 5:00;1001;22,4;0;NULL;94;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241195;2;1582005600;18/02/2020 6:00;1001,7;22,1;0;NULL;95;0;0;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241196;2;1582009200;18/02/2020 7:00;1002,4;22,4;0;NULL;96;0;16;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3241197;2;1582012800;18/02/2020 8:00;1002,8;25,6;0;NULL;90;0,5;189;0;NULL;NULL;NULL;sa;18/02/2020 16:19;sa;18/02/2020 16:19
3235343;2;1582016400;18/02/2020 9:00;1003,4;29,1;0;211;77;1,9;427;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 9:00;servicioWeatherlink;18/02/2020 9:00
3235368;2;1582020000;18/02/2020 10:00;1003,3;31,3;0;324;67;4,2;630;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 10:15;servicioWeatherlink;18/02/2020 10:15
3235382;2;1582023600;18/02/2020 11:00;1002,9;32,8;1,60934;306;59;6,6;786;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 11:15;servicioWeatherlink;18/02/2020 11:15
3240502;2;1582027200;18/02/2020 12:00;1002;34,3;3,21868;333;55;8,3;876;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 12:15;servicioWeatherlink;18/02/2020 12:15
3240521;2;1582030800;18/02/2020 13:00;1001;35,4;1,60934;294;51;8,8;897;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 13:15;servicioWeatherlink;18/02/2020 13:15
3240540;2;1582034400;18/02/2020 14:00;1000;35,7;3,21868;320;50;7,6;841;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 14:15;servicioWeatherlink;18/02/2020 14:15
3240554;2;1582038000;18/02/2020 15:00;999,2;35,8;6,43736;334;48;5,1;701;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 15:15;servicioWeatherlink;18/02/2020 15:15
3241120;2;1582041600;18/02/2020 16:00;998,7;36,1;3,21868;318;46;2,6;503;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 16:15;servicioWeatherlink;18/02/2020 16:15
3244658;2;1582045200;18/02/2020 17:00;998,7;34,7;0;319;50;0,8;175;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 17:15;servicioWeatherlink;18/02/2020 17:15
3244680;2;1582048800;18/02/2020 18:00;998,8;32,9;0;360;61;0;51;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 18:15;servicioWeatherlink;18/02/2020 18:15
3244697;2;1582052400;18/02/2020 19:00;999,2;29,9;0;360;71;0;1;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 19:15;servicioWeatherlink;18/02/2020 19:15
3244715;2;1582056000;18/02/2020 20:00;1000;27,6;0;360;77;0;0;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 20:15;servicioWeatherlink;18/02/2020 20:15
3244730;2;1582059600;18/02/2020 21:00;1000,5;26,2;0;360;82;0;0;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 21:15;servicioWeatherlink;18/02/2020 21:15
3244747;2;1582063200;18/02/2020 22:00;1001,2;25,3;0;360;85;0;0;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 22:15;servicioWeatherlink;18/02/2020 22:15
3244766;2;1582066800;18/02/2020 23:00;1001,6;26,1;0;255;85;0;0;0;NULL;NULL;NULL;servicioWeatherlink;18/02/2020 23:15;servicioWeatherlink;18/02/2020 23:15
3244783;2;1582070400;19/02/2020 0:00;1001,4;26,5;0;238;82;0;0;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 0:15;servicioWeatherlink;19/02/2020 0:15
3244798;2;1582074000;19/02/2020 1:00;1001,2;24,4;0;238;87;0;0;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 1:15;servicioWeatherlink;19/02/2020 1:15
3244813;2;1582077600;19/02/2020 2:00;1000,7;23,5;0;238;89;0;0;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 2:14;servicioWeatherlink;19/02/2020 2:14
3244828;2;1582081200;19/02/2020 3:00;1000,8;22,9;0;238;92;0;0;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 3:15;servicioWeatherlink;19/02/2020 3:15
3244842;2;1582084800;19/02/2020 4:00;1000,9;22,2;0;238;93;0;0;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 4:15;servicioWeatherlink;19/02/2020 4:15
3244859;2;1582088400;19/02/2020 5:00;1001,6;21,9;0;238;94;0;0;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 5:15;servicioWeatherlink;19/02/2020 5:15
3244872;2;1582092000;19/02/2020 6:00;1002,5;22,2;0;238;95;0;0;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 6:15;servicioWeatherlink;19/02/2020 6:15
3244884;2;1582095600;19/02/2020 7:00;1003,4;22,2;0;238;96;0;18;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 7:15;servicioWeatherlink;19/02/2020 7:15
3244900;2;1582099200;19/02/2020 8:00;1004;26,2;0;238;86;0,5;184;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 8:15;servicioWeatherlink;19/02/2020 8:15
3244916;2;1582102800;19/02/2020 9:00;1004,5;30,2;0;234;69;1,9;427;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 9:15;servicioWeatherlink;19/02/2020 9:15
3244932;2;1582106400;19/02/2020 10:00;1004,5;33,1;0;346;56;4,2;640;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 10:15;servicioWeatherlink;19/02/2020 10:15
3244947;2;1582110000;19/02/2020 11:00;1003,9;33,5;3,21868;302;58;6,7;793;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 11:15;servicioWeatherlink;19/02/2020 11:15
3244966;2;1582113600;19/02/2020 12:00;1002,9;35,1;3,21868;318;53;8,4;883;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 12:15;servicioWeatherlink;19/02/2020 12:15
3244985;2;1582117200;19/02/2020 13:00;1002,1;36,5;3,21868;34;46;8,7;902;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 13:15;servicioWeatherlink;19/02/2020 13:15
3245001;2;1582120800;19/02/2020 14:00;1001,2;36,9;3,21868;297;48;7,4;838;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 14:15;servicioWeatherlink;19/02/2020 14:15
3245019;2;1582124400;19/02/2020 15:00;1000,3;36,3;4,82802;335;45;5,2;706;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 15:15;servicioWeatherlink;19/02/2020 15:15
3245234;2;1582128000;19/02/2020 16:00;999,8;35,9;4,82802;330;44;2,7;516;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 16:15;servicioWeatherlink;19/02/2020 16:15
3245247;2;1582131600;19/02/2020 17:00;1000;34,6;1,60934;296;49;0,9;171;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 17:15;servicioWeatherlink;19/02/2020 17:15
3245265;2;1582135200;19/02/2020 18:00;1000,5;32,1;0;295;62;0;48;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 18:15;servicioWeatherlink;19/02/2020 18:15
3245281;2;1582138800;19/02/2020 19:00;1001,1;28,8;0;295;72;0;1;0;NULL;NULL;NULL;servicioWeatherlink;19/02/2020 19:15;servicioWeatherlink;19/02/2020 19:15
