;;;;Temp;Hi;Low;Out;Dew;Wind;Wind;Wind;Hi;Hi;Wind;Heat;THW;THSW;;;Rain;Solar;Solar;Hi Solar;UV ;UV ;Hi ;Heat;Cool;In ;In;In ;In ;;Wind;Wind;ISS ;Arc,
Mes;dia;Date;Time;Out;Temp;Temp;Hum;Pt,;Speed;Dir;Run;Speed;Dir;Chill;Index;Index;Index;Bar  ;Rain;Rate;Rad,;Energy;Rad, ;Index;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat;ET ;Samp;Tx ;Recept;Int,
Enero;4;4/01/2014;13:00:00;33,4;33,6;33,4;63;25,4;0,9;NNW;1,61;3,1;NW;33,4;41,9;41,9;50,1;1007,1;0;0;752;32,34;766;5,2;1,11;5,3;0;0,314;33;62;24,7;40,4;0,021;538;1;78,7;30
Enero;4;4/01/2014;13:30:00;33,5;33,6;33,3;62;25,2;0,9;NNW;1,61;3,6;N;33,5;41,8;41,8;49,6;1006,6;0;0;718;30,88;752;4,5;0,96;4,9;0;0,316;33,7;61;25,2;42;0;545;1;79,7;30
Enero;4;4/01/2014;14:00:00;33,7;33,8;33,6;60;24,8;0,9;WSW;1,61;3,6;NW;33,7;41,4;41,4;48,6;1006,2;0;0;663;28,51;691;3,7;0,79;4,1;0;0,319;34,4;61;25,8;44,2;0,019;542;1;79,2;30
Enero;4;4/01/2014;14:30:00;33,7;33,7;33,5;58;24,3;0,9;W;1,61;4;SW;33,7;40,9;40,9;47,9;1005,8;0;0;653;28,08;761;2,6;0,56;3,2;0;0,321;34,9;60;26;45,3;0;551;1;80,6;30
Enero;4;4/01/2014;15:00:00;33,1;33,8;33,1;59;24;0,9;NNW;1,61;3,1;N;33,1;39,6;39,6;45,1;1005,6;0;0;532;22,88;671;1,5;0,32;2,2;0;0,308;35,3;60;26,4;46,6;0,017;544;1;79,5;30
Enero;4;4/01/2014;15:30:00;32,3;33,1;32,3;61;23,8;0,9;NNW;1,61;2,7;NNW;32,3;38,3;38,3;40,5;1005,6;0;0;262;11,27;550;0,3;0,06;1,2;0;0,292;35,2;60;26,2;46;0;541;1;79,1;30
Enero;4;4/01/2014;16:00:00;32,1;32,3;32,1;61;23,6;0,4;NNW;0,8;2,7;NW;32,1;37,7;37,7;38,4;1005,4;0;0;134;5,76;183;0;0;0;0;0,287;35,1;60;26,1;45,6;0,007;548;1;80,1;30
Enero;4;4/01/2014;16:30:00;32,2;32,2;32,1;61;23,7;0;NNW;0;0,9;NNW;32,2;38;38;38,5;1005,4;0;0;119;5,12;130;0;0;0;0;0,289;34,9;60;26;45,3;0;531;1;77,6;30
Enero;4;4/01/2014;17:00:00;31,9;32,2;31,9;64;24,2;0;NNW;0;0,4;NNW;31,9;38;38;38,3;1005,5;0;0;97;4,17;120;0;0;0;0;0,282;34,6;60;25,7;44,1;0,003;542;1;79,2;30
Enero;4;4/01/2014;17:30:00;30,6;31,9;30,6;65;23,2;0;---;0;0;---;30,6;35,3;35,3;34,8;1005,6;0;0;31;1,33;53;0;0;0;0;0,255;34,2;60;25,3;43,1;0;551;1;80,6;30
Enero;4;4/01/2014;18:00:00;29,2;30,6;29,2;64;21,7;0;---;0;0;---;29,2;32,1;32,1;31,1;1005,6;0;0;4;0,17;14;0;0;0;0;0,226;33,7;61;25,2;42;0,001;564;1;82,5;30
Enero;4;4/01/2014;18:30:00;28,4;29,2;28,4;61;20,2;0;---;0;0;---;28,4;30,2;30,2;29,1;1005,7;0;0;0;0;0;0;0;0;0;0,211;33,3;61;24,8;40,9;0;550;1;80,4;30
Enero;4;4/01/2014;19:00:00;27,9;28,4;27,9;56;18,3;0;---;0;0;---;27,9;28,8;28,8;27,6;1005,9;0;0;0;0;0;0;0;0;0;0,199;33;61;24,5;40;0;554;1;81;30
Enero;4;4/01/2014;19:30:00;26,9;27,9;26,9;53;16,6;0;---;0;0;---;26,9;27,2;27,2;25,8;1006,3;0;0;0;0;0;0;0;0;0;0,179;32,5;62;24,3;39,1;0;550;1;80,4;30
Enero;4;4/01/2014;20:00:00;26,4;26,9;26,4;48;14,5;0;---;0;0;---;26,4;26,3;26,3;24,9;1006,6;0;0;0;0;0;0;0;0;0;0,168;32,1;62;23,9;38;0,002;547;1;80;30
Enero;4;4/01/2014;20:30:00;25,8;26,4;25,8;46;13,3;0;NNW;0;0,4;NNW;25,8;25,7;25,7;24,1;1006,8;0;0;0;0;0;0;0;0;0;0,156;31,8;62;23,6;37,1;0;557;1;81,4;30
Enero;4;4/01/2014;21:00:00;25,5;25,8;25,5;43;12;0;---;0;0;---;25,5;25,2;25,2;23,6;1006,9;0;0;0;0;0;0;0;0;0;0,149;31,4;62;23,3;36,2;0,002;554;1;81;30
Enero;4;4/01/2014;21:30:00;25,1;25,5;25,1;43;11,6;0;---;0;0;---;25,1;24,7;24,7;23,1;1007;0;0;0;0;0;0;0;0;0;0,14;31,1;62;23;35,4;0;556;1;81,3;30
Enero;4;4/01/2014;22:00:00;24,9;25,1;24,9;42;11,1;0;---;0;0;---;24,9;24,6;24,6;22,9;1007,3;0;0;0;0;0;0;0;0;0;0,138;30,8;63;23;35,2;0,002;547;1;80;30
Enero;4;4/01/2014;22:30:00;25,2;25,2;24,9;47;13,1;0;NNW;0;0,4;NNW;25,2;25,1;25,1;23,5;1007,6;0;0;0;0;0;0;0;0;0;0,144;30,5;63;22,7;34,8;0;525;1;76,8;30
Enero;4;4/01/2014;23:00:00;25,3;25,3;25,2;42;11,5;0;NNW;0;0,4;NNW;25,3;24,9;24,9;23,3;1007,9;0;0;0;0;0;0;0;0;0;0,146;30,3;64;22,7;34,5;0,002;539;1;78,8;30
Enero;4;4/01/2014;23:30:00;25,7;25,7;25,3;45;12,9;0;NNW;0;0,4;NNW;25,7;25,5;25,5;23,9;1008;0;0;0;0;0;0;0;0;0;0,154;30,1;64;22,5;34;0;523;1;76,5;30
Enero;5;5/01/2014;0:00:00;25,8;25,8;25,7;47;13,6;0;NNW;0;0,4;NNW;25,8;25,7;25,7;24,2;1008;0;0;0;0;0;0;0;0;0;0,155;29,9;65;22,6;34;0,002;527;1;77;30
Enero;5;5/01/2014;0:30:00;25,8;25,8;25,8;46;13,3;0;NNW;0;0,9;NNW;25,8;25,7;25,7;24,1;1007,9;0;0;0;0;0;0;0;0;0;0,156;29,7;65;22,4;33,5;0;538;1;78,7;30
Enero;5;5/01/2014;1:00:00;25,7;25,9;25,7;49;14,2;0;---;0;0;---;25,7;25,7;25,7;24,2;1007,6;0;0;0;0;0;0;0;0;0;0,153;29,6;65;22,3;33,2;0,002;540;1;78,9;30
Enero;5;5/01/2014;1:30:00;25,3;25,7;25,3;47;13,2;0;---;0;0;---;25,3;25,1;25,1;23,6;1007,1;0;0;0;0;0;0;0;0;0;0,145;29,5;65;22,2;32,9;0;533;1;77,9;30
Enero;5;5/01/2014;2:00:00;24,7;25,3;24,7;42;10,9;0;---;0;0;---;24,7;24,3;24,3;22,6;1006,8;0;0;0;0;0;0;0;0;0;0,132;29,4;65;22,1;32,7;0,002;545;1;79,7;30
Enero;5;5/01/2014;2:30:00;24,1;24,7;24,1;40;9,7;0;---;0;0;---;24,1;23,7;23,7;21,9;1006,8;0;0;0;0;0;0;0;0;0;0,12;29,2;66;22,2;32,5;0;538;1;78,7;30
Enero;5;5/01/2014;3:00:00;23,6;24,2;23,6;39;8,8;0;---;0;0;---;23,6;23,1;23,1;21,3;1006,9;0;0;0;0;0;0;0;0;0;0,11;29,1;66;22,1;32,3;0,002;548;1;80,1;30
Enero;5;5/01/2014;3:30:00;23,3;23,6;23,3;37;7,8;0;---;0;0;---;23,3;22,6;22,6;20,8;1007,1;0;0;0;0;0;0;0;0;0;0,103;28,8;66;21,8;31,8;0;546;1;79,8;30
Enero;5;5/01/2014;4:00:00;23,1;23,3;23;36;7,2;0;---;0;0;---;23,1;22,2;22,2;20,4;1007,3;0;0;0;0;0;0;0;0;0;0,098;28,7;67;22;31,8;0,002;554;1;81;30
Enero;5;5/01/2014;4:30:00;23;23,1;23;36;7,1;0;---;0;0;---;23;22,2;22,2;20,3;1007,6;0;0;0;0;0;0;0;0;0;0,097;28,5;67;21,8;31,2;0;562;1;82,2;30
Enero;5;5/01/2014;5:00:00;22,9;23;22,8;35;6,6;0;---;0;0;---;22,9;21,9;21,9;20,1;1008;0;0;0;0;0;0;0;0;0;0,095;28,4;67;21,7;30,9;0,002;561;1;82;30
Enero;5;5/01/2014;5:30:00;22,5;22,9;22,5;36;6,7;0;---;0;0;---;22,5;21,4;21,4;19,6;1008,4;0;0;0;0;0;0;0;0;0;0,087;28,4;66;21,4;30,8;0;518;1;75,7;30
Enero;5;5/01/2014;6:00:00;---;---;---;---;---;0;---;0;0;---;---;---;---;---;1008,8;0;0;---;---;---;---;---;---;---;---;28,3;68;21,8;30,9;0;0;1;0;30
Enero;5;5/01/2014;6:30:00;---;---;---;---;---;0;---;0;0;---;---;---;---;---;1009,2;0;0;---;---;---;---;---;---;---;---;28,3;67;21,6;30,7;0;0;1;0;30
Enero;5;5/01/2014;7:00:00;---;---;---;---;---;0;---;0;0;---;---;---;---;---;1009,6;0;0;---;---;---;---;---;---;---;---;27,8;68;21,4;30,1;0;0;1;0;30
Enero;5;5/01/2014;7:30:00;23,6;23,6;22,4;35;7,2;0;---;0;0;---;23,6;22,8;22,8;21,7;1010,2;0;0;63;2,71;84;0;0;0;0;0,109;27,7;68;21,2;29,7;0;539;1;78,8;30
Enero;5;5/01/2014;8:00:00;24,7;24,7;23,6;32;6,9;0;NNW;0;0,4;NNW;24,7;24,1;24,1;23,3;1010,6;0;0;90;3,87;123;0;0;0;0;0,133;27,8;68;21,3;29,9;0,002;563;1;82,3;30
Enero;5;5/01/2014;8:30:00;26,8;26,8;24,7;50;15,5;0;NNW;0;0,9;NNW;26,8;26,8;26,8;28,1;1010,8;0;0;221;9,5;345;0;0;0;0;0,176;27,8;68;21,4;30,1;0;539;1;78,8;30
Enero;5;5/01/2014;9:00:00;28,6;28,6;26,8;61;20,3;0;NNW;0;1,3;NNW;28,6;30,4;30,4;33,9;1010,6;0;0;383;16,47;450;0,1;0,02;0,7;0;0,213;28,1;68;21,6;30,4;0,008;527;1;77;30
Enero;5;5/01/2014;9:30:00;30,1;30,1;28,6;64;22,5;0;NW;0;1,3;NW;30,1;34;34;39;1010,6;0;0;499;21,46;541;1,2;0,26;1,7;0;0,244;28,4;67;21,7;30,9;0;536;1;78,4;30
Enero;5;5/01/2014;10:00:00;31,2;31,2;30,1;64;23,5;0;N;0;1,3;NW;31,2;35,9;35,9;41,9;1010,4;0;0;578;24,86;612;2,2;0,47;2,7;0;0,267;28,8;67;22,1;32;0,014;524;1;76,6;30
Enero;5;5/01/2014;10:30:00;32,3;32,3;31,2;64;24,6;0,4;W;0,8;2,7;SE;32,3;39,2;39,2;46,1;1010,1;0;0;650;27,95;684;3,3;0,71;3,9;0;0,291;29,4;67;22,6;33,1;0;515;1;75,3;30
Enero;5;5/01/2014;11:00:00;32,3;32,6;32,3;63;24,4;0,4;W;0,8;2,2;NNW;32,3;38,9;38,9;46,6;1009,6;0;0;707;30,4;728;4,3;0,92;4,7;0;0,292;30,1;67;23,3;34,7;0,019;522;1;76,3;30
Enero;5;5/01/2014;11:30:00;33,3;33,3;32,3;62;25;0,4;WSW;0,8;3,1;SW;33,3;41,2;41,2;49,3;1009,2;0;0;746;32,08;761;5;1,07;5,2;0;0,311;30,8;67;24;36,1;0;525;1;76,8;30
Enero;5;5/01/2014;12:00:00;33,8;33,8;33,3;62;25,5;0,9;W;1,61;3,6;N;33,8;42,8;42,8;51,2;1008,9;0;0;766;32,94;773;5,4;1,16;5,5;0;0,323;31,8;66;24,6;38,2;0,021;557;1;81,4;30
Enero;5;5/01/2014;12:30:00;33,9;33,9;33,7;63;25,9;0,9;W;1,61;3,6;NNW;33,9;43,4;43,4;51,9;1008,6;0;0;770;33,11;775;5,5;1,18;5,5;0;0,324;32,6;65;25,2;40,4;0;548;1;80,1;30
Enero;5;5/01/2014;13:00:00;33,7;33,9;33,6;62;25,4;1,3;NNW;2,41;4,5;NNW;33,7;42,3;42,3;50,4;1008,1;0;0;744;32;763;5;1,07;5,4;0;0,319;33,6;65;26,1;43,4;0,022;542;1;79,2;30
Enero;5;5/01/2014;13:30:00;33,7;33,8;33,6;62;25,4;1,3;NNW;2,41;4;NW;33,7;42,4;42,4;50,2;1007,9;0;0;709;30,49;735;4,4;0,94;4,8;0;0,321;34,3;64;26,5;45,2;0;556;1;81,3;30
Enero;5;5/01/2014;14:00:00;33,8;34,2;33,7;61;25,3;0,9;NNW;1,61;3,1;SW;33,8;42,3;42,3;49,4;1007,8;0;0;660;28,38;686;3,6;0,77;3,9;0;0,323;34,9;63;26,8;46,8;0,02;556;1;81,3;30
Enero;5;5/01/2014;14:30:00;33,7;34,1;33,6;61;25,1;1,3;NNW;2,41;4;NNW;33,7;41,9;41,9;48,2;1007,5;0;0;588;25,29;624;2,6;0,56;3;0;0,319;35,4;63;27,3;48,6;0;542;1;79,2;30
Enero;5;5/01/2014;15:00:00;33,6;33,8;33,6;60;24,7;1,3;NNW;2,41;3,6;N;33,6;41,1;41,1;46,4;1007,6;0;0;507;21,8;548;1,8;0,39;2,2;0;0,317;35,8;62;27,4;49,4;0,016;535;1;78,2;30
Enero;5;5/01/2014;15:30:00;33,3;33,6;33,3;61;24,7;0,9;NNW;1,61;3,1;NNW;33,3;40,8;40,8;43;1007,5;0;0;255;10,97;462;0,6;0,13;1,3;0;0,311;36;62;27,6;50;0;540;1;78,9;30
Enero;5;5/01/2014;16:00:00;33;33,3;33;60;24,2;0,9;WSW;1,61;2,7;WSW;33;39,6;39,6;39,8;1007,3;0;0;90;3,87;102;0;0;0;0;0,306;35,8;61;27,1;48,8;0,006;558;1;81,6;30
Enero;5;5/01/2014;16:30:00;32,6;33;32,6;61;24,1;0,4;NW;0,8;2,7;WSW;32,6;39;39;39;1007,4;0;0;75;3,23;83;0;0;0;0;0,297;35,7;61;27;48,4;0;551;1;80,6;30
Enero;5;5/01/2014;17:00:00;31,9;32,6;31,9;62;23,7;0,4;WSW;0,8;1,8;WNW;31,9;37,4;37,4;37,2;1007,5;0;0;57;2,45;65;0;0;0;0;0,282;35,4;61;26,8;47,4;0,003;541;1;79,1;30
Enero;5;5/01/2014;17:30:00;30,9;31,9;30,9;65;23,6;0;WSW;0;0,9;WSW;30,9;35,8;35,8;35,3;1007,6;0;0;38;1,63;47;0;0;0;0;0,263;34,9;62;26,6;46,3;0;536;1;78,4;30
Enero;5;5/01/2014;18:00:00;29,1;30,9;29,1;62;21;0;WSW;0;0,4;WSW;29,1;31,6;31,6;30,6;1008,1;0;0;7;0,3;21;0;0;0;0;0,223;34,4;62;26,1;44,7;0,001;533;1;77,9;30
Enero;5;5/01/2014;18:30:00;27,9;29,1;27,9;57;18,6;0;---;0;0;---;27,9;29;29;27,8;1008;0;0;0;0;0;0;0;0;0;0,2;33,8;63;25,8;43,2;0;542;1;79,2;30
Enero;5;5/01/2014;19:00:00;26,9;27,9;26,9;53;16,5;0;---;0;0;---;26,9;27,2;27,2;25,8;1008,2;0;0;0;0;0;0;0;0;0;0,178;33,3;63;25,3;41,7;0;544;1;79,5;30
Enero;5;5/01/2014;19:30:00;26,4;26,9;26,4;47;14,2;0;---;0;0;---;26,4;26,3;26,3;24,8;1008,3;0;0;0;0;0;0;0;0;0;0,169;32,8;63;24,9;40,3;0;534;1;78,1;30
Enero;5;5/01/2014;20:00:00;26,1;26,4;26,1;43;12,6;0;---;0;0;---;26,1;25,8;25,8;24,3;1008,4;0;0;0;0;0;0;0;0;0;0,162;32,4;63;24,4;39,1;0,002;524;1;76,6;30
Enero;5;5/01/2014;20:30:00;25,8;26,1;25,7;40;11,2;0;---;0;0;---;25,8;25,3;25,3;23,7;1008,8;0;0;0;0;0;0;0;0;0;0,155;32;63;24,1;38;0;519;1;75,9;30
Enero;5;5/01/2014;21:00:00;25,6;25,8;25,6;40;11;0;---;0;0;---;25,6;25,1;25,1;23,4;1008,9;0;0;0;0;0;0;0;0;0;0,15;31,7;63;23,8;37,1;0,002;531;1;77,6;30
Enero;5;5/01/2014;21:30:00;25,2;25,6;25,2;39;10,2;0;---;0;0;---;25,2;24,7;24,7;23;1008,8;0;0;0;0;0;0;0;0;0;0,142;31,3;64;23,7;36,4;0;526;1;76,9;30
Enero;5;5/01/2014;22:00:00;24,8;25,2;24,8;36;8,7;0;---;0;0;---;24,8;24,3;24,3;22,5;1008,9;0;0;0;0;0;0;0;0;0;0,135;30,9;64;23,3;35,6;0,003;527;1;77;30
Enero;5;5/01/2014;22:30:00;24,8;24,8;24,8;37;9,1;0;---;0;0;---;24,8;24,2;24,2;22,5;1008,9;0;0;0;0;0;0;0;0;0;0,134;30,7;64;23,1;35,3;0;520;1;76;30
Enero;5;5/01/2014;23:00:00;25,2;25,2;24,8;35;8,7;0;W;0;0,4;W;25,2;24,6;24,6;22,8;1008,9;0;0;0;0;0;0;0;0;0;0,144;30,4;65;23,1;34,9;0,003;525;1;76,8;30
Enero;5;5/01/2014;23:30:00;25,2;25,3;25,2;36;9;0;W;0;0,9;W;25,2;24,6;24,6;22,9;1008,7;0;0;0;0;0;0;0;0;0;0,142;30,2;65;22,9;34,5;0;522;1;76,3;30
Enero;6;6/01/2014;0:00:00;24,9;25,2;24,9;34;8;0;SW;0;1,3;SW;24,9;24,3;24,3;22,6;1008,6;0;0;0;0;0;0;0;0;0;0,138;29,9;66;22,9;34,2;0,003;533;1;77,9;30
Enero;6;6/01/2014;0:30:00;24,9;24,9;24,9;35;8,4;0;SW;0;0,9;SW;24,9;24,3;24,3;22,6;1008,3;0;0;0;0;0;0;0;0;0;0,137;29,8;66;22,8;33,9;0;559;1;81,7;30
Enero;6;6/01/2014;1:00:00;24,6;24,9;24,6;34;7,7;0;SW;0;0,4;SW;24,6;23,9;23,9;22,1;1008,2;0;0;0;0;0;0;0;0;0;0,131;29,6;66;22,6;33,4;0,003;567;1;82,9;30
Enero;6;6/01/2014;1:30:00;24,3;24,6;24,3;34;7,4;0;---;0;0;---;24,3;23,6;23,6;21,7;1008,1;0;0;0;0;0;0;0;0;0;0,124;29,4;67;22,6;33,1;0;563;1;82,3;30
Enero;6;6/01/2014;2:00:00;24,1;24,3;24,1;33;6,8;0;S;0;0,9;S;24,1;23,3;23,3;21,5;1007,8;0;0;0;0;0;0;0;0;0;0,12;29,3;67;22,5;32,9;0,003;560;1;81,9;30
Enero;6;6/01/2014;2:30:00;23,8;24,2;23,8;33;6,5;0;---;0;0;---;23,8;23;23;21,1;1007,8;0;0;0;0;0;0;0;0;0;0,113;29,1;67;22,3;32,5;0;563;1;82,3;30
Enero;6;6/01/2014;3:00:00;23,3;23,8;23,3;33;6,1;0;---;0;0;---;23,3;22,5;22,5;20,6;1008;0;0;0;0;0;0;0;0;0;0,104;28,9;67;22,2;32,3;0,003;562;1;82,2;30
Enero;6;6/01/2014;3:30:00;22,9;23,3;22,9;34;6,2;0;---;0;0;---;22,9;21,9;21,9;20;1008,2;0;0;0;0;0;0;0;0;0;0,095;28,7;67;22;31,8;0;562;1;82,2;30
Enero;6;6/01/2014;4:00:00;22,7;22,9;22,6;33;5,6;0;---;0;0;---;22,7;21,5;21,5;19,6;1008,1;0;0;0;0;0;0;0;0;0;0,09;28,5;67;21,8;31,2;0,003;562;1;82,2;30
Enero;6;6/01/2014;4:30:00;22,5;22,7;22,5;33;5,4;0;---;0;0;---;22,5;21,2;21,2;19,3;1008;0;0;0;0;0;0;0;0;0;0,087;28,4;67;21,7;30,9;0;567;1;82,9;30
Enero;6;6/01/2014;5:00:00;22,4;22,5;22,4;33;5,3;0;---;0;0;---;22,4;21,1;21,1;19,1;1008,2;0;0;0;0;0;0;0;0;0;0,084;28,2;68;21,7;30,7;0,003;576;1;84,2;30
Enero;6;6/01/2014;5:30:00;22,2;22,4;22,1;34;5,6;0;---;0;0;---;22,2;20,8;20,8;18,8;1008,5;0;0;0;0;0;0;0;0;0;0,08;28,1;68;21,6;30,4;0;567;1;82,9;30
Enero;6;6/01/2014;6:00:00;---;22,2;22,1;---;---;0;---;0;0;---;---;---;---;---;1008,9;0;0;0;0;---;0;0;---;---;---;28,3;67;21,6;30,7;0;17;1;2,5;30
Enero;6;6/01/2014;6:30:00;---;---;---;---;---;0;---;0;0;---;---;---;---;---;1009,4;0;0;---;---;---;---;---;---;---;---;27,8;68;21,4;30,1;0;0;1;0;30
Enero;6;6/01/2014;7:00:00;---;---;---;---;---;0;---;0;0;---;---;---;---;---;1009,9;0;0;---;---;---;---;---;---;---;---;27,8;68;21,3;29,9;0;0;1;0;30
Enero;6;6/01/2014;7:30:00;23,3;23,3;22,2;34;6,6;0;---;0;0;---;23,3;22,6;22,6;21,5;1010,2;0;0;69;2,97;83;0;0;0;0;0,104;27,7;68;21,2;29,7;0;459;1;67,1;30
Enero;6;6/01/2014;8:00:00;24,4;24,4;23,3;32;6,7;0;---;0;0;---;24,4;23,7;23,7;22,9;1010,5;0;0;92;3,96;127;0;0;0;0;0,127;27,7;68;21,2;29,7;0,002;541;1;79,1;30
Enero;6;6/01/2014;8:30:00;26,3;26,3;24,4;39;11,2;0;S;0;1,8;SSE;26,3;25,8;25,8;26,6;1011,1;0;0;207;8,9;309;0;0;0;0;0,166;27,8;69;21,6;30,2;0;549;1;80,3;30
Enero;6;6/01/2014;9:00:00;27,7;27,7;26,3;51;16,7;0;W;0;1,8;SSE;27,7;28,1;28,1;31;1011,3;0;0;351;15,09;497;0,1;0,02;0,7;0;0,196;28,1;68;21,6;30,4;0,008;525;1;76,8;30
Enero;6;6/01/2014;9:30:00;28,7;28,7;27,7;57;19,3;0;W;0;1,3;W;28,7;30,2;30,2;33,9;1011,3;0;0;415;17,85;566;1;0,21;1,8;0;0,215;28,4;68;21,9;31,1;0;532;1;77,8;30
Enero;6;6/01/2014;10:00:00;29,8;29,8;28,7;63;22;0;SSE;0;1,8;SSE;29,8;33,2;33,2;38,9;1011;0;0;558;24;624;2,2;0,47;2,9;0;0,238;28,7;68;22,2;31,9;0,013;537;1;78,5;30
Enero;6;6/01/2014;10:30:00;30,9;30,9;29,8;63;23;0;WNW;0;1,8;WNW;30,9;35,3;35,3;42,1;1010,8;0;0;643;27,65;680;3,4;0,73;3,6;0;0,262;29,3;68;22,8;33,1;0;532;1;77,8;30
Enero;6;6/01/2014;11:00:00;30,9;30,9;30,7;64;23,3;0,4;NNE;0,8;2,7;N;30,9;35,5;35,5;42,6;1010,4;0;0;666;28,64;729;4,1;0,88;4,8;0;0,262;29,8;68;23,3;34,3;0,018;539;1;78,8;30
Enero;6;6/01/2014;11:30:00;31,7;31,7;30,9;62;23,5;0,4;NNE;0,8;2,2;NNW;31,7;36,9;36,9;44,9;1010;0;0;742;31,91;756;5,1;1,09;5,4;0;0,279;30,5;68;23,9;35,8;0;538;1;78,7;30
Enero;6;6/01/2014;12:00:00;32,6;32,7;31,7;60;23,8;0,4;W;0,8;2,7;W;32,6;38,5;38,5;46,7;1009,7;0;0;765;32,9;779;5,5;1,18;5,7;0;0,296;31,3;67;24,5;37,2;0,021;539;1;78,8;30
Enero;6;6/01/2014;12:30:00;33,1;33,1;32,6;62;24,8;0,4;W;0,8;2,2;WSW;33,1;40,6;40,6;48,8;1009,1;0;0;760;32,68;775;5,5;1,18;5,6;0;0,307;32,3;66;25,1;39,8;0;536;1;78,4;30
Enero;6;6/01/2014;13:00:00;33,5;33,5;33,1;62;25,2;0,4;W;0,8;2,7;WNW;33,5;41,8;41,8;49,9;1008,5;0;0;741;31,87;773;5,1;1,09;5,4;0;0,316;33,1;65;25,6;41,9;0,021;544;1;79,5;30
Enero;6;6/01/2014;13:30:00;33,7;34;33,4;61;25,1;0,4;W;0,8;2,2;WSW;33,7;41,9;41,9;49,2;1008,2;0;0;679;29,2;737;4,5;0,96;4,9;0;0,319;33,8;65;26,3;44,1;0;550;1;80,4;30
Enero;6;6/01/2014;14:00:00;33,8;33,9;33,7;60;24,9;0,4;NNW;0,8;3,6;WSW;33,8;41,7;41,7;48,4;1007,7;0;0;631;27,14;719;3,5;0,75;4,1;0;0,322;34,4;64;26,6;45,6;0,018;548;1;80,1;30
Enero;6;6/01/2014;14:30:00;33,8;33,9;33,6;60;24,9;0,9;NNW;1,61;3,1;NNW;33,8;41,7;41,7;47,9;1007,3;0;0;588;25,29;642;2,8;0,6;3,1;0;0,322;34,9;64;27,1;47,3;0;562;1;82,2;30
Enero;6;6/01/2014;15:00:00;33,4;33,9;33,4;63;25,4;0,9;NNW;1,61;3,6;WSW;33,4;42,1;42,1;46,9;1006,9;0;0;466;20,04;598;1,7;0,36;2,4;0;0,315;35,2;63;27,1;47,6;0,015;553;1;80,8;30
Enero;6;6/01/2014;15:30:00;32,7;33,4;32,7;63;24,7;0,9;NNW;1,61;3,6;W;32,7;39,8;39,8;42,9;1006,6;0;0;324;13,93;513;0,6;0,13;1,2;0;0,299;35,3;63;27,2;48,2;0;554;1;81;30
Enero;6;6/01/2014;16:00:00;32,1;32,6;32;63;24,2;0,9;NNW;1,61;2,7;SW;32,1;38,3;38,3;39,7;1006,6;0;0;187;8,04;202;0;0;0;0;0,287;35,2;63;27,1;47,6;0,008;561;1;82;30
Enero;6;6/01/2014;16:30:00;31,3;32,1;31,3;64;23,7;0,4;NW;0,8;3,1;WSW;31,3;36,2;36,2;36,9;1006,8;0;0;132;5,68;156;0;0;0;0;0,27;34,9;63;26,8;46,8;0;550;1;80,4;30
Enero;6;6/01/2014;17:00:00;30,6;31,2;30,6;64;23;0;NNW;0;1,3;NW;30,6;35,1;35,1;35,3;1007,2;0;0;93;4;153;0;0;0;0;0,255;34,6;63;26,5;45,5;0,004;553;1;80,8;30
Enero;6;6/01/2014;17:30:00;29,5;30,6;29,5;63;21,7;0;NNW;0;0,9;NNW;29,5;32,6;32,6;31,7;1007,4;0;0;17;0,73;32;0;0;0;0;0,233;34,1;63;26;43,9;0;552;1;80,7;30
Enero;6;6/01/2014;18:00:00;28,7;29,5;28,7;58;19,6;0;---;0;0;---;28,7;30,4;30,4;29,2;1007,7;0;0;2;0,09;11;0;0;0;0;0,216;33,6;64;25,9;43;0,001;553;1;80,8;30
Enero;6;6/01/2014;18:30:00;27,8;28,7;27,8;54;17,7;0;---;0;0;---;27,8;28,6;28,6;27,3;1008;0;0;0;0;0;0;0;0;0;0,198;33,2;64;25,5;41,8;0;566;1;82,7;30
Enero;6;6/01/2014;19:00:00;27,3;27,8;27,3;50;15,9;0;---;0;0;---;27,3;27,4;27,4;26;1007,9;0;0;0;0;0;0;0;0;0;0,186;32,7;64;25;40,4;0,002;559;1;81,7;30
Enero;6;6/01/2014;19:30:00;26,7;27,3;26,7;47;14,5;0;---;0;0;---;26,7;26,6;26,6;25,2;1008,7;0;0;0;0;0;0;0;0;0;0,175;32,4;64;24,7;39,4;0;542;1;79,2;30
Enero;6;6/01/2014;20:00:00;26,7;26,8;26,6;42;12,7;0;---;0;0;---;26,7;26,2;26,2;24,7;1008,9;0;0;0;0;0;0;0;0;0;0,174;32;64;24,3;38,3;0;544;1;79,5;30
Enero;6;6/01/2014;20:30:00;26,4;26,7;26,4;40;11,7;0;---;0;0;---;26,4;25,9;25,9;24,3;1009;0;0;0;0;0;0;0;0;0;0,168;31,7;64;24;37,3;0,002;543;1;79,4;30
Enero;6;6/01/2014;21:00:00;26,2;26,4;26,2;38;10,8;0;---;0;0;---;26,2;25,7;25,7;24;1009,5;0;0;0;0;0;0;0;0;0;0,164;31,4;65;24,1;36,9;0,003;547;1;80;30
